Azo-dye 1-20.csv;;Kemi1\Kemi01;15-09-2017 13:29:30;GENESYS 10S UV-Vis;2L9T161212;4.006
nm;A
200;2.704
201;2.7393
202;2.8038
203;2.8443
204;2.8689
205;2.8738
206;2.8861
207;2.8676
208;2.8276
209;2.8163
210;2.7811
211;2.7268
212;2.6612
213;2.57
214;2.4807
215;2.4063
216;2.3417
217;2.3107
218;2.2986
219;2.3026
220;2.3168
221;2.3411
222;2.3679
223;2.408
224;2.4579
225;2.5103
226;2.5801
227;2.6539
228;2.7555
229;2.8225
230;2.8539
231;2.8739
232;2.8774
233;2.8584
234;2.8654
235;2.867
236;2.8449
237;2.8299
238;2.8004
239;2.7723
240;2.7526
241;2.7535
242;2.7501
243;2.7058
244;2.5532
245;2.2779
246;1.92
247;1.5966
248;1.3516
249;1.1329
250;0.9266
251;0.7615
252;0.6483
253;0.5786
254;0.529
255;0.4938
256;0.4749
257;0.4674
258;0.4682
259;0.4741
260;0.4814
261;0.4882
262;0.4984
263;0.5119
264;0.5266
265;0.5462
266;0.5699
267;0.5939
268;0.6198
269;0.6458
270;0.6668
271;0.6833
272;0.6915
273;0.6979
274;0.7053
275;0.7153
276;0.7315
277;0.7503
278;0.7724
279;0.7975
280;0.8208
281;0.8333
282;0.8314
283;0.8175
284;0.795
285;0.7668
286;0.7416
287;0.7231
288;0.7115
289;0.706
290;0.7072
291;0.7092
292;0.7039
293;0.6864
294;0.6512
295;0.6105
296;0.5653
297;0.5169
298;0.4754
299;0.4388
300;0.4029
301;0.3752
302;0.353
303;0.3352
304;0.3201
305;0.3072
306;0.2958
307;0.2858
308;0.2768
309;0.2682
310;0.2603
311;0.2536
312;0.247
313;0.2405
314;0.2338
315;0.2284
316;0.224
317;0.2198
318;0.2162
319;0.2131
320;0.2109
321;0.2092
322;0.2078
323;0.2069
324;0.2065
325;0.2068
326;0.2076
327;0.2089
328;0.2108
329;0.213
330;0.2152
331;0.2172
332;0.2201
333;0.2224
334;0.225
335;0.2275
336;0.2294
337;0.2314
338;0.233
339;0.2344
340;0.2354
341;0.2357
342;0.2358
343;0.2363
344;0.2356
345;0.2347
346;0.2332
347;0.231
348;0.2285
349;0.2246
350;0.2202
351;0.2147
352;0.2076
353;0.1999
354;0.1921
355;0.1829
356;0.1727
357;0.1623
358;0.1523
359;0.1399
360;0.1285
361;0.117
362;0.1075
363;0.0979
364;0.0871
365;0.0774
366;0.0695
367;0.0612
368;0.0539
369;0.0475
370;0.0407
371;0.0357
372;0.0314
373;0.0265
374;0.0233
375;0.0193
376;0.0171
377;0.015
378;0.0132
379;0.0114
380;0.0104
381;0.0089
382;0.0074
383;0.0065
384;0.0057
385;0.0053
386;0.0043
387;0.0043
388;0.0037
389;0.0034
390;0.0034
391;0.0028
392;0.0026
393;0.0024
394;0.0025
395;0.0022
396;0.0022
397;0.0019
398;0.0022
399;0.0016
400;0.002
401;0.0016
402;0.0018
403;0.0019
404;0.0019
405;0.0018
406;0.0019
407;0.002
408;0.0018
409;0.0019
410;0.0019
411;0.0021
412;0.002
413;0.0022
414;0.0019
415;0.0022
416;0.0021
417;0.0023
418;0.0023
419;0.0024
420;0.0025
421;0.0025
422;0.0026
423;0.0026
424;0.0024
425;0.0025
426;0.0024
427;0.0025
428;0.0023
429;0.0023
430;0.0023
431;0.0023
432;0.0023
433;0.0021
434;0.0022
435;0.0021
436;0.0021
437;0.0018
438;0.0021
439;0.0021
440;0.002
441;0.002
442;0.002
443;0.002
444;0.0017
445;0.0021
446;0.0019
447;0.002
448;0.002
449;0.0019
450;0.0016
451;0.0017
452;0.0017
453;0.0019
454;0.0018
455;0.0016
456;0.0014
457;0.0018
458;0.0017
459;0.0016
460;0.0016
461;0.0015
462;0.0013
463;0.0014
464;0.0013
465;0.0013
466;0.0012
467;0.001
468;0.0015
469;0.0015
470;0.0013
471;0.0011
472;0.0009
473;0.0011
474;0.001
475;0.0008
476;0.0013
477;0.001
478;0.0015
479;0.0013
480;0.0012
481;0.0013
482;0.0013
483;0.0015
484;0.0011
485;0.0009
486;0.0011
487;0.0012
488;0.0014
489;0.0015
490;0.0014
491;0.0014
492;0.0016
493;0.0018
494;0.0009
495;0.0012
496;0.0015
497;0.0011
498;0.0012
499;0.0017
500;0.0017
501;0.0015
502;0.002
503;0.0011
504;0.0017
505;0.0008
506;0.0017
507;0.0013
508;0.001
509;0.0006
510;0.0013
511;0.0018
512;0.001
513;0.0014
514;0.0015
515;0.0011
516;0.0012
517;0.001
518;0.0018
519;0.0013
520;0.0018
521;0.0006
522;0.0009
523;0.0007
524;0.0014
525;0.0009
526;0.0008
527;0.0008
528;0.0009
529;0.001
530;0.0009
531;0.0013
532;0.0007
533;0.0008
534;0.0011
535;0.0005
536;0.0007
537;0.0002
538;0.0002
539;0
540;0.0003
541;0.0004
542;-0.0002
543;0.0005
544;-0.0002
545;0.0007
546;0.0008
547;0.0006
548;0.0005
549;-0.0004
550;-0.0004
551;-0.0007
552;0.0005
553;-0.0005
554;0
555;-0.0006
556;0
557;0.0001
558;-0.0003
559;-0.001
560;-0.0007
561;-0.0008
562;0.0002
563;-0.0009
564;-0.0008
565;-0.0006
566;-0.0004
567;-0.0013
568;0
569;-0.001
570;-0.0014
571;-0.0007
572;-0.0012
573;-0.0013
574;-0.0002
575;-0.0012
576;-0.0005
577;-0.0014
578;-0.0016
579;-0.0008
580;-0.0005
581;-0.0011
582;-0.0016
583;-0.0011
584;-0.0012
585;-0.0011
586;-0.0005
587;-0.0015
588;-0.0001
589;-0.0014
590;-0.0016
591;-0.0008
592;-0.0009
593;-0.0007
