Azo-dye 1-10.csv;;Kemi1\Kemi01;15-09-2017 13:24:49;GENESYS 10S UV-Vis;2L9T161212;4.006
nm;A
200;2.7947
201;2.8485
202;2.8896
203;2.9436
204;2.9718
205;2.9888
206;2.9943
207;2.9769
208;2.9521
209;2.9777
210;2.9695
211;2.9628
212;2.9633
213;2.971
214;2.9889
215;2.9694
216;2.9769
217;2.9733
218;2.9802
219;2.984
220;2.986
221;2.9871
222;2.9905
223;2.9975
224;3.0064
225;3.0217
226;3.0179
227;3.0302
228;3.0585
229;3.0723
230;3.062
231;3.0322
232;3.0116
233;2.9827
234;2.9767
235;2.9772
236;2.9556
237;2.9482
238;2.9327
239;2.9189
240;2.9142
241;2.9284
242;2.9421
243;2.9412
244;2.9046
245;2.8463
246;2.7789
247;2.6137
248;2.3372
249;2.0127
250;1.677
251;1.3925
252;1.195
253;1.071
254;0.982
255;0.9178
256;0.8839
257;0.8705
258;0.872
259;0.8827
260;0.8964
261;0.9094
262;0.9282
263;0.9525
264;0.9801
265;1.0156
266;1.059
267;1.1029
268;1.1499
269;1.1976
270;1.236
271;1.2665
272;1.2817
273;1.2928
274;1.3058
275;1.3239
276;1.3526
277;1.3866
278;1.4265
279;1.4716
280;1.5122
281;1.5341
282;1.5313
283;1.5067
284;1.4648
285;1.4148
286;1.3695
287;1.3363
288;1.3144
289;1.304
290;1.3063
291;1.3103
292;1.3006
293;1.2675
294;1.203
295;1.1276
296;1.0453
297;0.9564
298;0.88
299;0.8124
300;0.7473
301;0.6965
302;0.6559
303;0.623
304;0.5955
305;0.5716
306;0.5509
307;0.5328
308;0.5164
309;0.5013
310;0.4878
311;0.4747
312;0.4626
313;0.4512
314;0.4391
315;0.4299
316;0.422
317;0.4141
318;0.4076
319;0.4021
320;0.3981
321;0.395
322;0.3926
323;0.3907
324;0.3904
325;0.3911
326;0.3927
327;0.3949
328;0.398
329;0.4016
330;0.4057
331;0.4107
332;0.4157
333;0.4202
334;0.4247
335;0.4294
336;0.4333
337;0.437
338;0.4401
339;0.4424
340;0.4439
341;0.4454
342;0.446
343;0.4455
344;0.4446
345;0.443
346;0.44
347;0.4361
348;0.4308
349;0.4239
350;0.4154
351;0.4051
352;0.3925
353;0.3782
354;0.3635
355;0.3467
356;0.3282
357;0.3086
358;0.2897
359;0.2675
360;0.2459
361;0.2239
362;0.2068
363;0.1889
364;0.1686
365;0.151
366;0.1353
367;0.1206
368;0.1067
369;0.0944
370;0.083
371;0.0729
372;0.0645
373;0.0564
374;0.0494
375;0.0435
376;0.0384
377;0.0339
378;0.0307
379;0.0279
380;0.0251
381;0.0221
382;0.0208
383;0.0185
384;0.017
385;0.0155
386;0.0145
387;0.0137
388;0.013
389;0.0122
390;0.0114
391;0.0108
392;0.0106
393;0.0098
394;0.0099
395;0.0097
396;0.0096
397;0.0092
398;0.0089
399;0.0083
400;0.009
401;0.0086
402;0.0084
403;0.008
404;0.0085
405;0.0086
406;0.0082
407;0.0084
