Azo-dye 1-2.csv;;Kemi1\Kemi01;15-09-2017 13:15:47;GENESYS 10S UV-Vis;2L9T161212;4.006
nm;A
200;2.9139
201;2.9512
202;3.0043
203;3.0486
204;3.0689
205;3.0874
206;3.0917
207;3.0838
208;3.0564
209;3.0757
210;3.0682
211;3.0742
212;3.078
213;3.0824
214;3.1148
215;3.1036
216;3.103
217;3.1057
218;3.1135
219;3.1158
220;3.1137
221;3.0935
222;3.1127
223;3.1131
224;3.1285
225;3.1035
226;3.1202
227;3.1147
228;3.148
229;3.1514
230;3.1423
231;3.1207
232;3.1087
233;3.0717
234;3.0895
235;3.0646
236;3.0541
237;3.0545
238;3.0416
239;3.0336
240;3.029
241;3.0543
242;3.0683
243;3.0741
244;3.0556
245;3.0413
246;3.0411
247;3.0599
248;3.0574
249;3.0477
250;3.0424
251;3.0129
252;3.0071
253;2.9926
254;2.953
255;2.8889
256;2.8604
257;2.8391
258;2.8574
259;2.8704
260;2.9098
261;2.9266
262;2.9401
263;2.9405
264;2.9574
265;2.9691
266;2.9811
267;2.9943
268;2.9948
269;2.9915
270;2.9897
271;3.0003
272;2.9991
273;2.9976
274;2.9978
275;2.9909
276;2.9987
277;3.0021
278;2.9999
279;2.9848
280;2.9837
281;2.9882
282;2.989
283;2.9981
284;2.9956
285;3.0102
286;3.0237
287;3.0288
288;3.0547
289;3.0462
290;3.0388
291;3.0475
292;3.0457
293;3.0376
294;3.0582
295;3.0699
296;3.06
297;3.0339
298;2.9482
299;2.8161
300;2.659
301;2.5227
302;2.398
303;2.2909
304;2.1969
305;2.1151
306;2.0434
307;1.9809
308;1.924
309;1.8721
310;1.823
311;1.776
312;1.7324
313;1.6914
314;1.6491
315;1.6163
316;1.5869
317;1.5575
318;1.5336
319;1.5143
320;1.4993
321;1.4865
322;1.4777
323;1.4724
324;1.4709
325;1.472
326;1.4771
327;1.4844
328;1.495
329;1.5081
330;1.5228
331;1.5382
332;1.5557
333;1.5722
334;1.5879
335;1.603
336;1.6165
337;1.6283
338;1.6384
339;1.6459
340;1.6511
341;1.6535
342;1.6548
343;1.6548
344;1.6519
345;1.6462
346;1.6353
347;1.6208
348;1.6007
349;1.5764
350;1.5457
351;1.5098
352;1.4654
353;1.4156
354;1.3633
355;1.3031
356;1.2361
357;1.1661
358;1.0983
359;1.0166
360;0.9362
361;0.8576
362;0.7932
363;0.7277
364;0.6521
365;0.5866
366;0.5301
367;0.4755
368;0.4245
369;0.3778
370;0.3342
371;0.2979
372;0.2669
373;0.2366
374;0.21
375;0.1893
376;0.1695
377;0.1536
378;0.1418
379;0.1304
380;0.1195
381;0.1105
