20171130_0min.csv;;Kemi1\Kemi01;30-11-2017 15:44:02;GENESYS 10S UV-Vis;2L9T161212;4.006
nm;A
200;3.4785
201;3.5066
202;3.6499
203;3.6368
204;3.7164
205;3.7381
206;3.695
207;3.7598
208;3.7037
209;3.7435
210;3.8099
211;3.7807
212;3.7924
213;3.8066
214;3.8003
215;3.7934
216;3.8548
217;3.8226
218;3.7965
219;3.8091
220;3.8255
221;3.8253
222;3.9274
223;3.8744
224;4.0378
225;3.9351
226;4.0762
227;4.1019
228;4.2472
229;4.2877
230;4.1716
231;4.2435
232;4.1487
233;4.0982
234;4.1622
235;4.1533
236;4.1135
237;4.1179
238;4.111
239;4.1273
240;4.132
241;4.1647
242;4.2599
243;4.2271
244;4.2036
245;4.1823
246;4.1758
247;4.1906
248;4.172
249;4.2107
250;4.1058
251;4.0805
252;4.1206
253;4.298
254;3.9691
255;3.9398
256;3.9261
257;3.9201
258;4.1186
259;4.105
260;4.1173
261;4.0919
262;4.0061
263;3.9359
264;3.9228
265;3.9004
266;3.8909
267;3.9185
268;3.8641
269;3.8752
270;3.861
271;4.0003
272;4.0174
273;3.933
274;3.878
275;3.8965
276;3.8919
277;3.9172
278;3.9251
279;3.8945
280;3.9098
281;3.9606
282;4.0103
283;4.0124
284;3.9674
285;3.9929
286;3.9939
287;4.0051
288;4.054
289;3.8965
290;3.9958
291;3.9834
292;4.0173
293;3.994
294;4.0124
295;4.0189
296;4.027
297;4.0347
298;4.0003
299;3.9166
300;3.744
301;3.5256
302;3.3644
303;3.167
304;3.018
305;2.91
306;2.8345
307;2.7869
308;2.752
309;2.74
310;2.7445
311;2.766
312;2.7923
313;2.8362
314;2.8979
315;2.9513
316;3.0095
317;3.0812
318;3.1528
319;3.227
320;3.2924
321;3.357
322;3.4067
323;3.5089
324;3.5823
325;3.5888
326;3.63
327;3.6917
328;3.6617
329;3.754
330;3.7002
331;3.7594
332;3.7625
333;3.8378
334;3.7788
335;3.7693
336;3.8215
337;3.7619
338;3.7529
339;3.7609
340;3.7158
341;3.7611
342;3.7401
343;3.7742
344;3.8185
345;3.7648
346;3.8118
347;3.7694
348;3.7101
349;3.714
350;3.7273
351;3.6777
352;3.7783
353;3.7079
354;3.6655
355;3.675
356;3.6597
357;3.6678
358;3.5784
359;3.4708
360;3.3713
361;3.2535
362;3.1157
363;2.9453
364;2.7615
365;2.5849
366;2.4297
367;2.2782
368;2.1363
369;2.0004
370;1.8707
371;1.761
372;1.6655
373;1.5722
374;1.4906
375;1.4249
376;1.3641
377;1.3149
378;1.279
379;1.245
380;1.2125
381;1.1878
382;1.1694
383;1.1554
384;1.1454
385;1.1398
386;1.1374
387;1.1379
388;1.1412
389;1.1463
390;1.1538
391;1.1633
392;1.1727
393;1.1845
394;1.1985
395;1.2108
396;1.2263
397;1.2428
398;1.2579
399;1.2745
400;1.2911
401;1.3068
402;1.323
403;1.3401
404;1.3561
405;1.3716
406;1.3871
407;1.4032
408;1.4194
409;1.4358
410;1.45
411;1.4631
412;1.4762
413;1.4893
414;1.5013
415;1.5131
416;1.5244
417;1.5345
418;1.5437
419;1.5525
420;1.5604
421;1.567
422;1.5726
423;1.5775
424;1.5814
425;1.5846
426;1.5872
427;1.5887
428;1.5894
429;1.5898
430;1.5889
431;1.5881
432;1.5864
433;1.5838
434;1.5814
435;1.5781
436;1.5748
437;1.5703
438;1.5658
439;1.5611
440;1.5559
441;1.5504
442;1.5446
443;1.5379
444;1.5315
445;1.5242
446;1.5176
447;1.5111
448;1.5043
449;1.4973
450;1.4903
451;1.4835
452;1.4761
453;1.4699
454;1.4629
455;1.4558
456;1.4497
457;1.4435
458;1.438
459;1.4326
460;1.4286
461;1.4241
462;1.4197
463;1.4161
464;1.4133
465;1.4112
466;1.4091
467;1.408
468;1.4075
469;1.4077
470;1.4079
471;1.4088
472;1.4107
473;1.4126
474;1.4149
475;1.4179
476;1.4211
477;1.4249
478;1.4283
479;1.4324
480;1.4368
481;1.4412
482;1.4463
483;1.4508
484;1.4547
485;1.4584
486;1.4636
487;1.4679
488;1.472
489;1.4756
490;1.4794
491;1.4835
492;1.4861
493;1.4884
494;1.4909
495;1.4927
496;1.4942
497;1.4954
498;1.4958
499;1.4959
500;1.4957
501;1.4946
502;1.4929
503;1.4907
504;1.4878
505;1.4844
506;1.4811
507;1.4766
508;1.4716
509;1.4664
510;1.4606
511;1.4529
512;1.4463
513;1.4383
514;1.4296
515;1.4207
516;1.411
517;1.4007
518;1.3898
519;1.3789
520;1.3682
521;1.355
522;1.3415
523;1.3279
524;1.3142
525;1.2992
526;1.2842
527;1.2698
528;1.2525
529;1.2376
530;1.2234
531;1.2058
532;1.1872
533;1.1677
534;1.1508
535;1.1331
536;1.1124
537;1.0934
538;1.0765
539;1.0554
540;1.0343
541;1.0135
542;0.9948
543;0.976
544;0.9551
545;0.9328
546;0.9111
547;0.8902
548;0.8698
549;0.8496
550;0.8278
551;0.8067
552;0.7861
553;0.7646
554;0.7451
555;0.725
556;0.7032
557;0.6828
558;0.6623
559;0.6422
560;0.6221
561;0.6039
562;0.5846
563;0.5652
564;0.5456
565;0.5274
566;0.5097
567;0.4924
568;0.475
569;0.4575
570;0.4407
571;0.4243
572;0.4094
573;0.3951
574;0.3803
575;0.3652
576;0.3518
577;0.3389
578;0.3258
579;0.3131
580;0.301
581;0.289
582;0.2776
583;0.2668
584;0.2562
585;0.246
586;0.2358
587;0.2266
588;0.2174
589;0.2087
590;0.1999
591;0.1922
592;0.1843
593;0.1762
594;0.1694
595;0.1624
596;0.1556
597;0.1495
598;0.144
599;0.1388
600;0.1326
601;0.1278
602;0.1227
603;0.1174
604;0.1131
605;0.1093
606;0.1052
607;0.1013
608;0.0971
609;0.0931
610;0.0902
611;0.0874
612;0.0838
613;0.0809
614;0.0786
615;0.0758
616;0.0733
617;0.0706
618;0.0689
619;0.0667
620;0.0641
621;0.0625
622;0.0606
623;0.0586
624;0.0577
625;0.0551
626;0.0536
627;0.0526
628;0.0514
629;0.0495
630;0.0481
631;0.0474
632;0.046
633;0.0447
634;0.0439
635;0.0436
636;0.0419
637;0.0414
638;0.0399
639;0.0394
640;0.039
641;0.0381
642;0.0373
643;0.0362
644;0.0366
645;0.0357
646;0.0352
647;0.0341
648;0.0341
649;0.0335
650;0.0327
651;0.0321
652;0.0313
653;0.0314
654;0.0308
655;0.0303
656;0.03
657;0.0298
658;0.0288
659;0.0292
660;0.0287
661;0.0279
662;0.0281
663;0.0272
664;0.027
665;0.0272
666;0.026
667;0.0256
668;0.0258
669;0.0249
670;0.0247
671;0.0241
672;0.0247
673;0.0244
674;0.0237
675;0.023
676;0.0233
677;0.0235
678;0.0231
679;0.0233
680;0.0226
681;0.0229
682;0.0223
683;0.0223
684;0.0221
685;0.0216
686;0.0214
687;0.0211
688;0.0206
689;0.021
690;0.0198
691;0.0204
692;0.0202
693;0.0203
694;0.0198
695;0.0196
696;0.0194
697;0.0193
698;0.0191
699;0.0193
700;0.0193
701;0.0193
702;0.0191
703;0.0186
704;0.0186
705;0.0187
706;0.0183
707;0.0187
708;0.018
709;0.0178
710;0.018
711;0.0175
712;0.0173
713;0.0179
714;0.0173
715;0.0173
716;0.0179
717;0.0171
718;0.0169
719;0.017
