Created as New Dataset;Sample 1471 By Administrator Date tirsdag, november 28 2017
cm-1;%T
2465,00;96,30
2464,00;96,29
2463,00;96,28
2462,00;96,27
2461,00;96,27
2460,00;96,27
2459,00;96,26
2458,00;96,25
2457,00;96,24
2456,00;96,22
2455,00;96,20
2454,00;96,19
2453,00;96,18
2452,00;96,18
2451,00;96,18
2450,00;96,18
2449,00;96,18
2448,00;96,18
2447,00;96,17
2446,00;96,17
2445,00;96,17
2444,00;96,16
2443,00;96,16
2442,00;96,16
2441,00;96,16
2440,00;96,16
2439,00;96,16
2438,00;96,16
2437,00;96,17
2436,00;96,17
2435,00;96,18
2434,00;96,19
2433,00;96,19
2432,00;96,20
2431,00;96,21
2430,00;96,22
2429,00;96,23
2428,00;96,24
2427,00;96,25
2426,00;96,26
2425,00;96,27
2424,00;96,27
2423,00;96,28
2422,00;96,30
2421,00;96,30
2420,00;96,31
2419,00;96,30
2418,00;96,30
2417,00;96,30
2416,00;96,30
2415,00;96,30
2414,00;96,30
2413,00;96,30
2412,00;96,29
2411,00;96,27
2410,00;96,26
2409,00;96,25
2408,00;96,26
2407,00;96,28
2406,00;96,31
2405,00;96,33
2404,00;96,34
2403,00;96,34
2402,00;96,34
2401,00;96,35
2400,00;96,35
2399,00;96,35
2398,00;96,36
2397,00;96,36
2396,00;96,37
2395,00;96,37
2394,00;96,37
2393,00;96,37
2392,00;96,37
2391,00;96,37
2390,00;96,37
2389,00;96,37
2388,00;96,37
2387,00;96,36
2386,00;96,35
2385,00;96,34
2384,00;96,31
2383,00;96,31
2382,00;96,26
2381,00;96,29
2380,00;96,14
2379,00;96,56
2378,00;96,92
2377,00;96,86
2376,00;96,94
2375,00;96,94
2374,00;96,97
2373,00;96,98
2372,00;96,99
2371,00;97,01
2370,00;97,03
2369,00;97,05
2368,00;97,06
2367,00;97,07
2366,00;97,08
2365,00;97,09
2364,00;97,11
2363,00;97,13
2362,00;97,14
2361,00;97,15
2360,00;97,19
2359,00;97,25
2358,00;97,33
2357,00;97,38
2356,00;97,38
2355,00;97,36
2354,00;97,32
2353,00;97,25
2352,00;97,17
2351,00;97,14
2350,00;97,15
2349,00;97,15
2348,00;97,06
2347,00;96,87
2346,00;96,67
2345,00;96,59
2344,00;96,64
2343,00;96,78
2342,00;96,91
2341,00;96,98
2340,00;97,00
2339,00;96,99
2338,00;96,99
2337,00;97,00
2336,00;97,02
2335,00;97,04
2334,00;97,04
2333,00;97,00
2332,00;96,91
2331,00;96,79
2330,00;96,70
2329,00;96,66
2328,00;96,65
2327,00;96,62
2326,00;96,56
2325,00;96,45
2324,00;96,35
2323,00;96,28
2322,00;96,25
2321,00;96,24
2320,00;96,23
2319,00;96,22
2318,00;96,21
2317,00;96,19
2316,00;96,15
2315,00;96,09
2314,00;96,01
2313,00;95,93
2312,00;95,87
2311,00;95,81
2310,00;95,77
2309,00;95,72
2308,00;95,66
2307,00;95,59
2306,00;95,51
2305,00;95,41
2304,00;95,28
2303,00;95,15
2302,00;94,99
2301,00;94,81
2300,00;94,59
2299,00;94,32
2298,00;93,99
2297,00;93,58
2296,00;93,03
2295,00;92,32
2294,00;91,38
2293,00;90,14
2292,00;88,54
2291,00;86,58
2290,00;84,31
2289,00;81,94
2288,00;79,75
2287,00;78,06
2286,00;77,13
2285,00;77,04
2284,00;77,76
2283,00;79,08
2282,00;80,76
2281,00;82,59
2280,00;84,38
2279,00;86,03
2278,00;87,46
2277,00;88,67
2276,00;89,66
2275,00;90,47
2274,00;91,13
2273,00;91,68
2272,00;92,12
2271,00;92,50
2270,00;92,81
2269,00;93,09
2268,00;93,34
2267,00;93,58
2266,00;93,79
2265,00;93,98
2264,00;94,13
2263,00;94,25
2262,00;94,34
2261,00;94,43
2260,00;94,50
2259,00;94,56
2258,00;94,63
2257,00;94,69
2256,00;94,75
2255,00;94,81
2254,00;94,87
2253,00;94,91
2252,00;94,94
2251,00;94,95
2250,00;94,97
2249,00;94,98
2248,00;94,99
2247,00;95,02
2246,00;95,07
2245,00;95,13
2244,00;95,19
2243,00;95,22
2242,00;95,24
2241,00;95,25
2240,00;95,25
2239,00;95,26
2238,00;95,28
2237,00;95,31
2236,00;95,32
2235,00;95,33
2234,00;95,33
2233,00;95,34
2232,00;95,35
2231,00;95,36
2230,00;95,37
2229,00;95,39
2228,00;95,40
2227,00;95,41
2226,00;95,43
2225,00;95,46
2224,00;95,49
2223,00;95,51
2222,00;95,52
2221,00;95,52
2220,00;95,50
2219,00;95,49
2218,00;95,50
2217,00;95,50
2216,00;95,50
2215,00;95,49
2214,00;95,46
2213,00;95,44
2212,00;95,42
2211,00;95,43
2210,00;95,46
2209,00;95,49
2208,00;95,52
2207,00;95,53
2206,00;95,53
2205,00;95,53
2204,00;95,53
2203,00;95,53
2202,00;95,53
2201,00;95,53
2200,00;95,52
2199,00;95,52
2198,00;95,54
2197,00;95,55
2196,00;95,53
2195,00;95,50
2194,00;95,49
2193,00;95,48
2192,00;95,49
2191,00;95,50
2190,00;95,51
2189,00;95,50
2188,00;95,49
2187,00;95,48
2186,00;95,49
2185,00;95,52
2184,00;95,55
2183,00;95,59
2182,00;95,66
2181,00;95,71
2180,00;95,72
2179,00;95,68
2178,00;95,65
2177,00;95,65
2176,00;95,69
2175,00;95,73
2174,00;95,73
2173,00;95,71
2172,00;95,67
2171,00;95,61
2170,00;95,54
2169,00;95,46
2168,00;95,37
2167,00;95,29
2166,00;95,24
2165,00;95,22
2164,00;95,20
2163,00;95,15
2162,00;95,11
2161,00;95,17
2160,00;95,41
2159,00;95,81
2158,00;96,25
2157,00;96,54
2156,00;96,64
2155,00;96,61
2154,00;96,54
2153,00;96,47
2152,00;96,39
2151,00;96,32
2150,00;96,26
2149,00;96,23
2148,00;96,21
2147,00;96,20
2146,00;96,18
2145,00;96,16
2144,00;96,14
2143,00;96,12
2142,00;96,11
2141,00;96,11
2140,00;96,10
2139,00;96,09
2138,00;96,09
2137,00;96,11
2136,00;96,15
2135,00;96,22
2134,00;96,30
2133,00;96,34
2132,00;96,33
2131,00;96,27
2130,00;96,19
2129,00;96,12
2128,00;96,05
2127,00;96,00
2126,00;95,96
2125,00;95,93
2124,00;95,91
2123,00;95,88
2122,00;95,85
2121,00;95,83
2120,00;95,81
2119,00;95,79
2118,00;95,77
2117,00;95,74
2116,00;95,70
2115,00;95,65
2114,00;95,61
2113,00;95,59
2112,00;95,58
2111,00;95,57
2110,00;95,57
2109,00;95,56
2108,00;95,55
2107,00;95,55
2106,00;95,57
2105,00;95,59
2104,00;95,59
2103,00;95,58
2102,00;95,56
2101,00;95,55
2100,00;95,53
2099,00;95,54
2098,00;95,57
2097,00;95,62
2096,00;95,68
2095,00;95,73
2094,00;95,77
2093,00;95,78
2092,00;95,75
2091,00;95,71
2090,00;95,67
2089,00;95,64
2088,00;95,62
2087,00;95,60
2086,00;95,59
2085,00;95,59
2084,00;95,59
2083,00;95,59
2082,00;95,59
2081,00;95,59
2080,00;95,58
2079,00;95,56
2078,00;95,56
2077,00;95,56
2076,00;95,57
2075,00;95,58
2074,00;95,59
2073,00;95,59
2072,00;95,59
2071,00;95,61
2070,00;95,64
2069,00;95,69
2068,00;95,73
2067,00;95,76
2066,00;95,77
2065,00;95,77
2064,00;95,77
2063,00;95,78
2062,00;95,78
2061,00;95,78
2060,00;95,76
2059,00;95,74
2058,00;95,72
2057,00;95,71
2056,00;95,70
2055,00;95,72
2054,00;95,74
2053,00;95,70
2052,00;95,59
2051,00;95,47
2050,00;95,44
2049,00;95,53
2048,00;95,68
2047,00;95,80
2046,00;95,85
2045,00;95,86
2044,00;95,84
2043,00;95,84
2042,00;95,86
2041,00;95,90
2040,00;95,93
2039,00;95,94
2038,00;95,94
2037,00;95,95
2036,00;96,00
2035,00;96,08
2034,00;96,19
2033,00;96,27
2032,00;96,30
2031,00;96,30
2030,00;96,32
2029,00;96,36
2028,00;96,38
2027,00;96,38
2026,00;96,39
2025,00;96,41
2024,00;96,43
2023,00;96,44
2022,00;96,46
2021,00;96,49
2020,00;96,51
2019,00;96,53
2018,00;96,54
2017,00;96,53
2016,00;96,51
2015,00;96,48
2014,00;96,47
2013,00;96,47
2012,00;96,47
2011,00;96,46
2010,00;96,45
2009,00;96,47
2008,00;96,50
2007,00;96,57
2006,00;96,66
2005,00;96,73
2004,00;96,73
2003,00;96,68
2002,00;96,62
2001,00;96,58
2000,00;96,55
1999,00;96,52
1998,00;96,48
1997,00;96,43
1996,00;96,36
1995,00;96,31
1994,00;96,29
1993,00;96,28
1992,00;96,27
1991,00;96,24
1990,00;96,22
1989,00;96,20
1988,00;96,19
1987,00;96,17
1986,00;96,16
1985,00;96,15
1984,00;96,11
1983,00;96,02
1982,00;95,91
1981,00;95,82
1980,00;95,80
1979,00;95,88
1978,00;96,08
1977,00;96,33
1976,00;96,52
1975,00;96,63
1974,00;96,68
1973,00;96,71
1972,00;96,71
1971,00;96,69
1970,00;96,66
1969,00;96,61
1968,00;96,54
1967,00;96,49
1966,00;96,45
1965,00;96,44
1964,00;96,41
1963,00;96,39
1962,00;96,39
1961,00;96,43
1960,00;96,47
1959,00;96,51
1958,00;96,52
1957,00;96,49
1956,00;96,43
1955,00;96,36
1954,00;96,29
1953,00;96,24
1952,00;96,19
1951,00;96,13
1950,00;96,08
1949,00;96,03
1948,00;95,99
1947,00;95,95
1946,00;95,93
1945,00;95,91
1944,00;95,88
1943,00;95,85
1942,00;95,82
1941,00;95,79
1940,00;95,76
1939,00;95,74
1938,00;95,74
1937,00;95,73
1936,00;95,72
1935,00;95,71
1934,00;95,71
1933,00;95,72
1932,00;95,73
1931,00;95,73
1930,00;95,74
1929,00;95,74
1928,00;95,72
1927,00;95,71
1926,00;95,71
1925,00;95,71
1924,00;95,70
1923,00;95,68
1922,00;95,64
1921,00;95,61
1920,00;95,60
1919,00;95,59
1918,00;95,59
1917,00;95,57
1916,00;95,55
1915,00;95,54
1914,00;95,53
1913,00;95,53
1912,00;95,52
1911,00;95,49
1910,00;95,46
1909,00;95,44
1908,00;95,40
1907,00;95,38
1906,00;95,36
1905,00;95,36
1904,00;95,36
1903,00;95,34
1902,00;95,31
1901,00;95,29
1900,00;95,27
1899,00;95,25
1898,00;95,24
1897,00;95,24
1896,00;95,24
1895,00;95,23
1894,00;95,22
1893,00;95,21
1892,00;95,20
1891,00;95,19
1890,00;95,19
1889,00;95,18
1888,00;95,17
1887,00;95,16
1886,00;95,15
1885,00;95,15
1884,00;95,14
1883,00;95,12
1882,00;95,12
1881,00;95,12
1880,00;95,11
1879,00;95,10
1878,00;95,08
1877,00;95,06
1876,00;95,05
1875,00;95,03
1874,00;95,02
1873,00;95,00
1872,00;94,97
1871,00;94,95
1870,00;94,94
1869,00;94,94
1868,00;94,93
1867,00;94,92
1866,00;94,91
1865,00;94,91
1864,00;94,89
1863,00;94,86
1862,00;94,84
1861,00;94,83
1860,00;94,83
1859,00;94,81
1858,00;94,79
1857,00;94,78
1856,00;94,77
1855,00;94,76
1854,00;94,75
1853,00;94,75
1852,00;94,74
1851,00;94,74
1850,00;94,74
1849,00;94,74
1848,00;94,74
1847,00;94,74
1846,00;94,74
1845,00;94,74
1844,00;94,72
1843,00;94,69
1842,00;94,66
1841,00;94,65
1840,00;94,65
1839,00;94,62
1838,00;94,60
1837,00;94,58
1836,00;94,57
1835,00;94,56
1834,00;94,55
1833,00;94,55
1832,00;94,54
1831,00;94,52
1830,00;94,49
1829,00;94,46
1828,00;94,44
1827,00;94,43
1826,00;94,42
1825,00;94,40
1824,00;94,37
1823,00;94,34
1822,00;94,31
1821,00;94,30
1820,00;94,30
1819,00;94,30
1818,00;94,31
1817,00;94,31
1816,00;94,30
1815,00;94,25
1814,00;94,19
1813,00;94,14
1812,00;94,09
1811,00;94,04
1810,00;93,98
1809,00;93,93
1808,00;93,90
1807,00;93,86
1806,00;93,83
1805,00;93,82
1804,00;93,82
1803,00;93,83
1802,00;93,83
1801,00;93,84
1800,00;93,85
1799,00;93,86
1798,00;93,87
1797,00;93,89
1796,00;93,90
1795,00;93,91
1794,00;93,91
1793,00;93,92
1792,00;93,93
1791,00;93,95
1790,00;93,95
1789,00;93,96
1788,00;93,96
1787,00;93,95
1786,00;93,94
1785,00;93,94
1784,00;93,94
1783,00;93,94
1782,00;93,95
1781,00;93,95
1780,00;93,96
1779,00;93,97
1778,00;93,97
1777,00;93,98
1776,00;93,97
1775,00;93,96
1774,00;93,95
1773,00;93,93
1772,00;93,92
1771,00;93,92
1770,00;93,94
1769,00;93,96
1768,00;93,96
1767,00;93,94
1766,00;93,91
1765,00;93,88
1764,00;93,87
1763,00;93,85
1762,00;93,83
1761,00;93,81
1760,00;93,80
1759,00;93,81
1758,00;93,83
1757,00;93,83
1756,00;93,83
1755,00;93,84
1754,00;93,85
1753,00;93,86
1752,00;93,87
1751,00;93,88
1750,00;93,91
1749,00;93,93
1748,00;93,94
1747,00;93,95
1746,00;93,95
1745,00;93,95
1744,00;93,95
1743,00;93,95
1742,00;93,94
1741,00;93,93
1740,00;93,92
1739,00;93,91
1738,00;93,91
1737,00;93,91
1736,00;93,91
1735,00;93,90
1734,00;93,88
1733,00;93,87
1732,00;93,86
1731,00;93,88
1730,00;93,89
1729,00;93,87
1728,00;93,84
1727,00;93,80
1726,00;93,78
1725,00;93,77
1724,00;93,75
1723,00;93,73
1722,00;93,71
1721,00;93,69
1720,00;93,69
1719,00;93,68
1718,00;93,66
1717,00;93,65
1716,00;93,65
1715,00;93,64
1714,00;93,63
1713,00;93,62
1712,00;93,60
1711,00;93,57
1710,00;93,54
1709,00;93,52
1708,00;93,51
1707,00;93,49
1706,00;93,48
1705,00;93,48
1704,00;93,47
1703,00;93,46
1702,00;93,46
1701,00;93,45
1700,00;93,43
1699,00;93,39
1698,00;93,37
1697,00;93,38
1696,00;93,37
1695,00;93,30
1694,00;93,22
1693,00;93,19
1692,00;93,17
1691,00;93,13
1690,00;93,08
1689,00;93,02
1688,00;92,97
1687,00;92,91
1686,00;92,85
1685,00;92,76
1684,00;92,67
1683,00;92,59
1682,00;92,55
1681,00;92,52
1680,00;92,45
1679,00;92,36
1678,00;92,29
1677,00;92,21
1676,00;92,13
1675,00;92,05
1674,00;91,97
1673,00;91,91
1672,00;91,84
1671,00;91,77
1670,00;91,70
1669,00;91,62
1668,00;91,53
1667,00;91,45
1666,00;91,37
1665,00;91,28
1664,00;91,16
1663,00;91,04
1662,00;90,93
1661,00;90,83
1660,00;90,73
1659,00;90,62
1658,00;90,52
1657,00;90,41
1656,00;90,30
1655,00;90,19
1654,00;90,06
1653,00;89,93
1652,00;89,81
1651,00;89,72
1650,00;89,67
1649,00;89,60
1648,00;89,50
1647,00;89,37
1646,00;89,27
1645,00;89,19
1644,00;89,10
1643,00;89,00
1642,00;88,89
1641,00;88,78
1640,00;88,65
1639,00;88,53
1638,00;88,40
1637,00;88,27
1636,00;88,11
1635,00;87,95
1634,00;87,78
1633,00;87,61
1632,00;87,43
1631,00;87,23
1630,00;87,02
1629,00;86,80
1628,00;86,57
1627,00;86,33
1626,00;86,10
1625,00;85,85
1624,00;85,57
1623,00;85,28
1622,00;85,06
1621,00;84,92
1620,00;84,87
1619,00;84,91
1618,00;85,06
1617,00;85,35
1616,00;85,75
1615,00;86,18
1614,00;86,60
1613,00;86,98
1612,00;87,32
1611,00;87,63
1610,00;87,91
1609,00;88,14
1608,00;88,30
1607,00;88,40
1606,00;88,45
1605,00;88,42
1604,00;88,33
1603,00;88,19
1602,00;88,04
1601,00;87,88
1600,00;87,73
1599,00;87,60
1598,00;87,47
1597,00;87,22
1596,00;86,56
1595,00;85,10
1594,00;82,39
1593,00;78,39
1592,00;73,73
1591,00;69,66
1590,00;67,48
1589,00;67,74
1588,00;69,97
1587,00;73,18
1586,00;76,44
1585,00;79,25
1584,00;81,45
1583,00;83,16
1582,00;84,55
1581,00;85,74
1580,00;86,77
1579,00;87,66
1578,00;88,45
1577,00;89,20
1576,00;89,87
1575,00;90,42
1574,00;90,82
1573,00;91,09
1572,00;91,30
1571,00;91,49
1570,00;91,69
1569,00;91,93
1568,00;92,16
1567,00;92,37
1566,00;92,55
1565,00;92,70
1564,00;92,82
1563,00;92,93
1562,00;93,02
1561,00;93,08
1560,00;93,11
1559,00;93,17
1558,00;93,30
1557,00;93,41
1556,00;93,50
1555,00;93,56
1554,00;93,60
1553,00;93,62
1552,00;93,65
1551,00;93,69
1550,00;93,73
1549,00;93,76
1548,00;93,78
1547,00;93,81
1546,00;93,83
1545,00;93,85
1544,00;93,87
1543,00;93,89
1542,00;93,90
1541,00;93,90
1540,00;93,90
1539,00;93,90
1538,00;93,90
1537,00;93,92
1536,00;93,94
1535,00;93,93
1534,00;93,90
1533,00;93,86
1532,00;93,84
1531,00;93,82
1530,00;93,79
1529,00;93,75
1528,00;93,70
1527,00;93,62
1526,00;93,53
1525,00;93,44
1524,00;93,34
1523,00;93,23
1522,00;93,04
1521,00;92,80
1520,00;92,54
1519,00;92,29
1518,00;92,00
1517,00;91,63
1516,00;91,20
1515,00;90,73
1514,00;90,24
1513,00;89,68
1512,00;89,03
1511,00;88,31
1510,00;87,55
1509,00;86,72
1508,00;85,61
1507,00;83,92
1506,00;81,74
1505,00;79,65
1504,00;77,99
1503,00;76,60
1502,00;75,27
1501,00;74,02
1500,00;73,03
1499,00;72,44
1498,00;72,32
1497,00;72,76
1496,00;73,79
1495,00;75,22
1494,00;76,77
1493,00;78,35
1492,00;79,99
1491,00;81,71
1490,00;83,37
1489,00;84,83
1488,00;86,05
1487,00;87,03
1486,00;87,81
1485,00;88,40
1484,00;88,80
1483,00;89,05
1482,00;89,14
1481,00;89,15
1480,00;89,14
1479,00;89,08
1478,00;88,83
1477,00;88,18
1476,00;87,03
1475,00;85,61
1474,00;84,40
1473,00;84,01
1472,00;84,73
1471,00;86,16
1470,00;87,65
1469,00;88,87
1468,00;89,82
1467,00;90,52
1466,00;91,06
1465,00;91,49
1464,00;91,84
1463,00;92,11
1462,00;92,30
1461,00;92,46
1460,00;92,59
1459,00;92,70
1458,00;92,76
1457,00;92,80
1456,00;92,84
1455,00;92,88
1454,00;92,93
1453,00;92,99
1452,00;93,06
1451,00;93,14
1450,00;93,21
1449,00;93,28
1448,00;93,34
1447,00;93,38
1446,00;93,38
1445,00;93,35
1444,00;93,33
1443,00;93,30
1442,00;93,26
1441,00;93,19
1440,00;93,13
1439,00;93,06
1438,00;92,95
1437,00;92,76
1436,00;92,51
1435,00;92,22
1434,00;91,91
1433,00;91,59
1432,00;91,28
1431,00;91,02
1430,00;90,87
1429,00;90,86
1428,00;90,99
1427,00;91,23
1426,00;91,51
1425,00;91,81
1424,00;92,13
1423,00;92,44
1422,00;92,72
1421,00;92,95
1420,00;93,16
1419,00;93,38
1418,00;93,55
1417,00;93,66
1416,00;93,74
1415,00;93,79
1414,00;93,80
1413,00;93,80
1412,00;93,78
1411,00;93,75
1410,00;93,68
1409,00;93,57
1408,00;93,42
1407,00;93,21
1406,00;92,88
1405,00;92,39
1404,00;91,79
1403,00;91,20
1402,00;90,75
1401,00;90,56
1400,00;90,68
1399,00;91,10
1398,00;91,65
1397,00;92,17
1396,00;92,62
1395,00;92,99
1394,00;93,27
1393,00;93,46
1392,00;93,59
1391,00;93,69
1390,00;93,77
1389,00;93,84
1388,00;93,89
1387,00;93,95
1386,00;94,00
1385,00;94,03
1384,00;94,06
1383,00;94,08
1382,00;94,09
1381,00;94,10
1380,00;94,11
1379,00;94,11
1378,00;94,11
1377,00;94,11
1376,00;94,11
1375,00;94,13
1374,00;94,14
1373,00;94,16
1372,00;94,17
1371,00;94,19
1370,00;94,20
1369,00;94,22
1368,00;94,23
1367,00;94,25
1366,00;94,27
1365,00;94,29
1364,00;94,31
1363,00;94,34
1362,00;94,35
1361,00;94,36
1360,00;94,35
1359,00;94,34
1358,00;94,34
1357,00;94,33
1356,00;94,32
1355,00;94,32
1354,00;94,31
1353,00;94,29
1352,00;94,28
1351,00;94,25
1350,00;94,23
1349,00;94,19
1348,00;94,14
1347,00;94,09
1346,00;94,03
1345,00;93,95
1344,00;93,84
1343,00;93,71
1342,00;93,56
1341,00;93,41
1340,00;93,29
1339,00;93,22
1338,00;93,18
1337,00;93,15
1336,00;93,11
1335,00;93,05
1334,00;92,95
1333,00;92,85
1332,00;92,75
1331,00;92,66
1330,00;92,60
1329,00;92,54
1328,00;92,48
1327,00;92,41
1326,00;92,30
1325,00;92,12
1324,00;91,80
1323,00;91,34
1322,00;90,76
1321,00;90,20
1320,00;89,83
1319,00;89,80
1318,00;90,12
1317,00;90,67
1316,00;91,28
1315,00;91,84
1314,00;92,29
1313,00;92,63
1312,00;92,88
1311,00;93,06
1310,00;93,18
1309,00;93,25
1308,00;93,28
1307,00;93,28
1306,00;93,24
1305,00;93,16
1304,00;93,05
1303,00;92,88
1302,00;92,67
1301,00;92,40
1300,00;92,08
1299,00;91,73
1298,00;91,34
1297,00;90,93
1296,00;90,53
1295,00;90,19
1294,00;89,93
1293,00;89,78
1292,00;89,77
1291,00;89,88
1290,00;90,10
1289,00;90,39
1288,00;90,72
1287,00;91,09
1286,00;91,45
1285,00;91,80
1284,00;92,12
1283,00;92,39
1282,00;92,62
1281,00;92,81
1280,00;92,96
1279,00;93,08
1278,00;93,16
1277,00;93,21
1276,00;93,22
1275,00;93,19
1274,00;93,12
1273,00;92,97
1272,00;92,76
1271,00;92,49
1270,00;92,19
1269,00;91,95
1268,00;91,84
1267,00;91,91
1266,00;92,14
1265,00;92,46
1264,00;92,80
1263,00;93,12
1262,00;93,38
1261,00;93,58
1260,00;93,75
1259,00;93,88
1258,00;93,98
1257,00;94,06
1256,00;94,13
1255,00;94,17
1254,00;94,21
1253,00;94,24
1252,00;94,26
1251,00;94,29
1250,00;94,31
1249,00;94,33
1248,00;94,36
1247,00;94,37
1246,00;94,39
1245,00;94,41
1244,00;94,42
1243,00;94,43
1242,00;94,43
1241,00;94,43
1240,00;94,43
1239,00;94,42
1238,00;94,42
1237,00;94,41
1236,00;94,41
1235,00;94,40
1234,00;94,39
1233,00;94,37
1232,00;94,37
1231,00;94,36
1230,00;94,36
1229,00;94,36
1228,00;94,36
1227,00;94,36
1226,00;94,35
1225,00;94,35
1224,00;94,34
1223,00;94,34
1222,00;94,32
1221,00;94,30
1220,00;94,26
1219,00;94,20
1218,00;94,14
1217,00;94,04
1216,00;93,91
1215,00;93,76
1214,00;93,60
1213,00;93,48
1212,00;93,43
1211,00;93,44
1210,00;93,51
1209,00;93,58
1208,00;93,64
1207,00;93,65
1206,00;93,63
1205,00;93,57
1204,00;93,47
1203,00;93,31
1202,00;93,04
1201,00;92,59
1200,00;91,90
1199,00;91,06
1198,00;90,31
1197,00;89,96
1196,00;90,15
1195,00;90,75
1194,00;91,47
1193,00;92,06
1192,00;92,44
1191,00;92,66
1190,00;92,78
1189,00;92,83
1188,00;92,84
1187,00;92,83
1186,00;92,81
1185,00;92,77
1184,00;92,71
1183,00;92,65
1182,00;92,58
1181,00;92,49
1180,00;92,38
1179,00;92,27
1178,00;92,14
1177,00;91,99
1176,00;91,82
1175,00;91,64
1174,00;91,44
1173,00;91,23
1172,00;91,02
1171,00;90,83
1170,00;90,65
1169,00;90,45
1168,00;90,24
1167,00;90,01
1166,00;89,76
1165,00;89,48
1164,00;89,18
1163,00;88,87
1162,00;88,54
1161,00;88,19
1160,00;87,82
1159,00;87,43
1158,00;87,01
1157,00;86,58
1156,00;86,13
1155,00;85,68
1154,00;85,23
1153,00;84,78
1152,00;84,34
1151,00;83,91
1150,00;83,50
1149,00;83,10
1148,00;82,69
1147,00;82,28
1146,00;81,86
1145,00;81,40
1144,00;80,90
1143,00;80,36
1142,00;79,76
1141,00;79,12
1140,00;78,46
1139,00;77,80
1138,00;77,20
1137,00;76,65
1136,00;76,17
1135,00;75,76
1134,00;75,43
1133,00;75,13
1132,00;74,85
1131,00;74,57
1130,00;74,29
1129,00;74,03
1128,00;73,80
1127,00;73,64
1126,00;73,53
1125,00;73,45
1124,00;73,37
1123,00;73,26
1122,00;73,11
1121,00;72,90
1120,00;72,62
1119,00;72,30
1118,00;71,93
1117,00;71,52
1116,00;71,06
1115,00;70,58
1114,00;70,08
1113,00;69,55
1112,00;69,00
1111,00;68,44
1110,00;67,88
1109,00;67,31
1108,00;66,74
1107,00;66,17
1106,00;65,60
1105,00;65,05
1104,00;64,50
1103,00;63,97
1102,00;63,45
1101,00;62,94
1100,00;62,43
1099,00;61,93
1098,00;61,45
1097,00;60,98
1096,00;60,50
1095,00;60,02
1094,00;59,53
1093,00;59,00
1092,00;58,43
1091,00;57,81
1090,00;57,15
1089,00;56,45
1088,00;55,73
1087,00;55,05
1086,00;54,42
1085,00;53,84
1084,00;53,31
1083,00;52,79
1082,00;52,26
1081,00;51,67
1080,00;50,97
1079,00;50,21
1078,00;49,41
1077,00;48,63
1076,00;47,92
1075,00;47,31
1074,00;46,84
1073,00;46,46
1072,00;46,14
1071,00;45,88
1070,00;45,65
1069,00;45,41
1068,00;45,15
1067,00;44,87
1066,00;44,59
1065,00;44,27
1064,00;43,91
1063,00;43,52
1062,00;43,10
1061,00;42,64
1060,00;42,14
1059,00;41,61
1058,00;41,06
1057,00;40,48
1056,00;39,86
1055,00;39,24
1054,00;38,64
1053,00;38,04
1052,00;37,47
1051,00;36,96
1050,00;36,54
1049,00;36,18
1048,00;35,87
1047,00;35,59
1046,00;35,30
1045,00;34,96
1044,00;34,54
1043,00;34,07
1042,00;33,56
1041,00;32,98
1040,00;32,36
1039,00;31,71
1038,00;31,04
1037,00;30,35
1036,00;29,62
1035,00;28,90
1034,00;28,19
1033,00;27,47
1032,00;26,75
1031,00;26,05
1030,00;25,38
1029,00;24,72
1028,00;24,08
1027,00;23,49
1026,00;22,94
1025,00;22,42
1024,00;21,94
1023,00;21,51
1022,00;21,16
1021,00;20,87
1020,00;20,63
1019,00;20,45
1018,00;20,32
1017,00;20,20
1016,00;20,04
1015,00;19,85
1014,00;19,63
1013,00;19,38
1012,00;19,12
1011,00;18,91
1010,00;18,77
1009,00;18,70
1008,00;18,68
1007,00;18,76
1006,00;18,92
1005,00;19,15
1004,00;19,43
1003,00;19,78
1002,00;20,20
1001,00;20,66
1000,00;21,16
999,00;21,72
998,00;22,32
997,00;22,96
996,00;23,64
995,00;24,36
994,00;25,14
993,00;25,94
992,00;26,77
991,00;27,64
990,00;28,55
989,00;29,49
988,00;30,44
987,00;31,44
986,00;32,46
985,00;33,51
984,00;34,55
983,00;35,60
982,00;36,65
981,00;37,66
980,00;38,60
979,00;39,49
978,00;40,33
977,00;41,15
976,00;41,99
975,00;42,91
974,00;43,90
973,00;44,91
972,00;45,90
971,00;46,82
970,00;47,61
969,00;48,21
968,00;48,63
967,00;48,96
966,00;49,36
965,00;49,95
964,00;50,77
963,00;51,81
962,00;52,95
961,00;54,11
960,00;55,21
959,00;56,25
958,00;57,22
957,00;58,12
956,00;58,96
955,00;59,75
954,00;60,47
953,00;61,13
952,00;61,72
951,00;62,22
950,00;62,62
949,00;62,88
948,00;62,98
947,00;62,89
946,00;62,59
945,00;62,04
944,00;61,20
943,00;60,06
942,00;58,64
941,00;57,01
940,00;55,28
939,00;53,63
938,00;52,24
937,00;51,24
936,00;50,66
935,00;50,48
934,00;50,57
933,00;50,75
932,00;50,90
931,00;50,90
930,00;50,74
929,00;50,43
928,00;50,10
927,00;49,91
926,00;49,99
925,00;50,43
924,00;51,22
923,00;52,32
922,00;53,62
921,00;55,04
920,00;56,50
919,00;57,95
918,00;59,36
917,00;60,68
916,00;61,91
915,00;63,06
914,00;64,12
913,00;65,10
912,00;66,00
911,00;66,82
910,00;67,60
909,00;68,32
908,00;69,00
907,00;69,64
906,00;70,25
905,00;70,82
