C:\Users\emilbp\PhD\Projects\graphene-production\data\derived_data\xps\20170920_Gr-NH2_for_Radisurf\GrNH2.vms
Survey/2
	Characteristic Energy eV	1486.69	Acquisition Time s	0.2
KE_Survey/2	BE_Survey/2	CPS_Survey/2	Background_Survey/2
582.206	904.484	42430	42430
582.706	903.984	42890	42890
583.206	903.484	42860	42860
583.706	902.984	43195	43195
584.206	902.484	42400	42400
584.706	901.984	42810	42810
585.206	901.484	42975	42975
585.706	900.984	42645	42645
586.206	900.484	42605	42605
586.706	899.984	42620	42620
587.206	899.484	42525	42525
587.706	898.984	42015	42015
588.206	898.484	42290	42290
588.706	897.984	42630	42630
589.206	897.484	42470	42470
589.706	896.984	42595	42595
590.206	896.484	43070	43070
590.706	895.984	42895	42895
591.206	895.484	42925	42925
591.706	894.984	43420	43420
592.206	894.484	42730	42730
592.706	893.984	42800	42800
593.206	893.484	42955	42955
593.706	892.984	43420	43420
594.206	892.484	43300	43300
594.706	891.984	42485	42485
595.206	891.484	43035	43035
595.706	890.984	42980	42980
596.206	890.484	42820	42820
596.706	889.984	43340	43340
597.206	889.484	43375	43375
597.706	888.984	43450	43450
598.206	888.484	42825	42825
598.706	887.984	43075	43075
599.206	887.484	43715	43715
599.706	886.984	42915	42915
600.206	886.484	42970	42970
600.706	885.984	43440	43440
601.206	885.484	44080	44080
601.706	884.984	43570	43570
602.206	884.484	43355	43355
602.706	883.984	43535	43535
603.206	883.484	42785	42785
603.706	882.984	43445	43445
604.206	882.484	43460	43460
604.706	881.984	44000	44000
605.206	881.484	43585	43585
605.706	880.984	43570	43570
606.206	880.484	43300	43300
606.706	879.984	43870	43870
607.206	879.484	44335	44335
607.706	878.984	44340	44340
608.206	878.484	44385	44385
608.706	877.984	44345	44345
609.206	877.484	44185	44185
609.706	876.984	43710	43710
610.206	876.484	43990	43990
610.706	875.984	43670	43670
611.206	875.484	44115	44115
611.706	874.984	43870	43870
612.206	874.484	44080	44080
612.706	873.984	44180	44180
613.206	873.484	43860	43860
613.706	872.984	43740	43740
614.206	872.484	44200	44200
614.706	871.984	43780	43780
615.206	871.484	44310	44310
615.706	870.984	43335	43335
616.206	870.484	44020	44020
616.706	869.984	43830	43830
617.206	869.484	43975	43975
617.706	868.984	43670	43670
618.206	868.484	43915	43915
618.706	867.984	43645	43645
619.206	867.484	43935	43935
619.706	866.984	44450	44450
620.206	866.484	44595	44595
620.706	865.984	44240	44240
621.206	865.484	44390	44390
621.706	864.984	45210	45210
622.206	864.484	44345	44345
622.706	863.984	44525	44525
623.206	863.484	44295	44295
623.706	862.984	45270	45270
624.206	862.484	44205	44205
624.706	861.984	44415	44415
625.206	861.484	44040	44040
625.706	860.984	44670	44670
626.206	860.484	44790	44790
626.706	859.984	45045	45045
627.206	859.484	44420	44420
627.706	858.984	44885	44885
628.206	858.484	44990	44990
628.706	857.984	44515	44515
629.206	857.484	45000	45000
629.706	856.984	44750	44750
630.206	856.484	44320	44320
630.706	855.984	45625	45625
631.206	855.484	44920	44920
631.706	854.984	44700	44700
632.206	854.484	45150	45150
632.706	853.984	45460	45460
633.206	853.484	45190	45190
633.706	852.984	44810	44810
634.206	852.484	44655	44655
634.706	851.984	44830	44830
635.206	851.484	45290	45290
635.706	850.984	45205	45205
636.206	850.484	44245	44245
636.706	849.984	44590	44590
637.206	849.484	44940	44940
637.706	848.984	45130	45130
638.206	848.484	44630	44630
638.706	847.984	44675	44675
639.206	847.484	45435	45435
639.706	846.984	45115	45115
640.206	846.484	45260	45260
640.706	845.984	44740	44740
641.206	845.484	45525	45525
641.706	844.984	44855	44855
642.206	844.484	44760	44760
642.706	843.984	45660	45660
643.206	843.484	45395	45395
643.706	842.984	45615	45615
644.206	842.484	45490	45490
644.706	841.984	45040	45040
645.206	841.484	45370	45370
645.706	840.984	45850	45850
646.206	840.484	45555	45555
646.706	839.984	46205	46205
647.206	839.484	46170	46170
647.706	838.984	45430	45430
648.206	838.484	45945	45945
648.706	837.984	45900	45900
649.206	837.484	45595	45595
649.706	836.984	45280	45280
650.206	836.484	45435	45435
650.706	835.984	45800	45800
651.206	835.484	45835	45835
651.706	834.984	46070	46070
652.206	834.484	45600	45600
652.706	833.984	45825	45825
653.206	833.484	45280	45280
653.706	832.984	45945	45945
654.206	832.484	46120	46120
654.706	831.984	46030	46030
655.206	831.484	45940	45940
655.706	830.984	45625	45625
656.206	830.484	45645	45645
656.706	829.984	45670	45670
657.206	829.484	45100	45100
657.706	828.984	45860	45860
658.206	828.484	45390	45390
658.706	827.984	44970	44970
659.206	827.484	46055	46055
659.706	826.984	45975	45975
660.206	826.484	46140	46140
660.706	825.984	45130	45130
661.206	825.484	45975	45975
661.706	824.984	46645	46645
662.206	824.484	45935	45935
662.706	823.984	46535	46535
663.206	823.484	46215	46215
663.706	822.984	45710	45710
664.206	822.484	46550	46550
664.706	821.984	45815	45815
665.206	821.484	46595	46595
665.706	820.984	46490	46490
666.206	820.484	46590	46590
666.706	819.984	46450	46450
667.206	819.484	46265	46265
667.706	818.984	46210	46210
668.206	818.484	46265	46265
668.706	817.984	46005	46005
669.206	817.484	46110	46110
669.706	816.984	46185	46185
670.206	816.484	46555	46555
670.706	815.984	46985	46985
671.206	815.484	46660	46660
671.706	814.984	46815	46815
672.206	814.484	46595	46595
672.706	813.984	46890	46890
673.206	813.484	46740	46740
673.706	812.984	46995	46995
674.206	812.484	46400	46400
674.706	811.984	46755	46755
675.206	811.484	46360	46360
675.706	810.984	46990	46990
676.206	810.484	47680	47680
676.706	809.984	47165	47165
677.206	809.484	47415	47415
677.706	808.984	47650	47650
678.206	808.484	46890	46890
678.706	807.984	47900	47900
679.206	807.484	47520	47520
679.706	806.984	47350	47350
680.206	806.484	47110	47110
680.706	805.984	47340	47340
681.206	805.484	47515	47515
681.706	804.984	47180	47180
682.206	804.484	46455	46455
682.706	803.984	47040	47040
683.206	803.484	47090	47090
683.706	802.984	47970	47970
684.206	802.484	47470	47470
684.706	801.984	47555	47555
685.206	801.484	47240	47240
685.706	800.984	47620	47620
686.206	800.484	47830	47830
686.706	799.984	47345	47345
687.206	799.484	46855	46855
687.706	798.984	46845	46845
688.206	798.484	47195	47195
688.706	797.984	47765	47765
689.206	797.484	47765	47765
689.706	796.984	48475	48475
690.206	796.484	47180	47180
690.706	795.984	47400	47400
691.206	795.484	48100	48100
691.706	794.984	48095	48095
692.206	794.484	48225	48225
692.706	793.984	48075	48075
693.206	793.484	47360	47360
693.706	792.984	48020	48020
694.206	792.484	47465	47465
694.706	791.984	48605	48605
695.206	791.484	47870	47870
695.706	790.984	47920	47920
696.206	790.484	48085	48085
696.706	789.984	48455	48455
697.206	789.484	48040	48040
697.706	788.984	47825	47825
698.206	788.484	48180	48180
698.706	787.984	48110	48110
699.206	787.484	48480	48480
699.706	786.984	48390	48390
700.206	786.484	47945	47945
700.706	785.984	48435	48435
701.206	785.484	47450	47450
701.706	784.984	47780	47780
702.206	784.484	49035	49035
702.706	783.984	48290	48290
703.206	783.484	49000	49000
703.706	782.984	49280	49280
704.206	782.484	48095	48095
704.706	781.984	48260	48260
705.206	781.484	47490	47490
705.706	780.984	48350	48350
706.206	780.484	48080	48080
706.706	779.984	48590	48590
707.206	779.484	48405	48405
707.706	778.984	49135	49135
708.206	778.484	48825	48825
708.706	777.984	48805	48805
709.206	777.484	49440	49440
709.706	776.984	49400	49400
710.206	776.484	49430	49430
710.706	775.984	49620	49620
711.206	775.484	48645	48645
711.706	774.984	48660	48660
712.206	774.484	49000	49000
712.706	773.984	48355	48355
713.206	773.484	48505	48505
713.706	772.984	49265	49265
714.206	772.484	49470	49470
714.706	771.984	49375	49375
715.206	771.484	48995	48995
715.706	770.984	48985	48985
716.206	770.484	48470	48470
716.706	769.984	49265	49265
717.206	769.484	49335	49335
717.706	768.984	49200	49200
718.206	768.484	49220	49220
718.706	767.984	49650	49650
719.206	767.484	48485	48485
719.706	766.984	48715	48715
720.206	766.484	48930	48930
720.706	765.984	49740	49740
721.206	765.484	50010	50010
721.706	764.984	49030	49030
722.206	764.484	49135	49135
722.706	763.984	49335	49335
723.206	763.484	49185	49185
723.706	762.984	49295	49295
724.206	762.484	49130	49130
724.706	761.984	49500	49500
725.206	761.484	49440	49440
725.706	760.984	50160	50160
726.206	760.484	50120	50120
726.706	759.984	49435	49435
727.206	759.484	49565	49565
727.706	758.984	50335	50335
728.206	758.484	50175	50175
728.706	757.984	50135	50135
729.206	757.484	50195	50195
729.706	756.984	50140	50140
730.206	756.484	50020	50020
730.706	755.984	49480	49480
731.206	755.484	49785	49785
731.706	754.984	50255	50255
732.206	754.484	49895	49895
732.706	753.984	49765	49765
733.206	753.484	50865	50865
733.706	752.984	50035	50035
734.206	752.484	49440	49440
734.706	751.984	49840	49840
735.206	751.484	49795	49795
735.706	750.984	50395	50395
736.206	750.484	50115	50115
736.706	749.984	50315	50315
737.206	749.484	50175	50175
737.706	748.984	50775	50775
738.206	748.484	49695	49695
738.706	747.984	50830	50830
739.206	747.484	50165	50165
739.706	746.984	49820	49820
740.206	746.484	50435	50435
740.706	745.984	50345	50345
741.206	745.484	50600	50600
741.706	744.984	50080	50080
742.206	744.484	50085	50085
742.706	743.984	51010	51010
743.206	743.484	50835	50835
743.706	742.984	51185	51185
744.206	742.484	49970	49970
744.706	741.984	51040	51040
745.206	741.484	50885	50885
745.706	740.984	50950	50950
746.206	740.484	50610	50610
746.706	739.984	51170	51170
747.206	739.484	51000	51000
747.706	738.984	50045	50045
748.206	738.484	51110	51110
748.706	737.984	51160	51160
749.206	737.484	51475	51475
749.706	736.984	51610	51610
750.206	736.484	51975	51975
750.706	735.984	50755	50755
751.206	735.484	51695	51695
751.706	734.984	50075	50075
752.206	734.484	50530	50530
752.706	733.984	51200	51200
753.206	733.484	50900	50900
753.706	732.984	50835	50835
754.206	732.484	51400	51400
754.706	731.984	50920	50920
755.206	731.484	51395	51395
755.706	730.984	50580	50580
756.206	730.484	51025	51025
756.706	729.984	50660	50660
757.206	729.484	51765	51765
757.706	728.984	51405	51405
758.206	728.484	51225	51225
758.706	727.984	51600	51600
759.206	727.484	51790	51790
759.706	726.984	51620	51620
760.206	726.484	51685	51685
760.706	725.984	51640	51640
761.206	725.484	50995	50995
761.706	724.984	50730	50730
762.206	724.484	51610	51610
762.706	723.984	51675	51675
763.206	723.484	50725	50725
763.706	722.984	51225	51225
764.206	722.484	51110	51110
764.706	721.984	52305	52305
765.206	721.484	51510	51510
765.706	720.984	51410	51410
766.206	720.484	52035	52035
766.706	719.984	52150	52150
767.206	719.484	51645	51645
767.706	718.984	52515	52515
768.206	718.484	50925	50925
768.706	717.984	51455	51455
769.206	717.484	52180	52180
769.706	716.984	51860	51860
770.206	716.484	52265	52265
770.706	715.984	51430	51430
771.206	715.484	52040	52040
771.706	714.984	52900	52900
772.206	714.484	52255	52255
772.706	713.984	51910	51910
773.206	713.484	51395	51395
773.706	712.984	52815	52815
774.206	712.484	53065	53065
774.706	711.984	52700	52700
775.206	711.484	52195	52195
775.706	710.984	52145	52145
776.206	710.484	52565	52565
776.706	709.984	52120	52120
777.206	709.484	51600	51600
777.706	708.984	51440	51440
778.206	708.484	51745	51745
778.706	707.984	52790	52790
779.206	707.484	52680	52680
779.706	706.984	52525	52525
780.206	706.484	52180	52180
780.706	705.984	52015	52015
781.206	705.484	52255	52255
781.706	704.984	51985	51985
782.206	704.484	52000	52000
782.706	703.984	53200	53200
783.206	703.484	52430	52430
783.706	702.984	52865	52865
784.206	702.484	52445	52445
784.706	701.984	52880	52880
785.206	701.484	52110	52110
785.706	700.984	53215	53215
786.206	700.484	52030	52030
786.706	699.984	52310	52310
787.206	699.484	51410	51410
787.706	698.984	51865	51865
788.206	698.484	52155	52155
788.706	697.984	52845	52845
789.206	697.484	52260	52260
789.706	696.984	52065	52065
790.206	696.484	52495	52495
790.706	695.984	53330	53330
791.206	695.484	52605	52605
791.706	694.984	52680	52680
792.206	694.484	52390	52390
792.706	693.984	52300	52300
793.206	693.484	52400	52400
793.706	692.984	52940	52940
794.206	692.484	52305	52305
794.706	691.984	52015	52015
795.206	691.484	52320	52320
795.706	690.984	52860	52860
796.206	690.484	53325	53325
796.706	689.984	52815	52815
797.206	689.484	52350	52350
797.706	688.984	53415	53415
798.206	688.484	53400	53400
798.706	687.984	53605	53605
799.206	687.484	53325	53325
799.706	686.984	52920	52920
800.206	686.484	53200	53200
800.706	685.984	53360	53360
801.206	685.484	53300	53300
801.706	684.984	53270	53270
802.206	684.484	53255	53255
802.706	683.984	53730	53730
803.206	683.484	53630	53630
803.706	682.984	54815	54815
804.206	682.484	54330	54330
804.706	681.984	53130	53130
805.206	681.484	53280	53280
805.706	680.984	52705	52705
806.206	680.484	53575	53575
806.706	679.984	53270	53270
807.206	679.484	53935	53935
807.706	678.984	53725	53725
808.206	678.484	54040	54040
808.706	677.984	53790	53790
809.206	677.484	54415	54415
809.706	676.984	53545	53545
810.206	676.484	54050	54050
810.706	675.984	54660	54660
811.206	675.484	54500	54500
811.706	674.984	54210	54210
812.206	674.484	53280	53280
812.706	673.984	53450	53450
813.206	673.484	54110	54110
813.706	672.984	54300	54300
814.206	672.484	53940	53940
814.706	671.984	54070	54070
815.206	671.484	53820	53820
815.706	670.984	53335	53335
816.206	670.484	54075	54075
816.706	669.984	54365	54365
817.206	669.484	55170	55170
817.706	668.984	55035	55035
818.206	668.484	53930	53930
818.706	667.984	55015	55015
819.206	667.484	54870	54870
819.706	666.984	54400	54400
820.206	666.484	54115	54115
820.706	665.984	54430	54430
821.206	665.484	54340	54340
821.706	664.984	53555	53555
822.206	664.484	54325	54325
822.706	663.984	55020	55020
823.206	663.484	54820	54820
823.706	662.984	54885	54885
824.206	662.484	54110	54110
824.706	661.984	54990	54990
825.206	661.484	54885	54885
825.706	660.984	54710	54710
826.206	660.484	54860	54860
826.706	659.984	55495	55495
827.206	659.484	54920	54920
827.706	658.984	54420	54420
828.206	658.484	54720	54720
828.706	657.984	53975	53975
829.206	657.484	54770	54770
829.706	656.984	55105	55105
830.206	656.484	55170	55170
830.706	655.984	55445	55445
831.206	655.484	55645	55645
831.706	654.984	55310	55310
832.206	654.484	55560	55560
832.706	653.984	55680	55680
833.206	653.484	55370	55370
833.706	652.984	55360	55360
834.206	652.484	54915	54915
834.706	651.984	55455	55455
835.206	651.484	55635	55635
835.706	650.984	55850	55850
836.206	650.484	55720	55720
836.706	649.984	55460	55460
837.206	649.484	55825	55825
837.706	648.984	55300	55300
838.206	648.484	55850	55850
838.706	647.984	55095	55095
839.206	647.484	55515	55515
839.706	646.984	54830	54830
840.206	646.484	55195	55195
840.706	645.984	55880	55880
841.206	645.484	55905	55905
841.706	644.984	55375	55375
842.206	644.484	56055	56055
842.706	643.984	56495	56495
843.206	643.484	56765	56765
843.706	642.984	56540	56540
844.206	642.484	57550	57550
844.706	641.984	56525	56525
845.206	641.484	56200	56200
845.706	640.984	56370	56370
846.206	640.484	56540	56540
846.706	639.984	55670	55670
847.206	639.484	55820	55820
847.706	638.984	56540	56540
848.206	638.484	56425	56425
848.706	637.984	55915	55915
849.206	637.484	56710	56710
849.706	636.984	56375	56375
850.206	636.484	56265	56265
850.706	635.984	55885	55885
851.206	635.484	56165	56165
851.706	634.984	55555	55555
852.206	634.484	55770	55770
852.706	633.984	56085	56085
853.206	633.484	56645	56645
853.706	632.984	56695	56695
854.206	632.484	56515	56515
854.706	631.984	55870	55870
855.206	631.484	56880	56880
855.706	630.984	57140	57140
856.206	630.484	56055	56055
856.706	629.984	56450	56450
857.206	629.484	56780	56780
857.706	628.984	57010	57010
858.206	628.484	57435	57435
858.706	627.984	57105	57105
859.206	627.484	56750	56750
859.706	626.984	56355	56355
860.206	626.484	56710	56710
860.706	625.984	57855	57855
861.206	625.484	56950	56950
861.706	624.984	58140	58140
862.206	624.484	56690	56690
862.706	623.984	57185	57185
863.206	623.484	57650	57650
863.706	622.984	58505	58505
864.206	622.484	57615	57615
864.706	621.984	57025	57025
865.206	621.484	57410	57410
865.706	620.984	56850	56850
866.206	620.484	57130	57130
866.706	619.984	56930	56930
867.206	619.484	57160	57160
867.706	618.984	56820	56820
868.206	618.484	57615	57615
868.706	617.984	57765	57765
869.206	617.484	58140	58140
869.706	616.984	57075	57075
870.206	616.484	57415	57415
870.706	615.984	57380	57380
871.206	615.484	57205	57205
871.706	614.984	58260	58260
872.206	614.484	58060	58060
872.706	613.984	57240	57240
873.206	613.484	57995	57995
873.706	612.984	57415	57415
874.206	612.484	57410	57410
874.706	611.984	58305	58305
875.206	611.484	57125	57125
875.706	610.984	57365	57365
876.206	610.484	58020	58020
876.706	609.984	58480	58480
877.206	609.484	57495	57495
877.706	608.984	58305	58305
878.206	608.484	58610	58610
878.706	607.984	57730	57730
879.206	607.484	58290	58290
879.706	606.984	57610	57610
880.206	606.484	57665	57665
880.706	605.984	57785	57785
881.206	605.484	58260	58260
881.706	604.984	58560	58560
882.206	604.484	57890	57890
882.706	603.984	59085	59085
883.206	603.484	59120	59120
883.706	602.984	58395	58395
884.206	602.484	58345	58345
884.706	601.984	58420	58420
885.206	601.484	58205	58205
885.706	600.984	58615	58615
886.206	600.484	58855	58855
886.706	599.984	58680	58680
887.206	599.484	59260	59260
887.706	598.984	59635	59635
888.206	598.484	58825	58825
888.706	597.984	58835	58835
889.206	597.484	59530	59530
889.706	596.984	59400	59400
890.206	596.484	58795	58795
890.706	595.984	58810	58810
891.206	595.484	59160	59160
891.706	594.984	58795	58795
892.206	594.484	59680	59680
892.706	593.984	59915	59915
893.206	593.484	58695	58695
893.706	592.984	58480	58480
894.206	592.484	59450	59450
894.706	591.984	59755	59755
895.206	591.484	60655	60655
895.706	590.984	59160	59160
896.206	590.484	59345	59345
896.706	589.984	58780	58780
897.206	589.484	60175	60175
897.706	588.984	59910	59910
898.206	588.484	59620	59620
898.706	587.984	59915	59915
899.206	587.484	59675	59675
899.706	586.984	60335	60335
900.206	586.484	59640	59640
900.706	585.984	59920	59920
901.206	585.484	59735	59735
901.706	584.984	59580	59580
902.206	584.484	60035	60035
902.706	583.984	60040	60040
903.206	583.484	60755	60755
903.706	582.984	60735	60735
904.206	582.484	61085	61085
904.706	581.984	59930	59930
905.206	581.484	59810	59810
905.706	580.984	60095	60095
906.206	580.484	59995	59995
906.706	579.984	59875	59875
907.206	579.484	59665	59665
907.706	578.984	60360	60360
908.206	578.484	60325	60325
908.706	577.984	60015	60015
909.206	577.484	59900	59900
909.706	576.984	59755	59755
910.206	576.484	59795	59795
910.706	575.984	60335	60335
911.206	575.484	60840	60840
911.706	574.984	59910	59910
912.206	574.484	59405	59405
912.706	573.984	59910	59910
913.206	573.484	60055	60055
913.706	572.984	60560	60560
914.206	572.484	59900	59900
914.706	571.984	59830	59830
915.206	571.484	58950	58950
915.706	570.984	59775	59775
916.206	570.484	60590	60590
916.706	569.984	59965	59965
917.206	569.484	60090	60090
917.706	568.984	60110	60110
918.206	568.484	59450	59450
918.706	567.984	59425	59425
919.206	567.484	59515	59515
919.706	566.984	60125	60125
920.206	566.484	60725	60725
920.706	565.984	60965	60965
921.206	565.484	60810	60810
921.706	564.984	60835	60835
922.206	564.484	60515	60515
922.706	563.984	60905	60905
923.206	563.484	61505	61505
923.706	562.984	61260	61260
924.206	562.484	61450	61450
924.706	561.984	61110	61110
925.206	561.484	62555	62555
925.706	560.984	63330	63330
926.206	560.484	62775	62775
926.706	559.984	62405	62405
927.206	559.484	63525	63525
927.706	558.984	63990	63990
928.206	558.484	64380	64380
928.706	557.984	64520	64520
929.206	557.484	64125	64125
929.706	556.984	64680	64680
930.206	556.484	64660	64660
930.706	555.984	64895	64895
931.206	555.484	64480	64480
931.706	554.984	64110	64110
932.206	554.484	63790	63790
932.706	553.984	63365	63365
933.206	553.484	62875	62875
933.706	552.984	61895	61895
934.206	552.484	61200	61200
934.706	551.984	60580	60580
935.206	551.484	59700	59700
935.706	550.984	59100	59100
936.206	550.484	58570	58570
936.706	549.984	58590	58590
937.206	549.484	58450	58450
937.706	548.984	57355	57355
938.206	548.484	56370	56370
938.706	547.984	56575	56575
939.206	547.484	54955	54955
939.706	546.984	55070	55070
940.206	546.484	54275	54275
940.706	545.984	53935	53935
941.206	545.484	53515	53515
941.706	544.984	52720	52720
942.206	544.484	50935	50935
942.706	543.984	51050	51050
943.206	543.484	49425	49425
943.706	542.984	49705	49705
944.206	542.484	49190	49190
944.706	541.984	47745	47745
945.206	541.484	47970	47970
945.706	540.984	47665	47665
946.206	540.484	47710	47710
946.706	539.984	47905	47905
947.206	539.484	47915	47915
947.706	538.984	48665	47908.8
948.206	538.484	48655	47902.6
948.706	537.984	49635	47888.2
949.206	537.484	50705	47864.7
949.706	536.984	51475	47834.7
950.206	536.484	52535	47795.7
950.706	535.984	55295	47733.3
951.206	535.484	61350	47620.1
951.706	534.984	69720	47436.4
952.206	534.484	84825	47125.6
952.706	533.984	105380	46641.4
953.206	533.484	135125	45905.8
953.706	532.984	168400	44887.5
954.206	532.484	189905	43682
954.706	531.984	187585	42485.8
955.206	531.484	162075	41491.7
955.706	530.984	125850	40790.4
956.206	530.484	91765	40366.7
956.706	529.984	67940	40137.5
957.206	529.484	53515	40026.3
957.706	528.984	45750	39978.7
958.206	528.484	42850	39954.8
958.706	527.984	41135	39945
959.206	527.484	39945	39945
959.706	526.984	40030	40030
960.206	526.484	39015	39015
960.706	525.984	39475	39475
961.206	525.484	39415	39415
961.706	524.984	39300	39300
962.206	524.484	39010	39010
962.706	523.984	38870	38870
963.206	523.484	38535	38535
963.706	522.984	38240	38240
964.206	522.484	38430	38430
964.706	521.984	38675	38675
965.206	521.484	38465	38465
965.706	520.984	38255	38255
966.206	520.484	38670	38670
966.706	519.984	38375	38375
967.206	519.484	38540	38540
967.706	518.984	38855	38855
968.206	518.484	38935	38935
968.706	517.984	39270	39270
969.206	517.484	38285	38285
969.706	516.984	38095	38095
970.206	516.484	38835	38835
970.706	515.984	38240	38240
971.206	515.484	38900	38900
971.706	514.984	38850	38850
972.206	514.484	38270	38270
972.706	513.984	38995	38995
973.206	513.484	38975	38975
973.706	512.984	38425	38425
974.206	512.484	37925	37925
974.706	511.984	38780	38780
975.206	511.484	38820	38820
975.706	510.984	38995	38995
976.206	510.484	38560	38560
976.706	509.984	38635	38635
977.206	509.484	38450	38450
977.706	508.984	38775	38775
978.206	508.484	38250	38250
978.706	507.984	38805	38805
979.206	507.484	39450	39450
979.706	506.984	39340	39340
980.206	506.484	39660	39660
980.706	505.984	39345	39345
981.206	505.484	39265	39265
981.706	504.984	38990	38990
982.206	504.484	39460	39460
982.706	503.984	39635	39635
983.206	503.484	39045	39045
983.706	502.984	39300	39300
984.206	502.484	38715	38715
984.706	501.984	38330	38330
985.206	501.484	39440	39440
985.706	500.984	38610	38610
986.206	500.484	39640	39640
986.706	499.984	39090	39090
987.206	499.484	39125	39125
987.706	498.984	39760	39760
988.206	498.484	39590	39590
988.706	497.984	39935	39935
989.206	497.484	39675	39675
989.706	496.984	39205	39205
990.206	496.484	39695	39695
990.706	495.984	40685	40685
991.206	495.484	40340	40340
991.706	494.984	40185	40185
992.206	494.484	39745	39745
992.706	493.984	39995	39995
993.206	493.484	39985	39985
993.706	492.984	39395	39395
994.206	492.484	39710	39710
994.706	491.984	38590	38590
995.206	491.484	39050	39050
995.706	490.984	39725	39725
996.206	490.484	38935	38935
996.706	489.984	38655	38655
997.206	489.484	39205	39205
997.706	488.984	39700	39700
998.206	488.484	39910	39910
998.706	487.984	39390	39390
999.206	487.484	39820	39820
999.706	486.984	39965	39965
1000.21	486.484	40290	40290
1000.71	485.984	39830	39830
1001.21	485.484	40070	40070
1001.71	484.984	39455	39455
1002.21	484.484	39690	39690
1002.71	483.984	39700	39700
1003.21	483.484	39855	39855
1003.71	482.984	39680	39680
1004.21	482.484	40125	40125
1004.71	481.984	40030	40030
1005.21	481.484	40225	40225
1005.71	480.984	40060	40060
1006.21	480.484	40055	40055
1006.71	479.984	39700	39700
1007.21	479.484	40435	40435
1007.71	478.984	40790	40790
1008.21	478.484	39915	39915
1008.71	477.984	39710	39710
1009.21	477.484	39580	39580
1009.71	476.984	38935	38935
1010.21	476.484	39810	39810
1010.71	475.984	40275	40275
1011.21	475.484	40420	40420
1011.71	474.984	40450	40450
1012.21	474.484	40685	40685
1012.71	473.984	40690	40690
1013.21	473.484	40840	40840
1013.71	472.984	40200	40200
1014.21	472.484	39840	39840
1014.71	471.984	39805	39805
1015.21	471.484	40620	40620
1015.71	470.984	39855	39855
1016.21	470.484	40170	40170
1016.71	469.984	39885	39885
1017.21	469.484	40180	40180
1017.71	468.984	40475	40475
1018.21	468.484	40085	40085
1018.71	467.984	40080	40080
1019.21	467.484	40405	40405
1019.71	466.984	40700	40700
1020.21	466.484	40985	40985
1020.71	465.984	40820	40820
1021.21	465.484	39875	39875
1021.71	464.984	40730	40730
1022.21	464.484	40680	40680
1022.71	463.984	41100	41100
1023.21	463.484	40660	40660
1023.71	462.984	40830	40830
1024.21	462.484	41045	41045
1024.71	461.984	40185	40185
1025.21	461.484	41070	41070
1025.71	460.984	40715	40715
1026.21	460.484	40550	40550
1026.71	459.984	41090	41090
1027.21	459.484	40875	40875
1027.71	458.984	41225	41225
1028.21	458.484	41490	41490
1028.71	457.984	41280	41280
1029.21	457.484	41465	41465
1029.71	456.984	40415	40415
1030.21	456.484	41225	41225
1030.71	455.984	40645	40645
1031.21	455.484	41300	41300
1031.71	454.984	41250	41250
1032.21	454.484	40820	40820
1032.71	453.984	41140	41140
1033.21	453.484	41635	41635
1033.71	452.984	41630	41630
1034.21	452.484	41505	41505
1034.71	451.984	41045	41045
1035.21	451.484	41735	41735
1035.71	450.984	41920	41920
1036.21	450.484	41800	41800
1036.71	449.984	41650	41650
1037.21	449.484	41965	41965
1037.71	448.984	41400	41400
1038.21	448.484	41780	41780
1038.71	447.984	41650	41650
1039.21	447.484	41905	41905
1039.71	446.984	41540	41540
1040.21	446.484	41720	41720
1040.71	445.984	41730	41730
1041.21	445.484	42065	42065
1041.71	444.984	41325	41325
1042.21	444.484	41910	41910
1042.71	443.984	41855	41855
1043.21	443.484	41705	41705
1043.71	442.984	41790	41790
1044.21	442.484	41815	41815
1044.71	441.984	42655	42655
1045.21	441.484	42375	42375
1045.71	440.984	42420	42420
1046.21	440.484	42375	42375
1046.71	439.984	42965	42965
1047.21	439.484	41895	41895
1047.71	438.984	42810	42810
1048.21	438.484	42290	42290
1048.71	437.984	42100	42100
1049.21	437.484	42365	42365
1049.71	436.984	42165	42165
1050.21	436.484	42245	42245
1050.71	435.984	42490	42490
1051.21	435.484	42195	42195
1051.71	434.984	41780	41780
1052.21	434.484	41685	41685
1052.71	433.984	42720	42720
1053.21	433.484	42175	42175
1053.71	432.984	43390	43390
1054.21	432.484	43340	43340
1054.71	431.984	42675	42675
1055.21	431.484	42395	42395
1055.71	430.984	42140	42140
1056.21	430.484	42205	42205
1056.71	429.984	41625	41625
1057.21	429.484	42010	42010
1057.71	428.984	41870	41870
1058.21	428.484	42010	42010
1058.71	427.984	42495	42495
1059.21	427.484	42710	42710
1059.71	426.984	42745	42745
1060.21	426.484	42670	42670
1060.71	425.984	42510	42510
1061.21	425.484	43525	43525
1061.71	424.984	43120	43120
1062.21	424.484	43045	43045
1062.71	423.984	43010	43010
1063.21	423.484	42475	42475
1063.71	422.984	42545	42545
1064.21	422.484	42960	42960
1064.71	421.984	43085	43085
1065.21	421.484	42355	42355
1065.71	420.984	42645	42645
1066.21	420.484	43130	43130
1066.71	419.984	43130	43130
1067.21	419.484	42760	42760
1067.71	418.984	42865	42865
1068.21	418.484	42215	42215
1068.71	417.984	42400	42400
1069.21	417.484	42365	42365
1069.71	416.984	42115	42115
1070.21	416.484	43115	43115
