C:\Users\emilbp\PhD\Projects\graphene-production\data\derived_data\xps\20170920_Gr-NH2_for_Radisurf\GrNH2.vms
Survey/5
	Characteristic Energy eV	1486.69	Acquisition Time s	0.2
KE_Survey/5	BE_Survey/5	CPS_Survey/5	Background_Survey/5
184.68	1302.01	63440	63440
185.18	1301.51	62480	62480
185.68	1301.01	62715	62715
186.18	1300.51	61565	61565
186.68	1300.01	62005	62005
187.18	1299.51	61430	61430
187.68	1299.01	61540	61540
188.18	1298.51	62220	62220
188.68	1298.01	61640	61640
189.18	1297.51	62435	62435
189.68	1297.01	61275	61275
190.18	1296.51	61490	61490
190.68	1296.01	61345	61345
191.18	1295.51	61050	61050
191.68	1295.01	61590	61590
192.18	1294.51	62205	62205
192.68	1294.01	62640	62640
193.18	1293.51	61205	61205
193.68	1293.01	62220	62220
194.18	1292.51	62260	62260
194.68	1292.01	62210	62210
195.18	1291.51	61990	61990
195.68	1291.01	61610	61610
196.18	1290.51	62045	62045
196.68	1290.01	62365	62365
197.18	1289.51	62960	62960
197.68	1289.01	62565	62565
198.18	1288.51	62245	62245
198.68	1288.01	62655	62655
199.18	1287.51	63520	63520
199.68	1287.01	62655	62655
200.18	1286.51	62790	62790
200.68	1286.01	63370	63370
201.18	1285.51	63210	63210
201.68	1285.01	63880	63880
202.18	1284.51	63445	63445
202.68	1284.01	63350	63350
203.18	1283.51	64255	64255
203.68	1283.01	63815	63815
204.18	1282.51	63400	63400
204.68	1282.01	63510	63510
205.18	1281.51	63275	63275
205.68	1281.01	64005	64005
206.18	1280.51	63705	63705
206.68	1280.01	64180	64180
207.18	1279.51	64560	64560
207.68	1279.01	64535	64535
208.18	1278.51	64885	64885
208.68	1278.01	64475	64475
209.18	1277.51	64375	64375
209.68	1277.01	65220	65220
210.18	1276.51	65475	65475
210.68	1276.01	64425	64425
211.18	1275.51	64095	64095
211.68	1275.01	64240	64240
212.18	1274.51	64330	64330
212.68	1274.01	65000	65000
213.18	1273.51	65015	65015
213.68	1273.01	65070	65070
214.18	1272.51	65145	65145
214.68	1272.01	65805	65805
215.18	1271.51	66270	66270
215.68	1271.01	65775	65775
216.18	1270.51	66200	66200
216.68	1270.01	65670	65670
217.18	1269.51	65890	65890
217.68	1269.01	65875	65875
218.18	1268.51	66050	66050
218.68	1268.01	65480	65480
219.18	1267.51	65520	65520
219.68	1267.01	66490	66490
220.18	1266.51	66510	66510
220.68	1266.01	66895	66895
221.18	1265.51	66450	66450
221.68	1265.01	66530	66530
222.18	1264.51	67295	67295
222.68	1264.01	66375	66375
223.18	1263.51	66925	66925
223.68	1263.01	67440	67440
224.18	1262.51	66260	66260
224.68	1262.01	66790	66790
225.18	1261.51	68280	68280
225.68	1261.01	67675	67675
226.18	1260.51	67430	67430
226.68	1260.01	67105	67105
227.18	1259.51	66525	66525
227.68	1259.01	67780	67780
228.18	1258.51	68445	68445
228.68	1258.01	68410	68410
229.18	1257.51	68075	68075
229.68	1257.01	68765	68765
230.18	1256.51	68355	68355
230.68	1256.01	68310	68310
231.18	1255.51	68945	68945
231.68	1255.01	68320	68320
232.18	1254.51	68595	68595
232.68	1254.01	68245	68245
233.18	1253.51	68865	68865
233.68	1253.01	69210	69210
234.18	1252.51	69405	69405
234.68	1252.01	69855	69855
235.18	1251.51	68940	68940
235.68	1251.01	71105	71105
236.18	1250.51	70770	70770
236.68	1250.01	70010	70010
237.18	1249.51	70550	70550
237.68	1249.01	71010	71010
238.18	1248.51	71205	71205
238.68	1248.01	71555	71555
239.18	1247.51	71890	71890
239.68	1247.01	72440	72440
240.18	1246.51	72565	72565
240.68	1246.01	72430	72430
241.18	1245.51	72505	72505
241.68	1245.01	73140	73140
242.18	1244.51	72470	72470
242.68	1244.01	72845	72845
243.18	1243.51	72665	72665
243.68	1243.01	71825	71825
244.18	1242.51	71860	71860
244.68	1242.01	73110	73110
245.18	1241.51	71520	71520
245.68	1241.01	72255	72255
246.18	1240.51	72830	72830
246.68	1240.01	72540	72540
247.18	1239.51	73460	73460
247.68	1239.01	73225	73225
248.18	1238.51	72055	72055
248.68	1238.01	72200	72200
249.18	1237.51	72680	72680
249.68	1237.01	72840	72840
250.18	1236.51	72400	72400
250.68	1236.01	72485	72485
251.18	1235.51	72665	72665
251.68	1235.01	72720	72720
252.18	1234.51	73515	73515
252.68	1234.01	73695	73695
253.18	1233.51	75185	75185
253.68	1233.01	74425	74425
254.18	1232.51	75245	75245
254.68	1232.01	75545	75545
255.18	1231.51	76805	76805
255.68	1231.01	77055	77055
256.18	1230.51	77920	77920
256.68	1230.01	78655	78655
257.18	1229.51	79170	79170
257.68	1229.01	78360	78360
258.18	1228.51	80045	80045
258.68	1228.01	79580	79580
259.18	1227.51	78725	78725
259.68	1227.01	78880	78880
260.18	1226.51	79940	79940
260.68	1226.01	80175	80175
261.18	1225.51	79360	79360
261.68	1225.01	79880	79880
262.18	1224.51	80300	80300
262.68	1224.01	80140	80140
263.18	1223.51	81065	81065
263.68	1223.01	79570	79570
264.18	1222.51	78360	78360
264.68	1222.01	79005	79005
265.18	1221.51	79390	79390
265.68	1221.01	78315	78315
266.18	1220.51	77195	77195
266.68	1220.01	76605	76605
267.18	1219.51	76415	76415
267.68	1219.01	75635	75635
268.18	1218.51	74235	74235
268.68	1218.01	73495	73495
269.18	1217.51	72375	72375
269.68	1217.01	72075	72075
270.18	1216.51	71580	71580
270.68	1216.01	71560	71560
271.18	1215.51	70785	70785
271.68	1215.01	68510	68510
272.18	1214.51	67615	67615
272.68	1214.01	67410	67410
273.18	1213.51	64785	64785
273.68	1213.01	64965	64965
274.18	1212.51	64350	64350
274.68	1212.01	63040	63040
275.18	1211.51	62015	62015
275.68	1211.01	62255	62255
276.18	1210.51	61025	61025
276.68	1210.01	61505	61505
277.18	1209.51	59875	59875
277.68	1209.01	59150	59150
278.18	1208.51	59800	59800
278.68	1208.01	58760	58760
279.18	1207.51	58010	58010
279.68	1207.01	57445	57445
280.18	1206.51	57275	57275
280.68	1206.01	56435	56435
281.18	1205.51	56995	56995
281.68	1205.01	55975	55975
282.18	1204.51	55905	55905
282.68	1204.01	56570	56570
283.18	1203.51	55890	55890
283.68	1203.01	55195	55195
284.18	1202.51	55115	55115
284.68	1202.01	55505	55505
285.18	1201.51	54710	54710
285.68	1201.01	55195	55195
286.18	1200.51	56240	56240
286.68	1200.01	55225	55225
287.18	1199.51	55795	55795
287.68	1199.01	55990	55990
288.18	1198.51	55085	55085
288.68	1198.01	55830	55830
289.18	1197.51	56075	56075
289.68	1197.01	56280	56280
290.18	1196.51	56080	56080
290.68	1196.01	56170	56170
291.18	1195.51	56915	56915
291.68	1195.01	57005	57005
292.18	1194.51	56350	56350
292.68	1194.01	56050	56050
293.18	1193.51	56605	56605
293.68	1193.01	55920	55920
294.18	1192.51	56120	56120
294.68	1192.01	56945	56945
295.18	1191.51	56695	56695
295.68	1191.01	56045	56045
296.18	1190.51	55575	55575
296.68	1190.01	55910	55910
297.18	1189.51	56690	56690
297.68	1189.01	56790	56790
298.18	1188.51	56585	56585
298.68	1188.01	56665	56665
299.18	1187.51	56355	56355
299.68	1187.01	57055	57055
300.18	1186.51	57555	57555
300.68	1186.01	56505	56505
301.18	1185.51	56725	56725
301.68	1185.01	57180	57180
302.18	1184.51	56965	56965
302.68	1184.01	57165	57165
303.18	1183.51	57355	57355
303.68	1183.01	55805	55805
304.18	1182.51	57065	57065
304.68	1182.01	57275	57275
305.18	1181.51	56560	56560
305.68	1181.01	57040	57040
306.18	1180.51	57215	57215
306.68	1180.01	58390	58390
307.18	1179.51	57485	57485
307.68	1179.01	57505	57505
308.18	1178.51	58075	58075
308.68	1178.01	58640	58640
309.18	1177.51	57080	57080
309.68	1177.01	57705	57705
310.18	1176.51	59015	59015
310.68	1176.01	57790	57790
311.18	1175.51	57105	57105
311.68	1175.01	56970	56970
312.18	1174.51	58560	58560
312.68	1174.01	58485	58485
313.18	1173.51	58490	58490
313.68	1173.01	58900	58900
314.18	1172.51	58310	58310
314.68	1172.01	58555	58555
315.18	1171.51	58805	58805
315.68	1171.01	58140	58140
316.18	1170.51	58110	58110
316.68	1170.01	58400	58400
317.18	1169.51	58350	58350
317.68	1169.01	58815	58815
318.18	1168.51	58715	58715
318.68	1168.01	58850	58850
319.18	1167.51	59090	59090
319.68	1167.01	59870	59870
320.18	1166.51	59085	59085
320.68	1166.01	58660	58660
321.18	1165.51	60060	60060
321.68	1165.01	58980	58980
322.18	1164.51	59525	59525
322.68	1164.01	59670	59670
323.18	1163.51	59175	59175
323.68	1163.01	59940	59940
324.18	1162.51	59960	59960
324.68	1162.01	60155	60155
325.18	1161.51	59140	59140
325.68	1161.01	60165	60165
326.18	1160.51	59435	59435
326.68	1160.01	58590	58590
327.18	1159.51	59980	59980
327.68	1159.01	60195	60195
328.18	1158.51	60565	60565
328.68	1158.01	60270	60270
329.18	1157.51	60480	60480
329.68	1157.01	60685	60685
330.18	1156.51	60160	60160
330.68	1156.01	60645	60645
331.18	1155.51	60265	60265
331.68	1155.01	60445	60445
332.18	1154.51	60165	60165
332.68	1154.01	60290	60290
333.18	1153.51	59380	59380
333.68	1153.01	60280	60280
334.18	1152.51	61080	61080
334.68	1152.01	61135	61135
335.18	1151.51	60725	60725
335.68	1151.01	61300	61300
336.18	1150.51	60935	60935
336.68	1150.01	60405	60405
337.18	1149.51	60250	60250
337.68	1149.01	61140	61140
338.18	1148.51	61240	61240
338.68	1148.01	61785	61785
339.18	1147.51	61825	61825
339.68	1147.01	61595	61595
340.18	1146.51	62575	62575
340.68	1146.01	62795	62795
341.18	1145.51	61620	61620
341.68	1145.01	61295	61295
342.18	1144.51	61925	61925
342.68	1144.01	62865	62865
343.18	1143.51	61625	61625
343.68	1143.01	61740	61740
344.18	1142.51	62095	62095
344.68	1142.01	63090	63090
345.18	1141.51	61410	61410
345.68	1141.01	62340	62340
346.18	1140.51	62605	62605
346.68	1140.01	62035	62035
347.18	1139.51	62205	62205
347.68	1139.01	63045	63045
348.18	1138.51	62945	62945
348.68	1138.01	62445	62445
349.18	1137.51	62345	62345
349.68	1137.01	62465	62465
350.18	1136.51	62455	62455
350.68	1136.01	62280	62280
351.18	1135.51	62550	62550
351.68	1135.01	62845	62845
352.18	1134.51	62965	62965
352.68	1134.01	63925	63925
353.18	1133.51	63065	63065
353.68	1133.01	63520	63520
354.18	1132.51	63385	63385
354.68	1132.01	63110	63110
355.18	1131.51	62970	62970
355.68	1131.01	62990	62990
356.18	1130.51	62145	62145
356.68	1130.01	63465	63465
357.18	1129.51	63570	63570
357.68	1129.01	64095	64095
358.18	1128.51	64315	64315
358.68	1128.01	63650	63650
359.18	1127.51	63715	63715
359.68	1127.01	64235	64235
360.18	1126.51	63590	63590
360.68	1126.01	63975	63975
361.18	1125.51	63580	63580
361.68	1125.01	64215	64215
362.18	1124.51	64775	64775
362.68	1124.01	65110	65110
363.18	1123.51	64265	64265
363.68	1123.01	64195	64195
364.18	1122.51	64660	64660
364.68	1122.01	64050	64050
365.18	1121.51	64570	64570
365.68	1121.01	64510	64510
366.18	1120.51	65060	65060
366.68	1120.01	64670	64670
367.18	1119.51	65040	65040
367.68	1119.01	65520	65520
368.18	1118.51	64975	64975
368.68	1118.01	65590	65590
369.18	1117.51	64995	64995
369.68	1117.01	65105	65105
370.18	1116.51	65230	65230
370.68	1116.01	65000	65000
371.18	1115.51	66015	66015
371.68	1115.01	65130	65130
372.18	1114.51	66260	66260
372.68	1114.01	65660	65660
373.18	1113.51	65725	65725
373.68	1113.01	66705	66705
374.18	1112.51	66220	66220
374.68	1112.01	65080	65080
375.18	1111.51	66170	66170
375.68	1111.01	65725	65725
376.18	1110.51	65590	65590
376.68	1110.01	66755	66755
377.18	1109.51	66645	66645
377.68	1109.01	66405	66405
378.18	1108.51	67030	67030
378.68	1108.01	67205	67205
379.18	1107.51	67315	67315
379.68	1107.01	66445	66445
380.18	1106.51	66295	66295
380.68	1106.01	67185	67185
381.18	1105.51	67765	67765
381.68	1105.01	67845	67845
382.18	1104.51	67835	67835
382.68	1104.01	66775	66775
383.18	1103.51	66965	66965
383.68	1103.01	67600	67600
384.18	1102.51	66840	66840
384.68	1102.01	66920	66920
385.18	1101.51	67175	67175
385.68	1101.01	67495	67495
386.18	1100.51	66600	66600
386.68	1100.01	67640	67640
387.18	1099.51	68470	68470
387.68	1099.01	68515	68515
388.18	1098.51	68020	68020
388.68	1098.01	66895	66895
389.18	1097.51	68060	68060
389.68	1097.01	68910	68910
390.18	1096.51	67785	67785
390.68	1096.01	68305	68305
391.18	1095.51	68705	68705
391.68	1095.01	68235	68235
392.18	1094.51	67690	67690
392.68	1094.01	67300	67300
393.18	1093.51	68360	68360
393.68	1093.01	67590	67590
394.18	1092.51	67270	67270
394.68	1092.01	68510	68510
395.18	1091.51	68740	68740
395.68	1091.01	68955	68955
396.18	1090.51	68835	68835
396.68	1090.01	68880	68880
397.18	1089.51	68765	68765
397.68	1089.01	68080	68080
398.18	1088.51	68650	68650
398.68	1088.01	70200	70200
399.18	1087.51	69680	69680
399.68	1087.01	69290	69290
400.18	1086.51	68385	68385
400.68	1086.01	68870	68870
401.18	1085.51	68445	68445
401.68	1085.01	68765	68765
402.18	1084.51	69070	69070
402.68	1084.01	69405	69405
403.18	1083.51	70080	70080
403.68	1083.01	70400	70400
404.18	1082.51	70200	70200
404.68	1082.01	69365	69365
405.18	1081.51	69820	69820
405.68	1081.01	69265	69265
406.18	1080.51	69810	69810
406.68	1080.01	69760	69760
407.18	1079.51	68735	68735
407.68	1079.01	69515	69515
408.18	1078.51	70205	70205
408.68	1078.01	69645	69645
409.18	1077.51	70620	70620
409.68	1077.01	70335	70335
410.18	1076.51	70125	70125
410.68	1076.01	70655	70655
411.18	1075.51	70055	70055
411.68	1075.01	70520	70520
412.18	1074.51	70385	70385
412.68	1074.01	71130	71130
413.18	1073.51	70265	70265
413.68	1073.01	71260	71260
414.18	1072.51	71635	71635
414.68	1072.01	71285	71285
415.18	1071.51	71550	71550
415.68	1071.01	71215	71215
416.18	1070.51	71545	71545
416.68	1070.01	72015	72015
417.18	1069.51	72080	72080
417.68	1069.01	71900	71900
418.18	1068.51	71460	71460
418.68	1068.01	71175	71175
419.18	1067.51	71345	71345
419.68	1067.01	69690	69690
420.18	1066.51	71270	71270
420.68	1066.01	70375	70375
421.18	1065.51	72495	72495
421.68	1065.01	72125	72125
422.18	1064.51	71850	71850
422.68	1064.01	71490	71490
423.18	1063.51	72310	72310
423.68	1063.01	71845	71845
424.18	1062.51	72290	72290
424.68	1062.01	72225	72225
425.18	1061.51	72055	72055
425.68	1061.01	72690	72690
426.18	1060.51	71785	71785
426.68	1060.01	71920	71920
427.18	1059.51	72555	72555
427.68	1059.01	72755	72755
428.18	1058.51	73660	73660
428.68	1058.01	73300	73300
429.18	1057.51	72585	72585
429.68	1057.01	72510	72510
430.18	1056.51	72610	72610
430.68	1056.01	72335	72335
431.18	1055.51	73125	73125
431.68	1055.01	73130	73130
432.18	1054.51	73185	73185
432.68	1054.01	72200	72200
433.18	1053.51	72885	72885
433.68	1053.01	72960	72960
434.18	1052.51	73060	73060
434.68	1052.01	73380	73380
435.18	1051.51	74205	74205
435.68	1051.01	74205	74205
436.18	1050.51	74450	74450
436.68	1050.01	73615	73615
437.18	1049.51	74255	74255
437.68	1049.01	74495	74495
438.18	1048.51	74145	74145
438.68	1048.01	74380	74380
439.18	1047.51	75280	75280
439.68	1047.01	74095	74095
440.18	1046.51	74910	74910
440.68	1046.01	74915	74915
441.18	1045.51	75485	75485
441.68	1045.01	75450	75450
442.18	1044.51	75190	75190
442.68	1044.01	75660	75660
443.18	1043.51	74270	74270
443.68	1043.01	75265	75265
444.18	1042.51	74630	74630
444.68	1042.01	76055	76055
445.18	1041.51	75455	75455
445.68	1041.01	75760	75760
446.18	1040.51	75215	75215
446.68	1040.01	75440	75440
447.18	1039.51	76440	76440
447.68	1039.01	75015	75015
448.18	1038.51	75325	75325
448.68	1038.01	76615	76615
449.18	1037.51	76275	76275
449.68	1037.01	76445	76445
450.18	1036.51	75780	75780
450.68	1036.01	75435	75435
451.18	1035.51	76200	76200
451.68	1035.01	75545	75545
452.18	1034.51	76750	76750
452.68	1034.01	76570	76570
453.18	1033.51	75850	75850
453.68	1033.01	76220	76220
454.18	1032.51	76320	76320
454.68	1032.01	75840	75840
455.18	1031.51	76150	76150
455.68	1031.01	76690	76690
456.18	1030.51	77100	77100
456.68	1030.01	77385	77385
457.18	1029.51	76245	76245
457.68	1029.01	76645	76645
458.18	1028.51	77125	77125
458.68	1028.01	76220	76220
459.18	1027.51	75755	75755
459.68	1027.01	77445	77445
460.18	1026.51	77355	77355
460.68	1026.01	77275	77275
461.18	1025.51	77235	77235
461.68	1025.01	78065	78065
462.18	1024.51	77370	77370
462.68	1024.01	77870	77870
463.18	1023.51	78345	78345
463.68	1023.01	79405	79405
464.18	1022.51	80575	80575
464.68	1022.01	79225	79225
465.18	1021.51	80025	80025
465.68	1021.01	79495	79495
466.18	1020.51	79545	79545
466.68	1020.01	79625	79625
467.18	1019.51	79285	79285
467.68	1019.01	80290	80290
468.18	1018.51	79655	79655
468.68	1018.01	78305	78305
469.18	1017.51	78540	78540
469.68	1017.01	79105	79105
470.18	1016.51	79250	79250
470.68	1016.01	78615	78615
471.18	1015.51	79330	79330
471.68	1015.01	79425	79425
472.18	1014.51	79555	79555
472.68	1014.01	79905	79905
473.18	1013.51	80225	80225
473.68	1013.01	80270	80270
474.18	1012.51	79525	79525
474.68	1012.01	78955	78955
475.18	1011.51	78950	78950
475.68	1011.01	79215	79215
476.18	1010.51	79390	79390
476.68	1010.01	79155	79155
477.18	1009.51	79310	79310
477.68	1009.01	80790	80790
478.18	1008.51	80625	80625
478.68	1008.01	79235	79235
479.18	1007.51	79760	79760
479.68	1007.01	80915	80915
480.18	1006.51	80645	80645
480.68	1006.01	79940	79940
481.18	1005.51	80360	80360
481.68	1005.01	80925	80925
482.18	1004.51	81485	81485
482.68	1004.01	82330	82330
483.18	1003.51	83170	83170
483.68	1003.01	82935	82935
484.18	1002.51	83440	83440
484.68	1002.01	84180	84180
485.18	1001.51	83895	83895
485.68	1001.01	84095	84095
486.18	1000.51	83645	83645
486.68	1000.01	83660	83660
487.18	999.51	83285	83285
487.68	999.01	84165	84165
488.18	998.51	83875	83875
488.68	998.01	83435	83435
489.18	997.51	83745	83745
489.68	997.01	84100	84100
490.18	996.51	84275	84275
490.68	996.01	82625	82625
491.18	995.51	82395	82395
491.68	995.01	82170	82170
492.18	994.51	82205	82205
492.68	994.01	80995	80995
493.18	993.51	79900	79900
493.68	993.01	80210	80210
494.18	992.51	79550	79550
494.68	992.01	79995	79995
495.18	991.51	79540	79540
495.68	991.01	78410	78410
496.18	990.51	77910	77910
496.68	990.01	77050	77050
497.18	989.51	76820	76820
497.68	989.01	77820	77820
498.18	988.51	77660	77660
498.68	988.01	77075	77075
499.18	987.51	77715	77715
499.68	987.01	76360	76360
500.18	986.51	77560	77560
500.68	986.01	77265	77265
501.18	985.51	76770	76770
501.68	985.01	76695	76695
502.18	984.51	78815	78815
502.68	984.01	79240	79240
503.18	983.51	79395	79395
503.68	983.01	78940	78940
504.18	982.51	80170	80170
504.68	982.01	82425	82425
505.18	981.51	83985	83985
505.68	981.01	84950	84950
506.18	980.51	85825	85825
506.68	980.01	86100	86100
507.18	979.51	87660	87660
507.68	979.01	87360	87360
508.18	978.51	88490	88490
508.68	978.01	89185	89185
509.18	977.51	89165	89165
509.68	977.01	88950	88950
510.18	976.51	88685	88685
510.68	976.01	89305	89305
511.18	975.51	88520	88520
511.68	975.01	88075	88075
512.18	974.51	87820	87820
512.68	974.01	86075	86075
513.18	973.51	86135	86135
513.68	973.01	84240	84240
514.18	972.51	84370	84370
514.68	972.01	83560	83560
515.18	971.51	82670	82670
515.68	971.01	81010	81010
516.18	970.51	78050	78050
516.68	970.01	77655	77655
517.18	969.51	76500	76500
517.68	969.01	74570	74570
518.18	968.51	73345	73345
518.68	968.01	72210	72210
519.18	967.51	70995	70995
519.68	967.01	69105	69105
520.18	966.51	68150	68150
520.68	966.01	67530	67530
521.18	965.51	65645	65645
521.68	965.01	64930	64930
522.18	964.51	65545	65545
522.68	964.01	64590	64590
523.18	963.51	64020	64020
523.68	963.01	63550	63550
524.18	962.51	63770	63770
524.68	962.01	63510	63510
525.18	961.51	63190	63190
525.68	961.01	63220	63220
526.18	960.51	63170	63170
526.68	960.01	62910	62910
527.18	959.51	62910	62910
527.68	959.01	62855	62855
528.18	958.51	62125	62125
528.68	958.01	63125	63125
529.18	957.51	62325	62325
529.68	957.01	61685	61685
530.18	956.51	62670	62670
530.68	956.01	62355	62355
531.18	955.51	62485	62485
531.68	955.01	62240	62240
532.18	954.51	62795	62795
532.68	954.01	62580	62580
533.18	953.51	62890	62890
533.68	953.01	62110	62110
534.18	952.51	61875	61875
534.68	952.01	62435	62435
535.18	951.51	61650	61650
535.68	951.01	62595	62595
536.18	950.51	62480	62480
536.68	950.01	61785	61785
537.18	949.51	61830	61830
537.68	949.01	61845	61845
538.18	948.51	61795	61795
538.68	948.01	62260	62260
539.18	947.51	62515	62515
539.68	947.01	62525	62525
540.18	946.51	61900	61900
540.68	946.01	61735	61735
541.18	945.51	62255	62255
541.68	945.01	62230	62230
542.18	944.51	62420	62420
542.68	944.01	62410	62410
543.18	943.51	62320	62320
543.68	943.01	62690	62690
544.18	942.51	62750	62750
544.68	942.01	61770	61770
545.18	941.51	62560	62560
545.68	941.01	63200	63200
546.18	940.51	62820	62820
546.68	940.01	62870	62870
547.18	939.51	63080	63080
547.68	939.01	62600	62600
548.18	938.51	62700	62700
548.68	938.01	62680	62680
549.18	937.51	62460	62460
549.68	937.01	62705	62705
550.18	936.51	62830	62830
550.68	936.01	63035	63035
551.18	935.51	62855	62855
551.68	935.01	62955	62955
552.18	934.51	62950	62950
552.68	934.01	63035	63035
553.18	933.51	63035	63035
553.68	933.01	62830	62830
554.18	932.51	63595	63595
554.68	932.01	63475	63475
555.18	931.51	62860	62860
555.68	931.01	62410	62410
556.18	930.51	62505	62505
556.68	930.01	63295	63295
557.18	929.51	62225	62225
557.68	929.01	62475	62475
558.18	928.51	62955	62955
558.68	928.01	62860	62860
559.18	927.51	62485	62485
559.68	927.01	62065	62065
560.18	926.51	63340	63340
560.68	926.01	62845	62845
561.18	925.51	63190	63190
561.68	925.01	63275	63275
562.18	924.51	63115	63115
562.68	924.01	63045	63045
563.18	923.51	62830	62830
563.68	923.01	62130	62130
564.18	922.51	61995	61995
564.68	922.01	63040	63040
565.18	921.51	62770	62770
565.68	921.01	63695	63695
566.18	920.51	62755	62755
566.68	920.01	61985	61985
567.18	919.51	63435	63435
567.68	919.01	62520	62520
568.18	918.51	62750	62750
568.68	918.01	63245	63245
569.18	917.51	62745	62745
569.68	917.01	63230	63230
570.18	916.51	63445	63445
570.68	916.01	64240	64240
571.18	915.51	62865	62865
571.68	915.01	63165	63165
572.18	914.51	62930	62930
572.68	914.01	62540	62540
573.18	913.51	62295	62295
573.68	913.01	62975	62975
574.18	912.51	61510	61510
574.68	912.01	62300	62300
575.18	911.51	63195	63195
575.68	911.01	62910	62910
576.18	910.51	62850	62850
576.68	910.01	62935	62935
577.18	909.51	64045	64045
577.68	909.01	63410	63410
578.18	908.51	63355	63355
578.68	908.01	63270	63270
579.18	907.51	62915	62915
579.68	907.01	63735	63735
580.18	906.51	62920	62920
580.68	906.01	62265	62265
581.18	905.51	62585	62585
581.68	905.01	63665	63665
582.18	904.51	63620	63620
582.68	904.01	63205	63205
583.18	903.51	63410	63410
583.68	903.01	62685	62685
584.18	902.51	63610	63610
584.68	902.01	62795	62795
585.18	901.51	62830	62830
585.68	901.01	63225	63225
586.18	900.51	63625	63625
586.68	900.01	63635	63635
587.18	899.51	63395	63395
587.68	899.01	62800	62800
588.18	898.51	63025	63025
588.68	898.01	63380	63380
589.18	897.51	63355	63355
589.68	897.01	64050	64050
590.18	896.51	63130	63130
590.68	896.01	64035	64035
591.18	895.51	63935	63935
591.68	895.01	63765	63765
592.18	894.51	63655	63655
592.68	894.01	63715	63715
593.18	893.51	62910	62910
593.68	893.01	63960	63960
594.18	892.51	63440	63440
594.68	892.01	63595	63595
595.18	891.51	63420	63420
595.68	891.01	63515	63515
596.18	890.51	63345	63345
596.68	890.01	63535	63535
597.18	889.51	63930	63930
597.68	889.01	63185	63185
598.18	888.51	62780	62780
598.68	888.01	62855	62855
599.18	887.51	62815	62815
599.68	887.01	62000	62000
600.18	886.51	62020	62020
600.68	886.01	62120	62120
601.18	885.51	63245	63245
