C:\Users\emilbp\PhD\Projects\graphene-production\data\derived_data\xps\20170920_Gr-NH2_for_Radisurf\GrNH2.vms
Survey/5
	Characteristic Energy eV	1486.69	Acquisition Time s	0.2
KE_Survey/5	BE_Survey/5	CPS_Survey/5	Background_Survey/5
601.68	885.01	62610	62610
602.18	884.51	62165	62165
602.68	884.01	63120	63120
603.18	883.51	63005	63005
603.68	883.01	62335	62335
604.18	882.51	62650	62650
604.68	882.01	62800	62800
605.18	881.51	62375	62375
605.68	881.01	61980	61980
606.18	880.51	62130	62130
606.68	880.01	62560	62560
607.18	879.51	62280	62280
607.68	879.01	61965	61965
608.18	878.51	62305	62305
608.68	878.01	62615	62615
609.18	877.51	62805	62805
609.68	877.01	62230	62230
610.18	876.51	62400	62400
610.68	876.01	63435	63435
611.18	875.51	62710	62710
611.68	875.01	61790	61790
612.18	874.51	62015	62015
612.68	874.01	62520	62520
613.18	873.51	62950	62950
613.68	873.01	63395	63395
614.18	872.51	63450	63450
614.68	872.01	62080	62080
615.18	871.51	62175	62175
615.68	871.01	62080	62080
616.18	870.51	63050	63050
616.68	870.01	61735	61735
617.18	869.51	61705	61705
617.68	869.01	61865	61865
618.18	868.51	61850	61850
618.68	868.01	62330	62330
619.18	867.51	62330	62330
619.68	867.01	62390	62390
620.18	866.51	61845	61845
620.68	866.01	62025	62025
621.18	865.51	62340	62340
621.68	865.01	61870	61870
622.18	864.51	62580	62580
622.68	864.01	62220	62220
623.18	863.51	62430	62430
623.68	863.01	61505	61505
624.18	862.51	62260	62260
624.68	862.01	62695	62695
625.18	861.51	62480	62480
625.68	861.01	62345	62345
626.18	860.51	62530	62530
626.68	860.01	62945	62945
627.18	859.51	61845	61845
627.68	859.01	62880	62880
628.18	858.51	62530	62530
628.68	858.01	62055	62055
629.18	857.51	62180	62180
629.68	857.01	62030	62030
630.18	856.51	62145	62145
630.68	856.01	62165	62165
631.18	855.51	62485	62485
631.68	855.01	62800	62800
632.18	854.51	63085	63085
632.68	854.01	62980	62980
633.18	853.51	63055	63055
633.68	853.01	62685	62685
634.18	852.51	63185	63185
634.68	852.01	62315	62315
635.18	851.51	62320	62320
635.68	851.01	62420	62420
636.18	850.51	61650	61650
636.68	850.01	61405	61405
637.18	849.51	61560	61560
637.68	849.01	61855	61855
638.18	848.51	61945	61945
638.68	848.01	61920	61920
639.18	847.51	62755	62755
639.68	847.01	62440	62440
640.18	846.51	61655	61655
640.68	846.01	61960	61960
641.18	845.51	61925	61925
641.68	845.01	61805	61805
642.18	844.51	62085	62085
642.68	844.01	62070	62070
643.18	843.51	61580	61580
643.68	843.01	61340	61340
644.18	842.51	61880	61880
644.68	842.01	61590	61590
645.18	841.51	61630	61630
645.68	841.01	62215	62215
646.18	840.51	61785	61785
646.68	840.01	61490	61490
647.18	839.51	61805	61805
647.68	839.01	62100	62100
648.18	838.51	61505	61505
648.68	838.01	61410	61410
649.18	837.51	60955	60955
649.68	837.01	61200	61200
650.18	836.51	61480	61480
650.68	836.01	62470	62470
651.18	835.51	62065	62065
651.68	835.01	61095	61095
652.18	834.51	61035	61035
652.68	834.01	60965	60965
653.18	833.51	60870	60870
653.68	833.01	61655	61655
654.18	832.51	61575	61575
654.68	832.01	60260	60260
655.18	831.51	59900	59900
655.68	831.01	59495	59495
656.18	830.51	60555	60555
656.68	830.01	60860	60860
657.18	829.51	60460	60460
657.68	829.01	60100	60100
658.18	828.51	60145	60145
658.68	828.01	60235	60235
659.18	827.51	60675	60675
659.68	827.01	60875	60875
660.18	826.51	60740	60740
660.68	826.01	61630	61630
661.18	825.51	60415	60415
661.68	825.01	60030	60030
662.18	824.51	60575	60575
662.68	824.01	60735	60735
663.18	823.51	60760	60760
663.68	823.01	60285	60285
664.18	822.51	61595	61595
664.68	822.01	60380	60380
665.18	821.51	60665	60665
665.68	821.01	59925	59925
666.18	820.51	60025	60025
666.68	820.01	59925	59925
667.18	819.51	60690	60690
667.68	819.01	60385	60385
668.18	818.51	60390	60390
668.68	818.01	60390	60390
669.18	817.51	60340	60340
669.68	817.01	60420	60420
670.18	816.51	61130	61130
670.68	816.01	61025	61025
671.18	815.51	60855	60855
671.68	815.01	60720	60720
672.18	814.51	60640	60640
672.68	814.01	60675	60675
673.18	813.51	59620	59620
673.68	813.01	61200	61200
674.18	812.51	60665	60665
674.68	812.01	61035	61035
675.18	811.51	60665	60665
675.68	811.01	60925	60925
676.18	810.51	61285	61285
676.68	810.01	61005	61005
677.18	809.51	60690	60690
677.68	809.01	61280	61280
678.18	808.51	60520	60520
678.68	808.01	61095	61095
679.18	807.51	61930	61930
679.68	807.01	60700	60700
680.18	806.51	60550	60550
680.68	806.01	60295	60295
681.18	805.51	59855	59855
681.68	805.01	60610	60610
682.18	804.51	61490	61490
682.68	804.01	60570	60570
683.18	803.51	61085	61085
683.68	803.01	61290	61290
684.18	802.51	60780	60780
684.68	802.01	60205	60205
685.18	801.51	60710	60710
685.68	801.01	61380	61380
686.18	800.51	60165	60165
686.68	800.01	61220	61220
687.18	799.51	61200	61200
687.68	799.01	60845	60845
688.18	798.51	60535	60535
688.68	798.01	60160	60160
689.18	797.51	61210	61210
689.68	797.01	61780	61780
690.18	796.51	61955	61955
690.68	796.01	61320	61320
691.18	795.51	61105	61105
691.68	795.01	61320	61320
692.18	794.51	61500	61500
692.68	794.01	61265	61265
693.18	793.51	60335	60335
693.68	793.01	61025	61025
694.18	792.51	60645	60645
694.68	792.01	61025	61025
695.18	791.51	61720	61720
695.68	791.01	60820	60820
696.18	790.51	61300	61300
696.68	790.01	61770	61770
697.18	789.51	62240	62240
697.68	789.01	61800	61800
698.18	788.51	62030	62030
698.68	788.01	62240	62240
699.18	787.51	61640	61640
699.68	787.01	61785	61785
700.18	786.51	61970	61970
700.68	786.01	62020	62020
701.18	785.51	62260	62260
701.68	785.01	61740	61740
702.18	784.51	61540	61540
702.68	784.01	61835	61835
703.18	783.51	62480	62480
703.68	783.01	62150	62150
704.18	782.51	61630	61630
704.68	782.01	61825	61825
705.18	781.51	61385	61385
705.68	781.01	61590	61590
706.18	780.51	61560	61560
706.68	780.01	62285	62285
707.18	779.51	61725	61725
707.68	779.01	61290	61290
708.18	778.51	61285	61285
708.68	778.01	62065	62065
709.18	777.51	60925	60925
709.68	777.01	61480	61480
710.18	776.51	61555	61555
710.68	776.01	61085	61085
711.18	775.51	60655	60655
711.68	775.01	60920	60920
712.18	774.51	61630	61630
712.68	774.01	61090	61090
713.18	773.51	60970	60970
713.68	773.01	61345	61345
714.18	772.51	61785	61785
714.68	772.01	61280	61280
715.18	771.51	60695	60695
715.68	771.01	61700	61700
716.18	770.51	61240	61240
716.68	770.01	60980	60980
717.18	769.51	61310	61310
717.68	769.01	61070	61070
718.18	768.51	61560	61560
718.68	768.01	60855	60855
719.18	767.51	60945	60945
719.68	767.01	61430	61430
720.18	766.51	61360	61360
720.68	766.01	60915	60915
721.18	765.51	60915	60915
721.68	765.01	60915	60915
722.18	764.51	61210	61210
722.68	764.01	61100	61100
723.18	763.51	61180	61180
723.68	763.01	59945	59945
724.18	762.51	60440	60440
724.68	762.01	60740	60740
725.18	761.51	59945	59945
725.68	761.01	60410	60410
726.18	760.51	60220	60220
726.68	760.01	60405	60405
727.18	759.51	60830	60830
727.68	759.01	60595	60595
728.18	758.51	60965	60965
728.68	758.01	61060	61060
729.18	757.51	60770	60770
729.68	757.01	60935	60935
730.18	756.51	61845	61845
730.68	756.01	61650	61650
731.18	755.51	61075	61075
731.68	755.01	60845	60845
732.18	754.51	60475	60475
732.68	754.01	61215	61215
733.18	753.51	60365	60365
733.68	753.01	60370	60370
734.18	752.51	61305	61305
734.68	752.01	61660	61660
735.18	751.51	61030	61030
735.68	751.01	60820	60820
736.18	750.51	60890	60890
736.68	750.01	61635	61635
737.18	749.51	61655	61655
737.68	749.01	61450	61450
738.18	748.51	60970	60970
738.68	748.01	60765	60765
739.18	747.51	61415	61415
739.68	747.01	61090	61090
740.18	746.51	60710	60710
740.68	746.01	61140	61140
741.18	745.51	61615	61615
741.68	745.01	61810	61810
742.18	744.51	61375	61375
742.68	744.01	61465	61465
743.18	743.51	62220	62220
743.68	743.01	61695	61695
744.18	742.51	60590	60590
744.68	742.01	61550	61550
745.18	741.51	62425	62425
745.68	741.01	61750	61750
746.18	740.51	61195	61195
746.68	740.01	60660	60660
747.18	739.51	61320	61320
747.68	739.01	60630	60630
748.18	738.51	61485	61485
748.68	738.01	61885	61885
749.18	737.51	61385	61385
749.68	737.01	61180	61180
750.18	736.51	60960	60960
750.68	736.01	60795	60795
751.18	735.51	61795	61795
751.68	735.01	61585	61585
752.18	734.51	60875	60875
752.68	734.01	61605	61605
753.18	733.51	61460	61460
753.68	733.01	61300	61300
754.18	732.51	60955	60955
754.68	732.01	61460	61460
755.18	731.51	60885	60885
755.68	731.01	61210	61210
756.18	730.51	61930	61930
756.68	730.01	61375	61375
757.18	729.51	61605	61605
757.68	729.01	60910	60910
758.18	728.51	61045	61045
758.68	728.01	61755	61755
759.18	727.51	62845	62845
759.68	727.01	62965	62965
760.18	726.51	62165	62165
760.68	726.01	61690	61690
761.18	725.51	61785	61785
761.68	725.01	62940	62940
762.18	724.51	61710	61710
762.68	724.01	61530	61530
763.18	723.51	61665	61665
763.68	723.01	61640	61640
764.18	722.51	60840	60840
764.68	722.01	60000	60000
765.18	721.51	61100	61100
765.68	721.01	60690	60690
766.18	720.51	61175	61175
766.68	720.01	61315	61315
767.18	719.51	60475	60475
767.68	719.01	60245	60245
768.18	718.51	60430	60430
768.68	718.01	60560	60560
769.18	717.51	60380	60380
769.68	717.01	59715	59715
770.18	716.51	60860	60860
770.68	716.01	59620	59620
771.18	715.51	59375	59375
771.68	715.01	60850	60850
772.18	714.51	60010	60010
772.68	714.01	61100	61100
773.18	713.51	60880	60880
773.68	713.01	61550	61550
774.18	712.51	62030	62030
774.68	712.01	63110	63110
775.18	711.51	62470	62470
775.68	711.01	62605	62605
776.18	710.51	61695	61695
776.68	710.01	61695	61695
777.18	709.51	60385	60385
777.68	709.01	59555	59555
778.18	708.51	58855	58855
778.68	708.01	58290	58290
779.18	707.51	58270	58270
779.68	707.01	58690	58690
780.18	706.51	58035	58035
780.68	706.01	57820	57820
781.18	705.51	56510	56510
781.68	705.01	56935	56935
782.18	704.51	57155	57155
782.68	704.01	57595	57595
783.18	703.51	57425	57425
783.68	703.01	57005	57005
784.18	702.51	56640	56640
784.68	702.01	56560	56560
785.18	701.51	57165	57165
785.68	701.01	57110	57110
786.18	700.51	56890	56890
786.68	700.01	56770	56770
787.18	699.51	57665	57665
787.68	699.01	56515	56515
788.18	698.51	56430	56430
788.68	698.01	56815	56815
789.18	697.51	56735	56735
789.68	697.01	56640	56640
790.18	696.51	56270	56270
790.68	696.01	56750	56750
791.18	695.51	56750	56750
791.68	695.01	57785	57785
792.18	694.51	57665	57665
792.68	694.01	57240	57240
793.18	693.51	58060	58060
793.68	693.01	57620	57620
794.18	692.51	56830	56830
794.68	692.01	57450	57450
795.18	691.51	56470	56470
795.68	691.01	56655	56655
796.18	690.51	56615	56615
796.68	690.01	56975	56975
797.18	689.51	56630	56630
797.68	689.01	56895	56895
798.18	688.51	56775	56775
798.68	688.01	57160	57160
799.18	687.51	57145	57145
799.68	687.01	57645	57645
800.18	686.51	56600	56600
800.68	686.01	56465	56465
801.18	685.51	56685	56685
801.68	685.01	56770	56770
802.18	684.51	56535	56535
802.68	684.01	57335	57335
803.18	683.51	57300	57300
803.68	683.01	56960	56960
804.18	682.51	56720	56720
804.68	682.01	56985	56985
805.18	681.51	57530	57530
805.68	681.01	57165	57165
806.18	680.51	57000	57000
806.68	680.01	56915	56915
807.18	679.51	57090	57090
807.68	679.01	56860	56860
808.18	678.51	57405	57405
808.68	678.01	58000	58000
809.18	677.51	57705	57705
809.68	677.01	57570	57570
810.18	676.51	57115	57115
810.68	676.01	57250	57250
811.18	675.51	57425	57425
811.68	675.01	58320	58320
812.18	674.51	57690	57690
812.68	674.01	57535	57535
813.18	673.51	57400	57400
813.68	673.01	57770	57770
814.18	672.51	57030	57030
814.68	672.01	58060	58060
815.18	671.51	58150	58150
815.68	671.01	58725	58725
816.18	670.51	58140	58140
816.68	670.01	58145	58145
817.18	669.51	57255	57255
817.68	669.01	57805	57805
818.18	668.51	58070	58070
818.68	668.01	57910	57910
819.18	667.51	57540	57540
819.68	667.01	58285	58285
820.18	666.51	58660	58660
820.68	666.01	57360	57360
821.18	665.51	57945	57945
821.68	665.01	58495	58495
822.18	664.51	57940	57940
822.68	664.01	57845	57845
823.18	663.51	58375	58375
823.68	663.01	58060	58060
824.18	662.51	58945	58945
824.68	662.01	58290	58290
825.18	661.51	58850	58850
825.68	661.01	57965	57965
826.18	660.51	57850	57850
826.68	660.01	58730	58730
827.18	659.51	58295	58295
827.68	659.01	58050	58050
828.18	658.51	58375	58375
828.68	658.01	58470	58470
829.18	657.51	58415	58415
829.68	657.01	58065	58065
830.18	656.51	58575	58575
830.68	656.01	58815	58815
831.18	655.51	57960	57960
831.68	655.01	58570	58570
832.18	654.51	58290	58290
832.68	654.01	58325	58325
833.18	653.51	58700	58700
833.68	653.01	57660	57660
834.18	652.51	58870	58870
834.68	652.01	59105	59105
835.18	651.51	58315	58315
835.68	651.01	58360	58360
836.18	650.51	58810	58810
836.68	650.01	59120	59120
837.18	649.51	58880	58880
837.68	649.01	58205	58205
838.18	648.51	59120	59120
838.68	648.01	59105	59105
839.18	647.51	59695	59695
839.68	647.01	59645	59645
840.18	646.51	59140	59140
840.68	646.01	59765	59765
841.18	645.51	59860	59860
841.68	645.01	59330	59330
842.18	644.51	59480	59480
842.68	644.01	58915	58915
843.18	643.51	59125	59125
843.68	643.01	59330	59330
844.18	642.51	60075	60075
844.68	642.01	59450	59450
845.18	641.51	59090	59090
845.68	641.01	58975	58975
846.18	640.51	59870	59870
846.68	640.01	60190	60190
847.18	639.51	60615	60615
847.68	639.01	59830	59830
848.18	638.51	59200	59200
848.68	638.01	59380	59380
849.18	637.51	60045	60045
849.68	637.01	59875	59875
850.18	636.51	59290	59290
850.68	636.01	58285	58285
851.18	635.51	59530	59530
851.68	635.01	59470	59470
852.18	634.51	59565	59565
852.68	634.01	60155	60155
853.18	633.51	58430	58430
853.68	633.01	59395	59395
854.18	632.51	59210	59210
854.68	632.01	59175	59175
855.18	631.51	59515	59515
855.68	631.01	59390	59390
856.18	630.51	58700	58700
856.68	630.01	59210	59210
857.18	629.51	59295	59295
857.68	629.01	59595	59595
858.18	628.51	59820	59820
858.68	628.01	59035	59035
859.18	627.51	58990	58990
859.68	627.01	59900	59900
860.18	626.51	58330	58330
860.68	626.01	58190	58190
861.18	625.51	59130	59130
861.68	625.01	59760	59760
862.18	624.51	60375	60375
862.68	624.01	60375	60375
863.18	623.51	60395	60395
863.68	623.01	60425	60425
864.18	622.51	60425	60425
864.68	622.01	60475	60475
865.18	621.51	60020	60020
865.68	621.01	59790	59790
866.18	620.51	59960	59960
866.68	620.01	60200	60200
867.18	619.51	59925	59925
867.68	619.01	59370	59370
868.18	618.51	60370	60370
868.68	618.01	60145	60145
869.18	617.51	61390	61390
869.68	617.01	60265	60265
870.18	616.51	59810	59810
870.68	616.01	59180	59180
871.18	615.51	60505	60505
871.68	615.01	59915	59915
872.18	614.51	59440	59440
872.68	614.01	60340	60340
873.18	613.51	59635	59635
873.68	613.01	59940	59940
874.18	612.51	60110	60110
874.68	612.01	61285	61285
875.18	611.51	61225	61225
875.68	611.01	60350	60350
876.18	610.51	60400	60400
876.68	610.01	60110	60110
877.18	609.51	60630	60630
877.68	609.01	60790	60790
878.18	608.51	60790	60790
878.68	608.01	60935	60935
879.18	607.51	60815	60815
879.68	607.01	60560	60560
880.18	606.51	60640	60640
880.68	606.01	60205	60205
881.18	605.51	60620	60620
881.68	605.01	60570	60570
882.18	604.51	60715	60715
882.68	604.01	60965	60965
883.18	603.51	60550	60550
883.68	603.01	61040	61040
884.18	602.51	61240	61240
884.68	602.01	60230	60230
885.18	601.51	59825	59825
885.68	601.01	61645	61645
886.18	600.51	61640	61640
886.68	600.01	60465	60465
887.18	599.51	61190	61190
887.68	599.01	60460	60460
888.18	598.51	60655	60655
888.68	598.01	60955	60955
889.18	597.51	60515	60515
889.68	597.01	61150	61150
890.18	596.51	61505	61505
890.68	596.01	61565	61565
891.18	595.51	61875	61875
891.68	595.01	60775	60775
892.18	594.51	61290	61290
892.68	594.01	60955	60955
893.18	593.51	61035	61035
893.68	593.01	61975	61975
894.18	592.51	60695	60695
894.68	592.01	60980	60980
895.18	591.51	61860	61860
895.68	591.01	62325	62325
896.18	590.51	61320	61320
896.68	590.01	61035	61035
897.18	589.51	61900	61900
897.68	589.01	62040	62040
898.18	588.51	62450	62450
898.68	588.01	62370	62370
899.18	587.51	62640	62640
899.68	587.01	62645	62645
900.18	586.51	62745	62745
900.68	586.01	62700	62700
901.18	585.51	62375	62375
901.68	585.01	63385	63385
902.18	584.51	61825	61825
902.68	584.01	61440	61440
903.18	583.51	61770	61770
903.68	583.01	61095	61095
904.18	582.51	61405	61405
904.68	582.01	61175	61175
905.18	581.51	61955	61955
905.68	581.01	61450	61450
906.18	580.51	61735	61735
906.68	580.01	61610	61610
907.18	579.51	61645	61645
907.68	579.01	61995	61995
908.18	578.51	62125	62125
908.68	578.01	62605	62605
909.18	577.51	63740	63740
909.68	577.01	64285	64285
910.18	576.51	64325	64325
910.68	576.01	64030	64030
911.18	575.51	63595	63595
911.68	575.01	62670	62670
912.18	574.51	61920	61920
912.68	574.01	61220	61220
913.18	573.51	61010	61010
913.68	573.01	60185	60185
914.18	572.51	60185	60185
914.68	572.01	59310	59310
915.18	571.51	59475	59475
915.68	571.01	59810	59810
916.18	570.51	60025	60025
916.68	570.01	59840	59840
917.18	569.51	59730	59730
917.68	569.01	60360	60360
918.18	568.51	59785	59785
918.68	568.01	60390	60390
919.18	567.51	60200	60200
919.68	567.01	59990	59990
920.18	566.51	60495	60495
920.68	566.01	60590	60590
921.18	565.51	60050	60050
921.68	565.01	59845	59845
922.18	564.51	59860	59860
922.68	564.01	60330	60330
923.18	563.51	60760	60760
923.68	563.01	61095	61095
924.18	562.51	61795	61795
924.68	562.01	61175	61175
925.18	561.51	62760	62760
925.68	561.01	62650	62650
926.18	560.51	62895	62895
926.68	560.01	62960	62960
927.18	559.51	63460	63460
927.68	559.01	64575	64575
928.18	558.51	64135	64135
928.68	558.01	64440	64440
929.18	557.51	64400	64400
929.68	557.01	65845	65845
930.18	556.51	65165	65165
930.68	556.01	64310	64310
931.18	555.51	64720	64720
931.68	555.01	64105	64105
932.18	554.51	63665	63665
932.68	554.01	63485	63485
933.18	553.51	62950	62950
933.68	553.01	62045	62045
934.18	552.51	61350	61350
934.68	552.01	60220	60220
935.18	551.51	60510	60510
935.68	551.01	60340	60340
936.18	550.51	58655	58655
936.68	550.01	58990	58990
937.18	549.51	58975	58975
937.68	549.01	57380	57380
938.18	548.51	57235	57235
938.68	548.01	56035	56035
939.18	547.51	54575	54575
939.68	547.01	54485	54485
940.18	546.51	54780	54780
940.68	546.01	54450	54450
941.18	545.51	52945	52945
941.68	545.01	51845	51845
942.18	544.51	51350	51350
942.68	544.01	50565	50565
943.18	543.51	50440	50440
943.68	543.01	49540	49540
944.18	542.51	48200	48200
944.68	542.01	48350	48350
945.18	541.51	47980	47980
945.68	541.01	48370	48370
946.18	540.51	47655	47655
946.68	540.01	47370	47370
947.18	539.51	48255	48255
947.68	539.01	47430	47430
948.18	538.51	47540	47429
948.68	538.01	48275	47420.9
949.18	537.51	49410	47401.9
949.68	537.01	50170	47375.5
950.18	536.51	52380	47327.7
950.68	536.01	54855	47255.8
951.18	535.51	60605	47128.4
951.68	535.01	70295	46907.3
952.18	534.51	84480	46548.7
952.68	534.01	105865	45982.5
953.18	533.51	133770	45144.5
953.68	533.01	162660	44022.8
954.18	532.51	181485	42710.8
954.68	532.01	180880	41391.9
955.18	531.51	159960	40260.2
955.68	531.01	128585	39417.1
956.18	530.51	98820	38850.1
956.68	530.01	76105	38494.5
957.18	529.51	60480	38284.6
957.68	529.01	50480	38168.2
958.18	528.51	43855	38114
958.68	528.01	41425	38082.3
959.18	527.51	39590	38068
959.68	527.01	38930	38059.7
960.18	526.51	38555	38055
960.68	526.01	38055	38055
961.18	525.51	38090	38090
961.68	525.01	38105	38105
962.18	524.51	37735	37735
962.68	524.01	37660	37660
963.18	523.51	37660	37660
963.68	523.01	37335	37335
964.18	522.51	37860	37860
964.68	522.01	37870	37870
965.18	521.51	37245	37245
965.68	521.01	37465	37465
966.18	520.51	37060	37060
966.68	520.01	37455	37455
967.18	519.51	37415	37415
967.68	519.01	37360	37360
968.18	518.51	37385	37385
968.68	518.01	37820	37820
969.18	517.51	37815	37815
969.68	517.01	37425	37425
970.18	516.51	37555	37555
970.68	516.01	37090	37090
971.18	515.51	37565	37565
971.68	515.01	37500	37500
972.18	514.51	37610	37610
972.68	514.01	37660	37660
973.18	513.51	37800	37800
973.68	513.01	38075	38075
974.18	512.51	37485	37485
974.68	512.01	38810	38810
975.18	511.51	38300	38300
975.68	511.01	37865	37865
976.18	510.51	37650	37650
976.68	510.01	37500	37500
977.18	509.51	37110	37110
977.68	509.01	37340	37340
978.18	508.51	37700	37700
978.68	508.01	37415	37415
979.18	507.51	38010	38010
979.68	507.01	37600	37600
980.18	506.51	38015	38015
980.68	506.01	38090	38090
981.18	505.51	37655	37655
981.68	505.01	38065	38065
982.18	504.51	37555	37555
982.68	504.01	37385	37385
983.18	503.51	37730	37730
983.68	503.01	37825	37825
984.18	502.51	37960	37960
984.68	502.01	37775	37775
985.18	501.51	38575	38575
985.68	501.01	38410	38410
986.18	500.51	38825	38825
986.68	500.01	38060	38060
987.18	499.51	37840	37840
987.68	499.01	38320	38320
988.18	498.51	39045	39045
988.68	498.01	39190	39190
989.18	497.51	38780	38780
989.68	497.01	38640	38640
990.18	496.51	39290	39290
990.68	496.01	38245	38245
991.18	495.51	38155	38155
991.68	495.01	38705	38705
992.18	494.51	38875	38875
992.68	494.01	38465	38465
993.18	493.51	38335	38335
993.68	493.01	38695	38695
994.18	492.51	38065	38065
994.68	492.01	38400	38400
995.18	491.51	38670	38670
995.68	491.01	38420	38420
996.18	490.51	38630	38630
996.68	490.01	38735	38735
997.18	489.51	38465	38465
997.68	489.01	38550	38550
998.18	488.51	38280	38280
998.68	488.01	38635	38635
999.18	487.51	39120	39120
999.68	487.01	39140	39140
1000.18	486.51	38940	38940
1000.68	486.01	39605	39605
1001.18	485.51	39100	39100
1001.68	485.01	38345	38345
1002.18	484.51	38685	38685
1002.68	484.01	38785	38785
1003.18	483.51	37695	37695
1003.68	483.01	37850	37850
1004.18	482.51	38500	38500
1004.68	482.01	39040	39040
1005.18	481.51	39335	39335
1005.68	481.01	39085	39085
1006.18	480.51	39235	39235
1006.68	480.01	38625	38625
1007.18	479.51	38950	38950
1007.68	479.01	39390	39390
1008.18	478.51	39425	39425
1008.68	478.01	38110	38110
1009.18	477.51	38710	38710
1009.68	477.01	39055	39055
1010.18	476.51	39105	39105
1010.68	476.01	39065	39065
1011.18	475.51	39435	39435
1011.68	475.01	39505	39505
1012.18	474.51	39065	39065
1012.68	474.01	39265	39265
1013.18	473.51	38995	38995
1013.68	473.01	39480	39480
1014.18	472.51	39365	39365
1014.68	472.01	39030	39030
1015.18	471.51	39520	39520
1015.68	471.01	38695	38695
1016.18	470.51	39725	39725
1016.68	470.01	39735	39735
1017.18	469.51	39140	39140
1017.68	469.01	39510	39510
1018.18	468.51	38695	38695
1018.68	468.01	39105	39105
1019.18	467.51	39455	39455
1019.68	467.01	38610	38610
1020.18	466.51	39295	39295
1020.68	466.01	38880	38880
1021.18	465.51	39185	39185
1021.68	465.01	39920	39920
1022.18	464.51	39965	39965
1022.68	464.01	40500	40500
1023.18	463.51	40405	40405
1023.68	463.01	40305	40305
1024.18	462.51	39705	39705
1024.68	462.01	39820	39820
1025.18	461.51	39825	39825
1025.68	461.01	40075	40075
1026.18	460.51	40440	40440
1026.68	460.01	40300	40300
1027.18	459.51	40185	40185
1027.68	459.01	40630	40630
1028.18	458.51	40570	40570
1028.68	458.01	40670	40670
1029.18	457.51	40325	40325
1029.68	457.01	40045	40045
1030.18	456.51	39970	39970
1030.68	456.01	40160	40160
1031.18	455.51	40410	40410
1031.68	455.01	40750	40750
1032.18	454.51	40395	40395
1032.68	454.01	40485	40485
1033.18	453.51	39470	39470
1033.68	453.01	39340	39340
1034.18	452.51	39700	39700
1034.68	452.01	40290	40290
1035.18	451.51	40445	40445
1035.68	451.01	40295	40295
1036.18	450.51	40030	40030
1036.68	450.01	39995	39995
1037.18	449.51	39850	39850
1037.68	449.01	40150	40150
1038.18	448.51	39550	39550
1038.68	448.01	39900	39900
1039.18	447.51	40615	40615
1039.68	447.01	40890	40890
1040.18	446.51	40575	40575
1040.68	446.01	40840	40840
1041.18	445.51	40360	40360
1041.68	445.01	40350	40350
1042.18	444.51	40480	40480
1042.68	444.01	40900	40900
1043.18	443.51	40790	40790
1043.68	443.01	41060	41060
1044.18	442.51	41580	41580
1044.68	442.01	41280	41280
1045.18	441.51	41195	41195
1045.68	441.01	41710	41710
1046.18	440.51	41980	41980
1046.68	440.01	42040	42040
1047.18	439.51	42145	42145
1047.68	439.01	42115	42115
1048.18	438.51	41990	41990
1048.68	438.01	41665	41665
1049.18	437.51	41110	41110
1049.68	437.01	40795	40795
1050.18	436.51	40965	40965
1050.68	436.01	41025	41025
1051.18	435.51	40980	40980
1051.68	435.01	40815	40815
1052.18	434.51	41080	41080
1052.68	434.01	41340	41340
1053.18	433.51	40795	40795
1053.68	433.01	40350	40350
1054.18	432.51	41450	41450
1054.68	432.01	41300	41300
1055.18	431.51	41505	41505
1055.68	431.01	40650	40650
1056.18	430.51	41025	41025
1056.68	430.01	41370	41370
1057.18	429.51	41330	41330
1057.68	429.01	41695	41695
1058.18	428.51	42000	42000
1058.68	428.01	42070	42070
1059.18	427.51	41605	41605
1059.68	427.01	41125	41125
1060.18	426.51	41065	41065
1060.68	426.01	41005	41005
1061.18	425.51	40960	40960
1061.68	425.01	41725	41725
1062.18	424.51	40510	40510
1062.68	424.01	40020	40020
1063.18	423.51	41145	41145
1063.68	423.01	42165	42165
1064.18	422.51	41835	41835
1064.68	422.01	41670	41670
1065.18	421.51	41530	41530
1065.68	421.01	41700	41700
1066.18	420.51	41965	41965
1066.68	420.01	41340	41340
1067.18	419.51	41425	41425
1067.68	419.01	41685	41685
1068.18	418.51	40825	40825
1068.68	418.01	40735	40735
1069.18	417.51	42055	42055
1069.68	417.01	41035	41035
1070.18	416.51	41275	41275
1070.68	416.01	41170	41170
1071.18	415.51	41685	41685
1071.68	415.01	41700	41700
1072.18	414.51	41870	41870
1072.68	414.01	42090	42090
1073.18	413.51	41755	41755
1073.68	413.01	42225	42225
1074.18	412.51	41660	41660
1074.68	412.01	41670	41670
1075.18	411.51	42000	42000
1075.68	411.01	41690	41690
1076.18	410.51	41745	41745
1076.68	410.01	42280	42280
1077.18	409.51	41825	41825
1077.68	409.01	41275	41275
1078.18	408.51	41775	41775
1078.68	408.01	42520	42520
1079.18	407.51	42495	42495
1079.68	407.01	42230	42230
1080.18	406.51	42130	42130
1080.68	406.01	42625	42625
1081.18	405.51	43000	43000
1081.68	405.01	43020	43020
1082.18	404.51	42410	42410
1082.68	404.01	42810	42810
1083.18	403.51	42650	42650
1083.68	403.01	43605	42647.4
1084.18	402.51	43815	42644.3
1084.68	402.01	43815	42641.2
1085.18	401.51	44910	42635.1
1085.68	401.01	45230	42628.1
1086.18	400.51	45560	42620.2
1086.68	400.01	45470	42612.6
1087.18	399.51	45645	42604.4
1087.68	399.01	45655	42596.2
