Created as New Dataset;Sample 1001 By Administrator Date fredag, september 22 2017
cm-1;%T
1192,00;92,88
1191,00;92,88
1190,00;92,88
1189,00;92,88
1188,00;92,88
1187,00;92,88
1186,00;92,89
1185,00;92,89
1184,00;92,89
1183,00;92,90
1182,00;92,90
1181,00;92,90
1180,00;92,91
1179,00;92,91
1178,00;92,92
1177,00;92,92
1176,00;92,93
1175,00;92,93
1174,00;92,93
1173,00;92,93
1172,00;92,93
1171,00;92,93
1170,00;92,93
1169,00;92,93
1168,00;92,94
1167,00;92,94
1166,00;92,94
1165,00;92,94
1164,00;92,94
1163,00;92,95
1162,00;92,95
1161,00;92,95
1160,00;92,95
1159,00;92,96
1158,00;92,96
1157,00;92,96
1156,00;92,96
1155,00;92,97
1154,00;92,97
1153,00;92,97
1152,00;92,98
1151,00;92,98
1150,00;92,98
1149,00;92,99
1148,00;92,99
1147,00;92,99
1146,00;93,00
1145,00;93,00
1144,00;93,00
1143,00;93,00
1142,00;93,00
1141,00;93,00
1140,00;93,00
1139,00;93,01
1138,00;93,01
1137,00;93,02
1136,00;93,03
1135,00;93,03
1134,00;93,03
1133,00;93,03
1132,00;93,03
1131,00;93,04
1130,00;93,04
1129,00;93,05
1128,00;93,05
1127,00;93,05
1126,00;93,06
1125,00;93,06
1124,00;93,06
1123,00;93,06
1122,00;93,07
1121,00;93,07
1120,00;93,07
1119,00;93,07
1118,00;93,08
1117,00;93,08
1116,00;93,09
1115,00;93,09
1114,00;93,10
1113,00;93,10
1112,00;93,10
1111,00;93,10
1110,00;93,10
1109,00;93,11
1108,00;93,11
1107,00;93,12
1106,00;93,12
1105,00;93,13
1104,00;93,13
1103,00;93,13
1102,00;93,13
1101,00;93,12
1100,00;93,12
1099,00;93,13
1098,00;93,13
1097,00;93,14
1096,00;93,14
1095,00;93,14
1094,00;93,14
1093,00;93,15
1092,00;93,15
1091,00;93,15
1090,00;93,15
1089,00;93,15
1088,00;93,16
1087,00;93,16
1086,00;93,16
1085,00;93,17
1084,00;93,18
1083,00;93,18
1082,00;93,19
1081,00;93,19
1080,00;93,19
1079,00;93,20
1078,00;93,20
1077,00;93,20
1076,00;93,21
1075,00;93,21
1074,00;93,22
1073,00;93,23
1072,00;93,23
1071,00;93,24
1070,00;93,24
1069,00;93,25
1068,00;93,25
1067,00;93,25
1066,00;93,26
1065,00;93,26
1064,00;93,27
1063,00;93,28
1062,00;93,28
1061,00;93,29
1060,00;93,29
1059,00;93,29
1058,00;93,30
1057,00;93,30
1056,00;93,30
1055,00;93,30
1054,00;93,30
1053,00;93,31
1052,00;93,32
1051,00;93,33
1050,00;93,35
1049,00;93,37
1048,00;93,38
1047,00;93,39
1046,00;93,40
1045,00;93,40
1044,00;93,40
1043,00;93,40
1042,00;93,41
1041,00;93,41
1040,00;93,42
1039,00;93,43
1038,00;93,43
1037,00;93,44
1036,00;93,44
1035,00;93,45
1034,00;93,45
1033,00;93,46
1032,00;93,46
1031,00;93,47
1030,00;93,47
1029,00;93,48
1028,00;93,48
1027,00;93,48
1026,00;93,49
1025,00;93,49
1024,00;93,49
1023,00;93,50
1022,00;93,50
1021,00;93,51
1020,00;93,52
1019,00;93,53
1018,00;93,54
1017,00;93,54
1016,00;93,55
1015,00;93,55
1014,00;93,56
1013,00;93,56
1012,00;93,57
1011,00;93,57
1010,00;93,58
1009,00;93,58
1008,00;93,59
1007,00;93,59
1006,00;93,60
1005,00;93,60
1004,00;93,61
1003,00;93,61
1002,00;93,62
1001,00;93,62
1000,00;93,63
999,00;93,64
998,00;93,65
997,00;93,66
996,00;93,66
995,00;93,66
994,00;93,67
993,00;93,67
992,00;93,68
991,00;93,68
990,00;93,69
989,00;93,69
988,00;93,69
987,00;93,70
986,00;93,70
985,00;93,71
984,00;93,72
983,00;93,72
982,00;93,73
981,00;93,73
980,00;93,74
979,00;93,74
978,00;93,75
977,00;93,75
976,00;93,76
975,00;93,76
974,00;93,77
973,00;93,78
972,00;93,78
971,00;93,78
970,00;93,79
969,00;93,79
968,00;93,80
967,00;93,80
966,00;93,81
965,00;93,81
964,00;93,82
963,00;93,83
962,00;93,84
961,00;93,84
960,00;93,84
959,00;93,85
958,00;93,85
957,00;93,86
956,00;93,86
955,00;93,87
954,00;93,88
953,00;93,88
952,00;93,89
951,00;93,89
950,00;93,90
949,00;93,91
948,00;93,91
947,00;93,92
946,00;93,92
945,00;93,93
944,00;93,93
943,00;93,94
942,00;93,94
941,00;93,94
940,00;93,94
939,00;93,95
938,00;93,96
937,00;93,96
936,00;93,97
935,00;93,97
934,00;93,98
933,00;93,98
932,00;93,98
931,00;93,99
930,00;94,00
929,00;94,00
928,00;94,01
927,00;94,01
926,00;94,01
925,00;94,02
924,00;94,02
923,00;94,03
922,00;94,04
921,00;94,04
920,00;94,04
919,00;94,05
918,00;94,05
917,00;94,05
916,00;94,06
915,00;94,06
914,00;94,07
913,00;94,08
912,00;94,08
911,00;94,08
910,00;94,09
909,00;94,09
908,00;94,09
907,00;94,10
906,00;94,10
905,00;94,10
904,00;94,11
903,00;94,12
902,00;94,12
901,00;94,12
900,00;94,13
899,00;94,13
898,00;94,13
897,00;94,14
896,00;94,14
895,00;94,14
894,00;94,14
893,00;94,15
892,00;94,15
891,00;94,16
890,00;94,16
889,00;94,17
888,00;94,17
887,00;94,17
886,00;94,17
885,00;94,18
884,00;94,18
883,00;94,18
882,00;94,19
881,00;94,19
880,00;94,20
879,00;94,20
878,00;94,21
877,00;94,22
876,00;94,22
875,00;94,23
874,00;94,23
873,00;94,23
872,00;94,23
871,00;94,24
870,00;94,24
869,00;94,24
868,00;94,24
867,00;94,25
866,00;94,25
865,00;94,26
864,00;94,26
863,00;94,27
862,00;94,28
861,00;94,28
860,00;94,28
859,00;94,28
858,00;94,29
857,00;94,29
856,00;94,30
855,00;94,30
854,00;94,31
853,00;94,31
852,00;94,31
851,00;94,31
850,00;94,32
849,00;94,32
848,00;94,32
847,00;94,32
846,00;94,33
845,00;94,34
844,00;94,34
843,00;94,35
842,00;94,35
841,00;94,35
840,00;94,36
839,00;94,36
838,00;94,37
837,00;94,38
836,00;94,38
835,00;94,38
834,00;94,39
833,00;94,39
832,00;94,39
831,00;94,40
830,00;94,41
829,00;94,41
828,00;94,41
827,00;94,42
826,00;94,42
825,00;94,44
824,00;94,45
823,00;94,46
822,00;94,47
821,00;94,47
820,00;94,48
819,00;94,48
818,00;94,48
817,00;94,49
816,00;94,49
815,00;94,49
814,00;94,49
813,00;94,49
812,00;94,50
811,00;94,50
810,00;94,51
809,00;94,51
808,00;94,51
807,00;94,52
806,00;94,52
805,00;94,53
804,00;94,53
803,00;94,53
802,00;94,54
801,00;94,54
800,00;94,55
799,00;94,56
798,00;94,56
797,00;94,56
796,00;94,57
795,00;94,57
794,00;94,57
793,00;94,58
792,00;94,58
791,00;94,59
790,00;94,59
789,00;94,59
788,00;94,60
787,00;94,60
786,00;94,61
785,00;94,61
784,00;94,61
783,00;94,62
782,00;94,63
781,00;94,63
780,00;94,64
779,00;94,64
778,00;94,65
777,00;94,66
776,00;94,66
775,00;94,67
774,00;94,67
773,00;94,67
772,00;94,68
771,00;94,68
770,00;94,69
769,00;94,69
768,00;94,70
767,00;94,70
766,00;94,71
765,00;94,71
764,00;94,72
763,00;94,72
762,00;94,73
761,00;94,73
760,00;94,73
759,00;94,74
758,00;94,74
757,00;94,75
756,00;94,76
755,00;94,76
754,00;94,77
753,00;94,78
752,00;94,78
751,00;94,78
750,00;94,79
749,00;94,79
748,00;94,80
747,00;94,80
746,00;94,81
745,00;94,81
744,00;94,82
743,00;94,82
742,00;94,83
741,00;94,83
740,00;94,84
739,00;94,84
738,00;94,85
737,00;94,85
736,00;94,86
735,00;94,86
734,00;94,87
733,00;94,88
732,00;94,88
731,00;94,89
730,00;94,89
729,00;94,89
728,00;94,90
727,00;94,90
726,00;94,90
725,00;94,91
724,00;94,91
723,00;94,92
722,00;94,92
721,00;94,93
720,00;94,94
719,00;94,94
718,00;94,94
717,00;94,95
716,00;94,95
715,00;94,96
714,00;94,97
713,00;94,97
712,00;94,98
711,00;94,99
710,00;94,99
709,00;95,00
708,00;95,01
707,00;95,01
706,00;95,02
705,00;95,02
704,00;95,02
703,00;95,03
702,00;95,03
701,00;95,04
700,00;95,04
699,00;95,04
698,00;95,05
697,00;95,05
696,00;95,06
695,00;95,07
694,00;95,07
693,00;95,07
692,00;95,08
691,00;95,08
690,00;95,09
689,00;95,09
688,00;95,10
687,00;95,10
686,00;95,10
685,00;95,11
684,00;95,11
683,00;95,11
682,00;95,11
681,00;95,12
680,00;95,12
679,00;95,13
678,00;95,14
677,00;95,15
676,00;95,15
675,00;95,16
674,00;95,16
673,00;95,16
672,00;95,17
671,00;95,21
670,00;95,29
669,00;95,36
668,00;95,40
667,00;95,37
666,00;95,30
665,00;95,24
664,00;95,22
663,00;95,22
662,00;95,22
661,00;95,23
660,00;95,23
659,00;95,24
658,00;95,25
657,00;95,26
656,00;95,26
655,00;95,27
654,00;95,28
653,00;95,28
652,00;95,29
651,00;95,29
650,00;95,30
649,00;95,31
648,00;95,31
647,00;95,32
646,00;95,32
645,00;95,33
644,00;95,33
643,00;95,34
642,00;95,35
641,00;95,35
640,00;95,36
639,00;95,36
638,00;95,37
637,00;95,38
636,00;95,39
635,00;95,39
634,00;95,40
633,00;95,40
632,00;95,41
631,00;95,41
630,00;95,42
629,00;95,42
628,00;95,43
627,00;95,43
626,00;95,44
625,00;95,44
624,00;95,45
623,00;95,45
622,00;95,46
621,00;95,46
620,00;95,47
619,00;95,48
618,00;95,48
617,00;95,49
616,00;95,50
615,00;95,50
614,00;95,51
613,00;95,51
612,00;95,52
611,00;95,53
610,00;95,54
609,00;95,55
608,00;95,55
607,00;95,56
606,00;95,56
605,00;95,57
604,00;95,57
603,00;95,58
602,00;95,58
601,00;95,59
600,00;95,60
599,00;95,60
598,00;95,61
597,00;95,61
596,00;95,62
595,00;95,62
594,00;95,63
593,00;95,64
592,00;95,65
591,00;95,65
590,00;95,67
589,00;95,67
588,00;95,68
587,00;95,68
586,00;95,68
585,00;95,68
584,00;95,68
583,00;95,69
582,00;95,70
581,00;95,71
580,00;95,72
579,00;95,73
578,00;95,73
577,00;95,73
576,00;95,73
575,00;95,73
574,00;95,74
573,00;95,75
572,00;95,76
571,00;95,76
570,00;95,76
569,00;95,76
568,00;95,76
567,00;95,77
566,00;95,78
565,00;95,79
564,00;95,80
563,00;95,81
562,00;95,82
561,00;95,82
560,00;95,82
559,00;95,82
558,00;95,83
557,00;95,83
556,00;95,83
555,00;95,84
554,00;95,84
553,00;95,85
552,00;95,85
551,00;95,86
550,00;95,87
549,00;95,87
548,00;95,88
547,00;95,88
546,00;95,89
545,00;95,89
544,00;95,89
543,00;95,90
542,00;95,91
541,00;95,91
540,00;95,92
539,00;95,92
538,00;95,93
537,00;95,94
536,00;95,95
535,00;95,95
534,00;95,96
533,00;95,96
532,00;95,96
531,00;95,97
530,00;95,97
529,00;95,98
528,00;95,98
527,00;95,99
526,00;95,99
525,00;95,99
524,00;95,99
523,00;95,98
522,00;95,98
521,00;95,98
520,00;95,99
519,00;95,99
518,00;96,00
517,00;96,01
516,00;96,01
515,00;96,02
514,00;96,03
513,00;96,03
512,00;96,03
511,00;96,04
510,00;96,04
509,00;96,05
508,00;96,06
507,00;96,06
506,00;96,07
505,00;96,08
504,00;96,09
503,00;96,10
502,00;96,11
501,00;96,11
500,00;96,12
499,00;96,11
498,00;96,11
497,00;96,12
496,00;96,13
495,00;96,13
494,00;96,14
493,00;96,14
492,00;96,14
491,00;96,15
490,00;96,16
489,00;96,16
488,00;96,16
487,00;96,16
486,00;96,17
485,00;96,17
484,00;96,17
483,00;96,18
482,00;96,19
481,00;96,20
480,00;96,20
479,00;96,21
478,00;96,21
477,00;96,22
476,00;96,22
475,00;96,22
474,00;96,24
473,00;96,26
472,00;96,27
471,00;96,27
470,00;96,27
469,00;96,27
468,00;96,26
467,00;96,26
466,00;96,26
465,00;96,27
464,00;96,28
463,00;96,29
462,00;96,29
461,00;96,29
460,00;96,29
459,00;96,30
458,00;96,31
457,00;96,33
456,00;96,34
455,00;96,36
454,00;96,37
453,00;96,37
452,00;96,38
451,00;96,38
450,00;96,40
