50min.csv;;Kemi1\Kemi01;29-09-2017 13:54:44;GENESYS 10S UV-Vis;2L9T161212;4.006
nm;A
200;2.9624
201;3.0049
202;3.0573
203;3.1141
204;3.1417
205;3.1621
206;3.1937
207;3.1694
208;3.1659
209;3.1552
210;3.1459
211;3.1479
212;3.1362
213;3.106
214;3.1133
215;3.0911
216;3.0685
217;3.0643
218;3.0727
219;3.0649
220;3.0634
221;3.0626
222;3.0581
223;3.0678
224;3.0905
225;3.0719
226;3.087
227;3.1087
228;3.1277
229;3.1377
230;3.1324
231;3.1234
232;3.1087
233;3.0941
234;3.0969
235;3.0965
236;3.0887
237;3.0853
238;3.0732
239;3.0712
240;3.0686
241;3.0806
242;3.0914
243;3.0931
244;3.0787
245;3.0625
246;3.0649
247;3.0702
248;3.0699
249;3.0594
250;3.0359
251;3.0218
252;3.0243
253;3.0178
254;2.9939
255;2.9777
256;2.971
257;2.9691
258;2.9739
259;2.978
260;2.9855
261;2.9795
262;2.9753
263;2.9331
264;2.9202
265;2.8996
266;2.8994
267;2.8969
268;2.885
269;2.8734
270;2.8631
271;2.8776
272;2.8832
273;2.8775
274;2.8654
275;2.8579
276;2.8597
277;2.8619
278;2.8588
279;2.8532
280;2.8488
281;2.86
282;2.8712
283;2.8749
284;2.8724
285;2.8817
286;2.8922
287;2.8992
288;2.8986
289;2.8941
290;2.903
291;2.9105
292;2.9109
293;2.9143
294;2.9312
295;2.9478
296;2.9622
297;2.9874
298;3.0004
299;2.997
300;2.9843
301;2.847
302;2.7366
303;2.5768
304;2.4583
305;2.3747
306;2.3217
307;2.2936
308;2.2841
309;2.282
310;2.2964
311;2.3182
312;2.3457
313;2.3779
314;2.4232
315;2.4651
316;2.5036
317;2.5464
318;2.5951
319;2.6339
320;2.6672
321;2.6937
322;2.728
323;2.7664
324;2.7911
325;2.7938
326;2.8047
327;2.8051
328;2.7982
329;2.8005
330;2.8055
331;2.8092
332;2.8082
333;2.8151
334;2.8136
335;2.8009
336;2.7948
337;2.7889
338;2.7895
339;2.7842
340;2.7784
341;2.7714
342;2.7713
343;2.7778
344;2.7854
345;2.7874
346;2.7769
347;2.7569
348;2.7448
349;2.7392
350;2.7343
351;2.7327
352;2.7291
353;2.7325
354;2.7299
355;2.7278
356;2.719
357;2.7059
358;2.6694
359;2.5993
360;2.5232
361;2.415
362;2.288
363;2.1198
364;1.9162
365;1.7329
366;1.5638
367;1.4005
368;1.2465
369;1.0977
370;0.9616
371;0.8467
372;0.7475
373;0.6508
374;0.5694
375;0.5016
376;0.4422
377;0.3958
378;0.3599
379;0.3249
380;0.2918
381;0.2648
382;0.2436
383;0.2246
384;0.2091
385;0.1961
386;0.1848
387;0.1755
388;0.1674
389;0.1609
390;0.1547
391;0.1491
392;0.1452
393;0.1407
394;0.1371
395;0.1344
396;0.1309
397;0.1284
398;0.1255
399;0.1236
400;0.1212
401;0.1199
402;0.118
403;0.1164
404;0.1143
405;0.1131
406;0.1113
407;0.1099
408;0.1087
409;0.1071
410;0.1063
411;0.1052
412;0.1042
413;0.1029
414;0.1021
415;0.1011
416;0.0999
417;0.099
418;0.098
419;0.097
420;0.0961
421;0.0954
422;0.0944
423;0.0935
424;0.0926
425;0.0918
426;0.0911
427;0.0904
428;0.0893
429;0.0886
430;0.0877
431;0.0867
432;0.0857
433;0.0852
434;0.0843
435;0.0837
436;0.083
437;0.0822
438;0.0811
439;0.0805
440;0.0793
441;0.0789
442;0.078
443;0.0772
444;0.0765
445;0.0756
446;0.0747
447;0.0739
448;0.0734
449;0.0728
450;0.072
451;0.0712
