30min.csv;;Kemi1\Kemi01;29-09-2017 13:46:00;GENESYS 10S UV-Vis;2L9T161212;4.006
nm;A
200;2.9902
201;3.0307
202;3.0871
203;3.1241
204;3.1668
205;3.1955
206;3.221
207;3.1983
208;3.1801
209;3.1971
210;3.1706
211;3.1585
212;3.1573
213;3.144
214;3.1464
215;3.1275
216;3.0959
217;3.1107
218;3.0946
219;3.0921
220;3.0935
221;3.0878
222;3.0891
223;3.095
224;3.1181
225;3.1069
226;3.1187
227;3.14
228;3.1609
229;3.1747
230;3.17
231;3.1569
232;3.1454
233;3.1308
234;3.1299
235;3.1245
236;3.1224
237;3.1204
238;3.1078
239;3.1012
240;3.1065
241;3.1114
242;3.1269
243;3.1255
244;3.1099
245;3.0912
246;3.0986
247;3.1111
248;3.1102
249;3.0989
250;3.0789
251;3.0671
252;3.0723
253;3.0668
254;3.0493
255;3.0341
256;3.0299
257;3.0254
258;3.0427
259;3.052
260;3.0587
261;3.0529
262;3.0494
263;3.0113
264;2.9907
265;2.9775
266;2.9747
267;2.9715
268;2.9633
269;2.9565
270;2.9441
271;2.9532
272;2.9565
273;2.9496
274;2.9418
275;2.9317
276;2.9325
277;2.9363
278;2.9349
279;2.9276
280;2.9212
281;2.9314
282;2.9443
283;2.9483
284;2.9511
285;2.962
286;2.9735
287;2.982
288;2.9763
289;2.9813
290;2.9879
291;2.9943
292;2.9949
293;3.0019
294;3.0146
295;3.0386
296;3.0557
297;3.0909
298;3.112
299;3.1424
300;3.153
301;3.1706
302;3.1682
303;3.1369
304;3.0705
305;3.0384
306;2.9898
307;2.9563
308;2.933
309;2.9045
310;2.8898
311;2.8731
312;2.8621
313;2.8484
314;2.8563
315;2.8629
316;2.8531
317;2.8501
318;2.8605
319;2.8672
320;2.8738
321;2.8653
322;2.8683
323;2.8924
324;2.9012
325;2.8906
326;2.8854
327;2.8747
328;2.8647
329;2.8558
330;2.8573
331;2.8503
332;2.8607
333;2.8587
334;2.8543
335;2.844
336;2.8357
337;2.8273
