20min.csv;;Kemi1\Kemi01;29-09-2017 13:41:09;GENESYS 10S UV-Vis;2L9T161212;4.006
nm;A
200;3.0182
201;3.0511
202;3.1141
203;3.1698
204;3.1888
205;3.2261
206;3.2436
207;3.2319
208;3.1937
209;3.2215
210;3.205
211;3.1954
212;3.2055
213;3.1823
214;3.1846
215;3.1689
216;3.1646
217;3.1509
218;3.161
219;3.1517
220;3.1405
221;3.1494
222;3.1462
223;3.1447
224;3.1661
225;3.1749
226;3.1665
227;3.1993
228;3.2154
229;3.2212
230;3.2232
231;3.2026
232;3.1982
233;3.1874
234;3.1828
235;3.1787
236;3.1702
237;3.1631
238;3.1565
239;3.1464
240;3.1522
241;3.1661
242;3.1699
243;3.1707
244;3.1576
245;3.1452
246;3.1476
247;3.1606
248;3.1647
249;3.1573
250;3.1372
251;3.1164
252;3.1328
253;3.1185
254;3.1263
255;3.1149
256;3.1141
257;3.1124
258;3.1177
259;3.1386
260;3.1508
261;3.1415
262;3.1094
263;3.1007
264;3.0813
265;3.0765
266;3.062
267;3.0567
268;3.0544
269;3.0401
270;3.0281
271;3.0373
272;3.0398
273;3.0271
274;3.0302
275;3.0204
276;3.0241
277;3.0301
278;3.0221
279;3.014
280;3.0107
281;3.0117
282;3.0196
283;3.0237
284;3.0292
285;3.0398
286;3.055
287;3.0659
288;3.0639
289;3.077
290;3.0719
291;3.0775
292;3.0751
293;3.0808
294;3.0987
295;3.1217
296;3.1498
297;3.1828
298;3.2191
299;3.2403
300;3.2756
301;3.3234
302;3.326
303;3.3207
304;3.3142
305;3.2865
306;3.2686
307;3.242
308;3.2303
309;3.2118
310;3.1953
311;3.149
312;3.1211
313;3.093
314;3.081
315;3.0729
316;3.0409
317;3.0256
318;3.014
319;3.0077
320;2.9924
321;2.9818
322;2.982
323;2.9864
324;2.996
325;2.9791
326;2.9681
327;2.9466
328;2.9253
329;2.929
330;2.9171
331;2.9215
332;2.92
333;2.924
334;2.916
335;2.8983
336;2.8905
337;2.8787
338;2.8836
339;2.8791
340;2.8657
341;2.8588
342;2.8601
343;2.8616
344;2.8767
345;2.8805
346;2.867
347;2.8463
348;2.8276
349;2.8236
350;2.822
351;2.8169
352;2.8145
353;2.8139
354;2.8158
355;2.8157
356;2.8045
357;2.7982
358;2.7643
359;2.7007
360;2.6299
361;2.5287
362;2.4092
363;2.2438
364;2.0441
365;1.862
366;1.6944
367;1.5297
368;1.3745
369;1.2231
370;1.0848
371;0.966
372;0.8637
373;0.764
374;0.6782
375;0.6081
376;0.5454
377;0.495
378;0.4569
379;0.4191
380;0.3829
381;0.3538
382;0.3299
383;0.3092
384;0.2916
385;0.2766
386;0.2637
387;0.2524
388;0.2429
389;0.2357
390;0.2285
391;0.2218
392;0.217
393;0.2119
394;0.2075
395;0.2038
396;0.2004
397;0.1972
398;0.1945
399;0.192
400;0.1899
401;0.1879
402;0.1856
403;0.1842
404;0.1824
405;0.1811
406;0.1797
407;0.1785
408;0.1773
409;0.176
410;0.1749
411;0.1742
412;0.1733
413;0.1726
414;0.1717
415;0.171
416;0.1701
417;0.1697
418;0.1691
419;0.1682
420;0.1678
421;0.1671
422;0.1668
423;0.1663
424;0.1656
425;0.1656
426;0.165
427;0.1646
428;0.1641
429;0.1637
430;0.1631
431;0.1622
432;0.1619
433;0.1616
434;0.1611
435;0.1604
436;0.1602
437;0.1595
438;0.1587
439;0.1584
440;0.1579
441;0.1573
442;0.1567
443;0.1561
444;0.1555
445;0.1545
446;0.154
447;0.1535
448;0.1528
449;0.152
450;0.1513
451;0.1505
452;0.1494
453;0.1488
454;0.1479
455;0.1469
456;0.1461
457;0.1453
458;0.1443
459;0.143
460;0.1421
461;0.141
462;0.14
463;0.1389
464;0.1377
465;0.1368
466;0.1355
467;0.1341
468;0.1331
469;0.1317
470;0.1305
471;0.1292
472;0.1281
473;0.1265
474;0.1254
475;0.124
476;0.1225
477;0.1211
478;0.1195
479;0.1186
480;0.1162
481;0.115
482;0.1136
483;0.1116
484;0.1105
485;0.1093
486;0.1078
487;0.1064
488;0.1049
489;0.1033
490;0.1018
491;0.1001
492;0.0985
493;0.0976
494;0.0953
495;0.0941
496;0.0924
497;0.091
498;0.0898
499;0.0883
500;0.0868
501;0.0852
502;0.0836
503;0.082
504;0.0807
505;0.0795
506;0.0777
507;0.0763
508;0.0746
509;0.0736
510;0.0724
511;0.0707
512;0.0695
513;0.0681
514;0.0665
515;0.0653
516;0.0641
517;0.0626
518;0.0616
519;0.0599
520;0.0589
521;0.0578
522;0.0566
523;0.0554
524;0.0541
525;0.0531
526;0.0517
527;0.0506
528;0.0498
529;0.0487
530;0.0477
531;0.0467
532;0.0458
533;0.0447
534;0.0437
535;0.0432
536;0.0421
537;0.041
538;0.0405
539;0.0393
540;0.0389
541;0.0379
542;0.0368
543;0.036
544;0.0353
545;0.0346
546;0.0339
547;0.0335
548;0.0328
549;0.032
550;0.0312
551;0.0308
552;0.03
553;0.029
554;0.0293
555;0.0285
556;0.0276
557;0.0276
558;0.0269
559;0.0265
560;0.0259
561;0.0246
562;0.0249
563;0.0246
564;0.0238
565;0.0236
566;0.0237
567;0.0228
568;0.022
569;0.0222
570;0.0213
571;0.0214
572;0.0207
573;0.0208
574;0.0205
575;0.0197
576;0.0192
577;0.0196
578;0.019
579;0.0189
580;0.0185
581;0.0182
582;0.0184
583;0.0179
584;0.0177
585;0.017
586;0.0169
587;0.0166
588;0.0171
589;0.0165
590;0.0162
591;0.0159
592;0.0161
593;0.0159
594;0.0157
595;0.0155
596;0.0153
597;0.0154
598;0.0149
599;0.0147
600;0.0136
601;0.0141
602;0.014
603;0.014
604;0.0138
605;0.0137
606;0.0136
607;0.0138
608;0.0133
609;0.0135
610;0.0133
611;0.013
612;0.0128
613;0.0126
614;0.0128
615;0.0122
616;0.012
617;0.0117
618;0.0118
619;0.0119
620;0.012
621;0.0109
622;0.0104
623;0.011
624;0.0108
625;0.0115
626;0.0106
627;0.0111
628;0.0115
629;0.0103
630;0.0101
631;0.0102
632;0.0105
633;0.0095
634;0.0108
635;0.0093
636;0.0088
637;0.009
638;0.0103
639;0.0103
640;0.0087
641;0.0083
642;0.0086
643;0.0084
644;0.0082
645;0.0098
646;0.0094
647;0.0084
648;0.0079
649;0.0086
650;0.0083
651;0.0076
652;0.0087
653;0.0077
654;0.0075
655;0.0075
656;0.0078
657;0.0078
658;0.0075
659;0.0086
660;0.0086
661;0.0073
662;0.0072
663;0.0073
664;0.0065
665;0.0074
666;0.0074
667;0.0082
668;0.0078
669;0.0073
670;0.0077
671;0.0071
672;0.0074
673;0.0075
674;0.0073
675;0.0069
676;0.0071
677;0.0072
678;0.0071
679;0.0069
680;0.0072
681;0.0068
682;0.0066
683;0.0076
684;0.0073
685;0.0071
686;0.0074
687;0.0066
688;0.0074
689;0.008
690;0.0079
691;0.0071
692;0.0073
693;0.0065
694;0.0067
695;0.0071
696;0.007
697;0.0069
698;0.007
699;0.0071
700;0.0069
701;0.0071
702;0.007
703;0.0061
704;0.006
705;0.0062
706;0.0074
707;0.0066
708;0.0059
709;0.006
710;0.0062
711;0.0067
712;0.006
713;0.0058
714;0.0057
715;0.0065
716;0.0057
717;0.006
718;0.0057
719;0.007
720;0.0056
721;0.0062
722;0.0057
723;0.0058
724;0.0071
725;0.0052
726;0.0072
727;0.006
728;0.0054
729;0.0052
730;0.0058
731;0.0057
732;0.0052
733;0.0058
734;0.0055
735;0.0057
736;0.0066
737;0.0055
738;0.0063
739;0.006
740;0.0055
741;0.0057
742;0.0053
743;0.0062
744;0.0054
745;0.0063
746;0.0044
747;0.0052
748;0.0049
749;0.0046
750;0.0047
751;0.0056
752;0.0049
753;0.0052
754;0.0046
755;0.0057
756;0.0045
757;0.0047
758;0.0049
759;0.0051
760;0.0048
761;0.0053
762;0.0045
763;0.0047
764;0.0046
765;0.0053
766;0.0045
767;0.0051
768;0.0043
769;0.0054
770;0.0046
771;0.0043
772;0.0048
773;0.0051
774;0.0045
775;0.0053
776;0.0043
777;0.0045
778;0.0045
779;0.0045
780;0.0043
781;0.0043
782;0.0042
783;0.0038
784;0.0041
785;0.0047
786;0.0039
787;0.0044
788;0.0045
789;0.0038
790;0.0041
791;0.0041
792;0.0048
793;0.0039
794;0.0047
795;0.0046
796;0.0038
797;0.005
798;0.0044
799;0.0045
800;0.0057
