10min.csv;;Kemi1\Kemi01;29-09-2017 13:36:46;GENESYS 10S UV-Vis;2L9T161212;4.006
nm;A
200;3.0181
201;3.0333
202;3.1179
203;3.1848
204;3.2148
205;3.2392
206;3.2499
207;3.241
208;3.2182
209;3.2358
210;3.213
211;3.2139
212;3.2103
213;3.2142
214;3.219
215;3.1967
216;3.185
217;3.1842
218;3.1848
219;3.1797
220;3.1781
221;3.1781
222;3.166
223;3.1839
224;3.1811
225;3.1861
226;3.2021
227;3.2129
228;3.2392
229;3.2613
230;3.2513
231;3.224
232;3.2129
233;3.1986
234;3.1981
235;3.2044
236;3.1882
237;3.1926
238;3.1865
239;3.1861
240;3.1805
241;3.1802
242;3.1983
243;3.1913
244;3.1774
245;3.1669
246;3.1691
247;3.1874
248;3.1927
249;3.1756
250;3.1586
251;3.1621
252;3.1687
253;3.1494
254;3.1629
255;3.1621
256;3.1649
257;3.1709
258;3.1769
259;3.1929
260;3.2064
261;3.2027
262;3.1654
263;3.165
264;3.1497
265;3.1399
266;3.129
267;3.1256
268;3.1139
269;3.1021
270;3.1041
271;3.1049
272;3.1136
273;3.1176
274;3.1005
275;3.0909
276;3.0935
277;3.0959
278;3.0912
279;3.0796
280;3.0779
281;3.0743
282;3.0895
283;3.0932
284;3.0978
285;3.1129
286;3.1277
287;3.1391
288;3.1476
289;3.1347
290;3.1457
291;3.1509
292;3.1523
293;3.1467
294;3.17
295;3.2011
296;3.2294
297;3.269
298;3.3009
299;3.327
300;3.349
301;3.3588
302;3.4135
303;3.4148
304;3.4526
305;3.402
306;3.4049
307;3.3914
308;3.4058
309;3.3938
310;3.3742
311;3.3236
312;3.2958
313;3.2622
314;3.2416
315;3.2444
316;3.194
317;3.1442
318;3.1404
319;3.1203
320;3.0988
321;3.0773
322;3.0587
323;3.0758
324;3.0659
325;3.0446
326;3.0201
327;3.0027
328;2.9768
329;2.9724
330;2.9654
331;2.961
332;2.9619
333;2.9637
334;2.9513
335;2.9397
336;2.927
337;2.9218
338;2.9195
339;2.9053
340;2.8932
341;2.8898
342;2.8881
343;2.8975
344;2.908
345;2.9093
346;2.8921
347;2.8738
348;2.8569
349;2.8548
350;2.8553
351;2.8492
352;2.8431
353;2.849
354;2.8492
355;2.846
356;2.8404
357;2.8353
358;2.8059
359;2.7501
360;2.692
361;2.606
362;2.4985
363;2.3436
364;2.151
365;1.974
366;1.8084
367;1.6423
368;1.4845
369;1.3308
370;1.1885
371;1.0656
372;0.9582
373;0.8532
374;0.7627
375;0.6864
376;0.6185
377;0.5643
378;0.5217
379;0.4798
380;0.439
381;0.4063
382;0.3786
383;0.3544
384;0.3339
385;0.3166
386;0.3009
387;0.2878
388;0.2764
389;0.2673
390;0.2583
391;0.2503
392;0.2443
393;0.2382
394;0.2326
395;0.2284
396;0.224
397;0.2198
398;0.2165
399;0.2132
400;0.2106
401;0.2082
402;0.2059
403;0.2038
404;0.2016
405;0.1999
406;0.1985
407;0.1969
408;0.1953
409;0.194
410;0.1925
411;0.1917
412;0.1907
413;0.1897
414;0.1887
415;0.1881
416;0.1871
417;0.1863
418;0.1857
419;0.185
420;0.1843
421;0.1837
422;0.1832
423;0.1828
424;0.1821
425;0.1818
426;0.1813
427;0.181
428;0.1804
429;0.1801
430;0.1793
431;0.1791
432;0.1783
433;0.178
434;0.1775
435;0.1771
436;0.1767
437;0.1763
438;0.1756
439;0.175
440;0.1745
441;0.1739
442;0.1732
443;0.1729
444;0.172
445;0.1715
446;0.1708
447;0.1702
448;0.1697
449;0.169
450;0.1683
451;0.1674
452;0.1666
453;0.166
454;0.165
455;0.1644
456;0.1633
457;0.1624
458;0.1617
459;0.1604
460;0.1596
461;0.1587
462;0.1573
463;0.1564
464;0.1552
465;0.1538
466;0.1527
467;0.1516
468;0.1499
469;0.1488
470;0.1474
471;0.1461
472;0.1451
473;0.1439
474;0.1422
475;0.1408
476;0.1393
477;0.1377
478;0.1363
479;0.1346
480;0.133
481;0.1317
482;0.1296
483;0.1281
484;0.1268
485;0.1253
486;0.1233
487;0.1218
488;0.1203
489;0.1187
490;0.1168
491;0.1149
492;0.1137
493;0.1121
494;0.1102
495;0.1087
496;0.1069
497;0.1053
498;0.1038
499;0.1018
500;0.1
501;0.0987
502;0.0967
503;0.0949
504;0.093
505;0.0918
506;0.09
507;0.0884
508;0.0868
509;0.0851
510;0.0834
511;0.0819
512;0.0803
513;0.0787
514;0.0769
515;0.076
516;0.0737
517;0.0726
518;0.0713
519;0.0696
520;0.0683
521;0.0668
522;0.0653
523;0.0642
524;0.0627
525;0.0611
526;0.0597
527;0.0584
528;0.0571
529;0.0561
530;0.0552
531;0.0538
532;0.0526
533;0.0511
534;0.0501
535;0.0491
536;0.0479
537;0.0465
538;0.0457
539;0.0447
540;0.0433
541;0.0425
542;0.0415
543;0.0405
544;0.0398
545;0.0389
546;0.0379
547;0.037
548;0.0367
549;0.0357
550;0.0347
551;0.0341
552;0.0332
553;0.0324
554;0.0316
555;0.0308
556;0.0305
557;0.0297
558;0.0291
559;0.0284
560;0.028
561;0.0268
562;0.0268
563;0.0263
564;0.0253
565;0.0246
566;0.0242
567;0.0241
568;0.0237
569;0.0229
570;0.023
571;0.0222
572;0.0216
573;0.0216
574;0.0209
575;0.0202
576;0.0202
577;0.0198
