100min.csv;;Kemi1\Kemi01;29-09-2017 14:17:10;GENESYS 10S UV-Vis;2L9T161212;4.006
nm;A
200;2.954
201;2.9991
202;3.0507
203;3.109
204;3.1601
205;3.1641
206;3.1904
207;3.1767
208;3.1652
209;3.163
210;3.1496
211;3.1314
212;3.1241
213;3.1053
214;3.1089
215;3.0788
216;3.0607
217;3.0511
218;3.0419
219;3.0344
220;3.0324
221;3.0341
222;3.0423
223;3.046
224;3.0767
225;3.0679
226;3.0742
227;3.0967
228;3.1127
229;3.1329
230;3.1283
231;3.1115
232;3.106
233;3.0906
234;3.0891
235;3.0952
236;3.0811
237;3.0801
238;3.0729
239;3.0704
240;3.0677
241;3.0777
242;3.0841
243;3.0831
244;3.0701
245;3.0555
246;3.0563
247;3.0673
248;3.0609
249;3.0479
250;3.0268
251;3.0118
252;3.0069
253;3.0069
254;2.9776
255;2.9576
256;2.9467
257;2.9446
258;2.9434
259;2.9457
260;2.9524
261;2.9388
262;2.9458
263;2.8963
264;2.8904
265;2.8783
266;2.8613
267;2.8582
268;2.8495
269;2.837
270;2.8311
271;2.8354
272;2.8376
273;2.8265
274;2.8209
275;2.8123
276;2.8146
277;2.8154
278;2.8145
279;2.809
280;2.8112
281;2.8153
282;2.8257
283;2.8271
284;2.8246
285;2.8318
286;2.8367
287;2.8484
288;2.8373
289;2.8332
290;2.847
291;2.852
292;2.852
293;2.8538
294;2.8613
295;2.8738
296;2.8801
297;2.887
298;2.8588
299;2.7458
300;2.5162
301;2.2283
302;1.9918
303;1.8081
304;1.6811
305;1.6093
306;1.5778
307;1.5756
308;1.5937
309;1.6272
310;1.6757
311;1.7384
312;1.8055
313;1.8802
314;1.9685
315;2.0494
316;2.1325
317;2.2244
318;2.3135
319;2.3933
320;2.4603
321;2.5244
322;2.5874
323;2.6516
324;2.6929
325;2.7136
326;2.7428
327;2.7537
328;2.7582
329;2.7649
330;2.7704
331;2.772
332;2.7802
333;2.7892
334;2.7901
335;2.7821
336;2.7731
337;2.7748
338;2.7705
339;2.7662
340;2.754
341;2.7559
342;2.7529
343;2.7591
344;2.7725
345;2.7757
346;2.7667
347;2.7467
348;2.7275
349;2.7274
350;2.7303
351;2.7195
352;2.7186
353;2.7214
354;2.7174
355;2.7127
356;2.7054
357;2.6975
358;2.6632
359;2.5954
360;2.5226
361;2.4206
362;2.2935
363;2.1239
364;1.9218
365;1.7343
366;1.5649
367;1.3993
368;1.2435
369;1.0916
370;0.9541
371;0.8376
372;0.7368
373;0.6389
374;0.5564
375;0.4891
376;0.4293
377;0.3828
378;0.3475
379;0.3118
380;0.279
381;0.2535
382;0.2321
383;0.2144
384;0.1995
385;0.1869
386;0.1765
387;0.1678
388;0.1607
389;0.155
390;0.1488
391;0.1439
392;0.1403
393;0.137
394;0.1331
395;0.1307
396;0.1278
397;0.1249
398;0.1232
399;0.1209
400;0.1193
401;0.1176
402;0.1164
403;0.1144
404;0.1132
405;0.1124
406;0.1103
407;0.1093
408;0.1077
409;0.1071
410;0.1061
411;0.105
412;0.1045
413;0.1032
414;0.1022
415;0.1014
416;0.101
417;0.0995
418;0.0994
419;0.0986
420;0.0975
421;0.0972
422;0.0967
423;0.096
424;0.0953
425;0.0948
426;0.0938
427;0.0934
428;0.0925
429;0.0921
430;0.0908
431;0.0905
432;0.0899
433;0.0889
434;0.0887
435;0.0879
436;0.087
437;0.0868
438;0.0858
439;0.0858
440;0.0847
441;0.084
442;0.0835
443;0.0831
444;0.0824
445;0.0817
446;0.0812
447;0.0805
448;0.08
449;0.0795
450;0.0787
451;0.0783
452;0.077
453;0.0765
454;0.076
455;0.0754
456;0.0748
457;0.0745
458;0.0736
459;0.0728
460;0.0724
461;0.0718
462;0.0708
463;0.07
464;0.0697
465;0.0685
466;0.0681
467;0.0677
468;0.067
469;0.0663
470;0.0651
471;0.0647
472;0.064
473;0.0626
474;0.0623
475;0.0612
476;0.0605
477;0.0603
478;0.0589
479;0.0581
480;0.0573
481;0.0568
482;0.0557
483;0.0549
484;0.0545
485;0.0542
486;0.0532
487;0.0523
488;0.0515
489;0.0512
490;0.0502
491;0.0489
492;0.0484
493;0.0481
494;0.0473
495;0.0465
496;0.0452
497;0.0452
498;0.0441
499;0.0427
500;0.0419
501;0.0413
502;0.0406
503;0.0402
504;0.0391
505;0.0391
506;0.0376
507;0.0373
508;0.0365
509;0.0353
510;0.0355
511;0.0348
512;0.0346
513;0.033
514;0.0332
515;0.0327
516;0.032
517;0.0319
518;0.0315
519;0.0302
520;0.0291
521;0.0281
522;0.0282
523;0.0278
524;0.0272
525;0.0264
526;0.0267
527;0.0258
528;0.0259
529;0.0251
530;0.0245
531;0.0251
532;0.024
533;0.0233
534;0.0231
535;0.0223
536;0.0216
537;0.0215
538;0.0217
539;0.0204
540;0.0205
541;0.0205
542;0.0202
543;0.0191
544;0.0192
545;0.0185
546;0.0187
547;0.0182
548;0.0175
549;0.0173
550;0.0175
551;0.0167
552;0.0166
553;0.0165
554;0.0162
555;0.0158
556;0.0152
557;0.0157
558;0.0155
559;0.0156
560;0.0146
561;0.0146
562;0.0147
563;0.0144
564;0.015
565;0.0136
566;0.0137
567;0.0133
568;0.0133
569;0.0134
570;0.013
571;0.0125
572;0.0135
573;0.0124
574;0.0123
575;0.0121
576;0.0125
577;0.0126
578;0.0123
579;0.0125
580;0.011
581;0.0116
582;0.0116
583;0.0108
584;0.0107
585;0.0118
586;0.0112
587;0.0103
588;0.0109
589;0.0107
590;0.0103
591;0.0108
592;0.0106
593;0.01
594;0.0102
595;0.0105
596;0.0103
597;0.0101
598;0.0102
599;0.01
600;0.0093
601;0.0102
602;0.01
603;0.0099
604;0.0098
605;0.0099
606;0.0095
607;0.0092
608;0.0096
609;0.0109
610;0.0095
611;0.0089
612;0.0091
613;0.0092
614;0.0084
615;0.0088
616;0.0087
617;0.0079
618;0.008
619;0.0081
620;0.0081
621;0.0082
622;0.0075
623;0.0087
624;0.0084
625;0.0082
626;0.0085
627;0.0081
628;0.0076
629;0.0078
630;0.0073
631;0.0078
632;0.0074
633;0.0067
634;0.0075
635;0.0075
636;0.0074
637;0.0071
638;0.0069
639;0.007
640;0.0069
641;0.007
642;0.0067
643;0.0063
644;0.0066
645;0.0069
646;0.0064
647;0.0063
648;0.006
649;0.0064
650;0.0065
651;0.0066
652;0.0064
653;0.006
654;0.0064
655;0.0057
656;0.0054
657;0.006
658;0.0062
659;0.0056
660;0.006
661;0.0067
662;0.0059
663;0.006
664;0.0057
665;0.006
666;0.0055
667;0.0058
668;0.0055
669;0.0063
670;0.0061
671;0.0066
672;0.0069
673;0.0058
674;0.0058
675;0.006
676;0.0059
677;0.0054
678;0.0052
679;0.0062
680;0.0058
681;0.0068
682;0.0074
683;0.0063
684;0.0067
685;0.0077
686;0.0069
687;0.0064
688;0.0063
689;0.0061
690;0.0064
691;0.0064
692;0.0057
693;0.0067
694;0.0061
695;0.0061
696;0.0053
697;0.0066
698;0.0062
699;0.0065
700;0.0056
701;0.0053
702;0.0065
703;0.006
704;0.0058
705;0.0053
706;0.005
707;0.0044
708;0.0057
709;0.0047
710;0.0059
711;0.0054
712;0.0056
713;0.0048
714;0.0059
715;0.0049
716;0.0052
717;0.0047
718;0.0045
719;0.0054
720;0.0045
721;0.0045
722;0.0057
723;0.0045
724;0.0044
725;0.0054
726;0.0039
727;0.0049
728;0.0046
729;0.0044
730;0.0039
731;0.004
732;0.0052
733;0.0043
734;0.0051
735;0.0054
736;0.0041
737;0.0043
738;0.005
739;0.0058
740;0.0046
741;0.0045
742;0.0055
743;0.0042
744;0.0054
745;0.0047
746;0.0039
747;0.0049
748;0.0042
749;0.006
750;0.0045
751;0.0048
752;0.0052
753;0.0047
754;0.0049
755;0.0045
756;0.0044
757;0.0034
758;0.005
759;0.0057
760;0.0051
761;0.005
762;0.004
763;0.0046
764;0.0045
765;0.0041
766;0.0044
767;0.0044
768;0.0042
769;0.0049
770;0.004
771;0.0045
772;0.0047
773;0.0052
774;0.0035
775;0.0039
776;0.0042
777;0.0049
778;0.0038
779;0.0042
780;0.0042
781;0.0052
782;0.0042
783;0.0051
784;0.0044
785;0.0043
786;0.0047
787;0.0043
788;0.0045
789;0.0045
790;0.0045
791;0.004
792;0.0042
793;0.0034
794;0.0039
795;0.0042
796;0.0039
797;0.005
798;0.0036
799;0.0046
800;0.0063
