#XList		#YList		#IList		
-39.341423	-21.065000	33.515320
-38.341423	-21.065000	37.836723
-37.341423	-21.065000	41.279335
-36.341423	-21.065000	1.007623
-35.341423	-21.065000	42.920822
-34.341423	-21.065000	0.639823
-33.341423	-21.065000	0.639823
-32.341423	-21.065000	0.639823
-31.341423	-21.065000	0.639823
-30.341423	-21.065000	0.639823
-29.341423	-21.065000	0.639823
-28.341423	-21.065000	0.992921
-27.341423	-21.065000	0.648575
-26.341423	-21.065000	5.428888
-25.341423	-21.065000	48.781898
-24.341423	-21.065000	58.088028
-23.341423	-21.065000	60.051155
-22.341423	-21.065000	57.414589
-21.341423	-21.065000	48.934666
-20.341423	-21.065000	55.382816
-19.341423	-21.065000	55.458279
-18.341423	-21.065000	59.176441
-17.341423	-21.065000	48.155556
-16.341423	-21.065000	0.639823
-15.341423	-21.065000	0.639823
-14.341423	-21.065000	0.639823
-13.341423	-21.065000	0.639823
-12.341423	-21.065000	0.639823
-11.341423	-21.065000	44.548187
-10.341423	-21.065000	56.274712
-9.341423	-21.065000	56.328102
-8.341423	-21.065000	44.160477
-7.341423	-21.065000	0.639823
-6.341423	-21.065000	11.843225
-5.341423	-21.065000	29.804777
-4.341423	-21.065000	52.571133
-3.341423	-21.065000	57.349892
-2.341423	-21.065000	29.158474
-1.341423	-21.065000	0.639823
-0.341423	-21.065000	10.064679
0.658577	-21.065000	23.595695
1.658577	-21.065000	44.275562
2.658577	-21.065000	36.686600
3.658577	-21.065000	5.718917
4.658577	-21.065000	399.974548
5.658577	-21.065000	38.127190
6.658577	-21.065000	61.032318
7.658577	-21.065000	51.024601
8.658577	-21.065000	58.501991
9.658577	-21.065000	60.663422
10.658577	-21.065000	53.939011
11.658577	-21.065000	43.819740
12.658577	-21.065000	0.710964
13.658577	-21.065000	24.369434
14.658577	-21.065000	7.568366
15.658577	-21.065000	0.639823
16.658577	-21.065000	40.857441
17.658577	-21.065000	27.553659
18.658577	-21.065000	18.807945
19.658577	-21.065000	6.223145
20.658577	-21.065000	37.149212
21.658577	-21.065000	56.654793
22.658577	-21.065000	62.049446
23.658577	-21.065000	55.869583
24.658577	-21.065000	64.283470
-39.341423	-20.065000	40.320648
-38.341423	-20.065000	33.484253
-37.341423	-20.065000	40.852139
-36.341423	-20.065000	38.519894
-35.341423	-20.065000	42.712719
-34.341423	-20.065000	0.906260
-33.341423	-20.065000	12.121318
-32.341423	-20.065000	0.639823
-31.341423	-20.065000	0.639823
-30.341423	-20.065000	0.639823
-29.341423	-20.065000	9.529719
-28.341423	-20.065000	0.676717
-27.341423	-20.065000	3.200182
-26.341423	-20.065000	0.639833
-25.341423	-20.065000	0.639823
-24.341423	-20.065000	38.978413
-23.341423	-20.065000	48.376476
-22.341423	-20.065000	51.526199
-21.341423	-20.065000	1.367232
-20.341423	-20.065000	42.368176
-19.341423	-20.065000	18.796162
-18.341423	-20.065000	36.509327
-17.341423	-20.065000	0.639823
-16.341423	-20.065000	0.639823
-15.341423	-20.065000	0.639823
-14.341423	-20.065000	0.639823
-13.341423	-20.065000	0.639823
-12.341423	-20.065000	0.639823
-11.341423	-20.065000	52.644184
-10.341423	-20.065000	54.736370
-9.341423	-20.065000	0.639823
-8.341423	-20.065000	22.774170
-7.341423	-20.065000	0.639823
-6.341423	-20.065000	15.598370
-5.341423	-20.065000	29.442545
-4.341423	-20.065000	48.873123
-3.341423	-20.065000	46.302643
-2.341423	-20.065000	0.652771
-1.341423	-20.065000	20.802515
-0.341423	-20.065000	3.137663
0.658577	-20.065000	0.639823
1.658577	-20.065000	33.927345
2.658577	-20.065000	36.579006
3.658577	-20.065000	0.645568
4.658577	-20.065000	14.030393
5.658577	-20.065000	62.217121
6.658577	-20.065000	54.167995
7.658577	-20.065000	61.664356
8.658577	-20.065000	59.926826
9.658577	-20.065000	51.478813
10.658577	-20.065000	39.124008
11.658577	-20.065000	33.414238
12.658577	-20.065000	25.674887
13.658577	-20.065000	27.447056
14.658577	-20.065000	0.639823
15.658577	-20.065000	0.639823
16.658577	-20.065000	0.639823
17.658577	-20.065000	41.516800
18.658577	-20.065000	0.639823
19.658577	-20.065000	3.841104
20.658577	-20.065000	0.639823
21.658577	-20.065000	40.144882
22.658577	-20.065000	59.508667
23.658577	-20.065000	59.396652
24.658577	-20.065000	60.669086
-39.341423	-19.065000	20.147062
-38.341423	-19.065000	37.442360
-37.341423	-19.065000	43.719131
-36.341423	-19.065000	40.849373
-35.341423	-19.065000	32.349205
-34.341423	-19.065000	56.838692
-33.341423	-19.065000	42.426365
-32.341423	-19.065000	0.639823
-31.341423	-19.065000	0.639823
-30.341423	-19.065000	0.639823
-29.341423	-19.065000	0.639823
-28.341423	-19.065000	18.384981
-27.341423	-19.065000	19.467304
-26.341423	-19.065000	29.064276
-25.341423	-19.065000	0.639823
-24.341423	-19.065000	0.777927
-23.341423	-19.065000	0.639823
-22.341423	-19.065000	0.639823
-21.341423	-19.065000	0.639823
-20.341423	-19.065000	9.819250
-19.341423	-19.065000	6.878971
-18.341423	-19.065000	36.790924
-17.341423	-19.065000	0.639823
-16.341423	-19.065000	0.639823
-15.341423	-19.065000	0.639823
-14.341423	-19.065000	0.639823
-13.341423	-19.065000	0.639823
-12.341423	-19.065000	0.639823
-11.341423	-19.065000	37.681778
-10.341423	-19.065000	0.639823
-9.341423	-19.065000	23.269011
-8.341423	-19.065000	0.639823
-7.341423	-19.065000	19.821680
-6.341423	-19.065000	0.639823
-5.341423	-19.065000	36.108368
-4.341423	-19.065000	15.264302
