#XList		#YList		#IList		
-39.341423	-21.065000	1583.566406
-38.341423	-21.065000	1582.871948
-37.341423	-21.065000	1582.145874
-36.341423	-21.065000	1583.356323
-35.341423	-21.065000	1583.883179
-34.341423	-21.065000	1583.682861
-33.341423	-21.065000	1580.836060
-32.341423	-21.065000	1583.693359
-31.341423	-21.065000	1570.000000
-30.341423	-21.065000	1580.939209
-29.341423	-21.065000	1570.000000
-28.341423	-21.065000	1585.185913
-27.341423	-21.065000	1570.000000
-26.341423	-21.065000	1584.928467
-25.341423	-21.065000	1583.759888
-24.341423	-21.065000	1582.689697
-23.341423	-21.065000	1584.451172
-22.341423	-21.065000	1582.045654
-21.341423	-21.065000	1580.970703
-20.341423	-21.065000	1576.175415
-19.341423	-21.065000	1590.393188
-18.341423	-21.065000	1591.088379
-17.341423	-21.065000	1570.000000
-16.341423	-21.065000	1570.000000
-15.341423	-21.065000	1570.000000
-14.341423	-21.065000	1570.000000
-13.341423	-21.065000	1570.000000
-12.341423	-21.065000	1570.000000
-11.341423	-21.065000	1570.000000
-10.341423	-21.065000	1600.000000
-9.341423	-21.065000	1594.815430
-8.341423	-21.065000	1584.737427
-7.341423	-21.065000	1584.418335
-6.341423	-21.065000	1585.313110
-5.341423	-21.065000	1585.179443
-4.341423	-21.065000	1582.514404
-3.341423	-21.065000	1585.606812
-2.341423	-21.065000	1583.521240
-1.341423	-21.065000	1583.226196
-0.341423	-21.065000	1582.501831
0.658577	-21.065000	1583.261963
1.658577	-21.065000	1584.694824
2.658577	-21.065000	1584.839966
3.658577	-21.065000	1584.608643
4.658577	-21.065000	1581.590942
5.658577	-21.065000	1581.401611
6.658577	-21.065000	1583.579468
7.658577	-21.065000	1598.062134
8.658577	-21.065000	1582.104980
9.658577	-21.065000	1583.105225
10.658577	-21.065000	1584.535400
11.658577	-21.065000	1585.317017
12.658577	-21.065000	1584.609985
13.658577	-21.065000	1585.950073
14.658577	-21.065000	1584.339966
15.658577	-21.065000	1581.444336
16.658577	-21.065000	1581.761353
17.658577	-21.065000	1583.937866
18.658577	-21.065000	1584.359375
19.658577	-21.065000	1570.000000
20.658577	-21.065000	1583.635620
21.658577	-21.065000	1587.666748
22.658577	-21.065000	1570.000000
23.658577	-21.065000	1570.000000
24.658577	-21.065000	1594.822876
-39.341423	-20.065000	1582.761719
-38.341423	-20.065000	1584.171753
-37.341423	-20.065000	1583.108643
-36.341423	-20.065000	1582.916748
-35.341423	-20.065000	1582.940063
-34.341423	-20.065000	1583.559204
-33.341423	-20.065000	1584.653564
-32.341423	-20.065000	1581.975830
-31.341423	-20.065000	1576.874878
-30.341423	-20.065000	1579.275757
-29.341423	-20.065000	1580.643921
-28.341423	-20.065000	1584.906250
-27.341423	-20.065000	1582.522583
-26.341423	-20.065000	1584.456421
-25.341423	-20.065000	1582.734497
-24.341423	-20.065000	1585.379150
-23.341423	-20.065000	1584.965576
-22.341423	-20.065000	1572.007080
-21.341423	-20.065000	1583.369629
-20.341423	-20.065000	1584.394653
-19.341423	-20.065000	1583.672852
-18.341423	-20.065000	1583.902710
-17.341423	-20.065000	1570.000000
-16.341423	-20.065000	1570.000000
-15.341423	-20.065000	1570.000000
-14.341423	-20.065000	1570.000000
-13.341423	-20.065000	1570.000000
-12.341423	-20.065000	1570.993774
-11.341423	-20.065000	1577.731567
-10.341423	-20.065000	1586.091675
-9.341423	-20.065000	1585.108276
-8.341423	-20.065000	1584.868164
-7.341423	-20.065000	1584.308594
-6.341423	-20.065000	1585.539429
-5.341423	-20.065000	1584.056763
-4.341423	-20.065000	1577.079956
-3.341423	-20.065000	1576.191528
-2.341423	-20.065000	1581.968018
-1.341423	-20.065000	1583.584717
-0.341423	-20.065000	1583.056885
0.658577	-20.065000	1582.746704
1.658577	-20.065000	1583.488281
2.658577	-20.065000	1583.411255
3.658577	-20.065000	1582.533569
4.658577	-20.065000	1582.067627
5.658577	-20.065000	1580.076050
6.658577	-20.065000	1588.918945
7.658577	-20.065000	1570.000000
8.658577	-20.065000	1586.038452
9.658577	-20.065000	1583.458130
10.658577	-20.065000	1583.205200
11.658577	-20.065000	1583.776855
12.658577	-20.065000	1585.722168
13.658577	-20.065000	1585.965942
14.658577	-20.065000	1585.814575
15.658577	-20.065000	1583.292847
16.658577	-20.065000	1582.145020
17.658577	-20.065000	1583.999146
18.658577	-20.065000	1582.544678
19.658577	-20.065000	1574.454102
20.658577	-20.065000	1570.000000
21.658577	-20.065000	1581.398682
22.658577	-20.065000	1576.859741
23.658577	-20.065000	1571.477661
24.658577	-20.065000	1570.000000
-39.341423	-19.065000	1582.392334
-38.341423	-19.065000	1583.833374
-37.341423	-19.065000	1583.393677
-36.341423	-19.065000	1583.224365
-35.341423	-19.065000	1583.610596
-34.341423	-19.065000	1583.629395
-33.341423	-19.065000	1585.278198
-32.341423	-19.065000	1586.913330
-31.341423	-19.065000	1570.000000
-30.341423	-19.065000	1570.000000
-29.341423	-19.065000	1585.196777
-28.341423	-19.065000	1584.819824
-27.341423	-19.065000	1584.746216
-26.341423	-19.065000	1585.299805
-25.341423	-19.065000	1583.542114
-24.341423	-19.065000	1583.404297
-23.341423	-19.065000	1583.920410
-22.341423	-19.065000	1584.687744
-21.341423	-19.065000	1586.263062
-20.341423	-19.065000	1584.423096
-19.341423	-19.065000	1582.182007
-18.341423	-19.065000	1584.787598
-17.341423	-19.065000	1571.124146
-16.341423	-19.065000	1570.000000
-15.341423	-19.065000	1570.000000
-14.341423	-19.065000	1570.000000
-13.341423	-19.065000	1570.000000
