C:\Users\emilbp\PhD\Projects\graphene-production\data\raw_data\xps\20171212_Gr-NH2\20171130_Gr-NH2.vms
C 1s/13
	Characteristic Energy eV	1486.69	Acquisition Time s	1
KE_C 1s/13	BE_C 1s/13	CPS_C 1s/13	C=C (sp2)_1_C 1s/13	C-O/C-N_2_C 1s/13	C=O_3_C 1s/13	p-p* (SUS)_4_C 1s/13	C-C (sp3)_5_C 1s/13	Background_C 1s/13	Envelope_C 1s/13
1202.26	284.434	24713	24406.9	908.314	879.326	879.317	899.531	879.317	24456.1
1202.36	284.334	22117	22219.4	867.322	847.114	847.108	856.119	847.108	22248.6
1202.46	284.234	18079	18320.1	834.858	820.978	820.974	824.762	820.974	18337.8
1202.56	284.134	13525	13754.3	811.115	801.71	801.707	803.202	801.707	13765.2
1202.66	284.034	9450	9497.03	794.912	788.593	788.591	789.144	788.591	9503.91
1202.76	283.934	6308	6119.42	784.402	780.222	780.221	780.413	780.221	6123.8
1202.86	283.834	4121	3778.54	777.886	775.155	775.154	775.217	775.154	3781.33
1202.96	283.734	2648	2323.86	774.083	772.314	772.314	772.333	772.314	2325.65
1203.06	283.634	1751	1510.07	771.956	770.83	770.83	770.835	770.83	1511.2
1203.16	283.534	1307	1095.87	770.726	770.017	770.016	770.018	770.016	1096.58
1203.26	283.434	977	902.148	770.145	769.703	769.703	769.703	769.703	902.592
1203.36	283.334	746	819.743	769.938	769.667	769.667	769.667	769.667	820.015
1203.46	283.234	586	603.518	586.165	586	586	586	586	603.683
1203.56	283.134	514	519.659	514.099	514	514	514	514	519.758
1203.66	283.034	457	458.709	457.059	457	457	457	457	458.767
1203.76	282.934	420	420.475	420.034	420	420	420	420	420.51
1203.86	282.834	392	392.123	392.02	392	392	392	392	392.143
1203.96	282.734	363	363.03	363.011	363	363	363	363	363.041
1204.06	282.634	312	312.007	312.006	312	312	312	312	312.013
1204.16	282.534	329	329.001	329.004	329	329	329	329	329.005
1204.26	282.434	296	296	296.002	296	296	296	296	296.002
1204.36	282.334	268	268	268.001	268	268	268	268	268.001
1204.46	282.234	255	255	255.001	255	255	255	255	255.001
1204.56	282.134	273	273	273	273	273	273	273	273
1204.66	282.034	240	240	240	240	240	240	240	240
1204.76	281.934	218	218	218	218	218	218	218	218
1204.86	281.834	250	250	250	250	250	250	250	250
1204.96	281.734	238	238	238	238	238	238	238	238
1205.06	281.634	219	219	219	219	219	219	219	219
1205.16	281.534	231	231	231	231	231	231	231	231
1205.26	281.434	236	236	236	236	236	236	236	236
1205.36	281.334	220	220	220	220	220	220	220	220
1205.46	281.234	196	196	196	196	196	196	196	196
1205.56	281.134	206	206	206	206	206	206	206	206
1205.66	281.034	184	184	184	184	184	184	184	184
1205.76	280.934	224	224	224	224	224	224	224	224
1205.86	280.834	208	208	208	208	208	208	208	208
1205.96	280.734	196	196	196	196	196	196	196	196
1206.06	280.634	194	194	194	194	194	194	194	194
1206.16	280.534	181	181	181	181	181	181	181	181
1206.26	280.434	195	195	195	195	195	195	195	195
1206.36	280.334	189	189	189	189	189	189	189	189
1206.46	280.234	198	198	198	198	198	198	198	198
1206.56	280.134	186	186	186	186	186	186	186	186
1206.66	280.034	199	199	199	199	199	199	199	199
1206.76	279.934	196	196	196	196	196	196	196	196
1206.86	279.834	185	185	185	185	185	185	185	185
1206.96	279.734	170	170	170	170	170	170	170	170
1207.06	279.634	191	191	191	191	191	191	191	191
1207.16	279.534	165	165	165	165	165	165	165	165
1207.26	279.434	206	206	206	206	206	206	206	206
1207.36	279.334	181	181	181	181	181	181	181	181
1207.46	279.234	175	175	175	175	175	175	175	175
1207.56	279.134	176	176	176	176	176	176	176	176
1207.66	279.034	180	180	180	180	180	180	180	180
1207.76	278.934	178	178	178	178	178	178	178	178
1207.86	278.834	190	190	190	190	190	190	190	190
1207.96	278.734	196	196	196	196	196	196	196	196
1208.06	278.634	183	183	183	183	183	183	183	183
1208.16	278.534	171	171	171	171	171	171	171	171
1208.26	278.434	161	161	161	161	161	161	161	161
1208.36	278.334	185	185	185	185	185	185	185	185
1208.46	278.234	208	208	208	208	208	208	208	208
1208.56	278.134	175	175	175	175	175	175	175	175
1208.66	278.034	166	166	166	166	166	166	166	166
1208.76	277.934	148	148	148	148	148	148	148	148
1208.86	277.834	158	158	158	158	158	158	158	158
1208.96	277.734	167	167	167	167	167	167	167	167
1209.06	277.634	150	150	150	150	150	150	150	150
1209.16	277.534	153	153	153	153	153	153	153	153
1209.26	277.434	166	166	166	166	166	166	166	166
1209.36	277.334	165	165	165	165	165	165	165	165
1209.46	277.234	172	172	172	172	172	172	172	172
1209.56	277.134	161	161	161	161	161	161	161	161
1209.66	277.034	186	186	186	186	186	186	186	186
1209.76	276.934	185	185	185	185	185	185	185	185
1209.86	276.834	186	186	186	186	186	186	186	186
1209.96	276.734	181	181	181	181	181	181	181	181
1210.06	276.634	165	165	165	165	165	165	165	165
1210.16	276.534	168	168	168	168	168	168	168	168
1210.26	276.434	161	161	161	161	161	161	161	161
1210.36	276.334	179	179	179	179	179	179	179	179
1210.46	276.234	168	168	168	168	168	168	168	168
1210.56	276.134	160	160	160	160	160	160	160	160
1210.66	276.034	174	174	174	174	174	174	174	174
1210.76	275.934	152	152	152	152	152	152	152	152
1210.86	275.834	167	167	167	167	167	167	167	167
1210.96	275.734	141	141	141	141	141	141	141	141
1211.06	275.634	166	166	166	166	166	166	166	166
1211.16	275.534	167	167	167	167	167	167	167	167
1211.26	275.434	179	179	179	179	179	179	179	179
1211.36	275.334	147	147	147	147	147	147	147	147
1211.46	275.234	152	152	152	152	152	152	152	152
1211.56	275.134	158	158	158	158	158	158	158	158
1211.66	275.034	173	173	173	173	173	173	173	173
1211.76	274.934	170	170	170	170	170	170	170	170
1211.86	274.834	147	147	147	147	147	147	147	147
1211.96	274.734	158	158	158	158	158	158	158	158
1212.06	274.634	186	186	186	186	186	186	186	186
1212.16	274.534	162	162	162	162	162	162	162	162
1212.26	274.434	152	152	152	152	152	152	152	152
1212.36	274.334	154	154	154	154	154	154	154	154
