20180119_2_B_0min.csv;;Kemi1\Kemi01;20-01-2018 15:57:16;GENESYS 10S UV-Vis;2L9T161212;4.006
nm;A
400;0.5461
401;0.5487
402;0.5516
403;0.5545
404;0.5574
405;0.5604
406;0.5638
407;0.5669
408;0.5701
409;0.5732
410;0.576
411;0.5788
412;0.5817
413;0.5843
414;0.5869
415;0.5892
416;0.5918
417;0.594
418;0.5961
419;0.5979
420;0.5996
421;0.6011
422;0.6026
423;0.604
424;0.6053
425;0.6064
426;0.6073
427;0.6081
428;0.6089
429;0.6096
430;0.6101
431;0.6103
432;0.6107
433;0.6106
434;0.6107
435;0.6105
436;0.6103
437;0.6101
438;0.6095
439;0.609
440;0.6084
441;0.6077
442;0.6069
443;0.6059
444;0.6051
445;0.6039
446;0.6033
447;0.602
448;0.601
449;0.5996
450;0.5985
451;0.5973
452;0.596
453;0.5948
454;0.5935
455;0.5925
456;0.5911
457;0.5902
458;0.5892
459;0.588
460;0.5871
461;0.5866
462;0.5855
463;0.5849
464;0.5843
465;0.5837
466;0.5836
467;0.5833
468;0.5831
469;0.5834
470;0.5831
471;0.5836
472;0.5837
473;0.584
474;0.5844
475;0.5848
476;0.5857
477;0.5862
478;0.5869
479;0.5877
480;0.5885
481;0.5893
482;0.59
483;0.5902
484;0.591
485;0.5912
486;0.5923
487;0.5927
488;0.5928
489;0.5933
490;0.5933
491;0.5935
492;0.5934
493;0.5931
494;0.5931
495;0.5926
496;0.5919
497;0.591
498;0.5905
499;0.589
500;0.5875
501;0.5861
502;0.5843
503;0.5827
504;0.5806
505;0.5786
506;0.5763
507;0.5738
508;0.5709
509;0.568
510;0.565
511;0.5618
512;0.5584
513;0.555
514;0.5511
515;0.5469
516;0.543
517;0.5391
518;0.5351
519;0.5305
520;0.5261
521;0.5215
522;0.5165
523;0.5111
524;0.5059
525;0.5005
526;0.4954
527;0.49
528;0.4838
529;0.479
530;0.4735
531;0.4675
532;0.4611
533;0.4542
534;0.4484
535;0.4424
536;0.4352
537;0.429
538;0.4226
539;0.4154
540;0.4083
541;0.4013
542;0.3949
543;0.3884
544;0.3808
545;0.3735
546;0.3661
547;0.3587
548;0.3515
549;0.3451
550;0.3375
551;0.3305
552;0.3231
553;0.3158
554;0.309
555;0.3016
556;0.2949
557;0.2878
558;0.2812
559;0.2742
560;0.2673
561;0.2607
562;0.2547
563;0.248
564;0.2413
565;0.2358
566;0.2297
567;0.2237
568;0.218
569;0.2124
570;0.2068
571;0.2014
572;0.1966
573;0.1917
574;0.1865
575;0.1816
576;0.1774
577;0.1732
578;0.1689
579;0.1646
580;0.1606
581;0.1564
582;0.1526
583;0.1493
584;0.1455
585;0.1422
586;0.1388
587;0.1356
588;0.1326
589;0.1291
590;0.1266
591;0.124
592;0.1208
593;0.1185
594;0.1159
595;0.1134
596;0.1111
597;0.109
598;0.1066
599;0.1051
600;0.1028
601;0.101
602;0.0993
603;0.0971
604;0.0953
605;0.0941
606;0.0922
607;0.0912
608;0.0896
609;0.0881
610;0.0868
611;0.0857
612;0.0847
613;0.0835
614;0.0817
615;0.0809
616;0.0797
617;0.079
618;0.0778
619;0.0769
620;0.0759
621;0.0752
622;0.0741
623;0.0733
624;0.0724
625;0.072
626;0.0716
627;0.0701
628;0.0697
629;0.0692
630;0.0686
631;0.0678
632;0.0676
633;0.0673
634;0.0664
635;0.0654
636;0.0657
637;0.0645
638;0.0645
639;0.0633
640;0.0631
641;0.0633
642;0.0626
643;0.0621
644;0.0617
645;0.0612
646;0.0607
647;0.0605
648;0.06
649;0.0595
650;0.0598
651;0.059
652;0.0588
653;0.0585
654;0.0579
655;0.0577
656;0.0577
657;0.0573
658;0.0569
659;0.0563
660;0.0562
661;0.0564
662;0.0557
663;0.0553
664;0.0554
665;0.0548
666;0.0547
667;0.0544
668;0.0544
669;0.054
670;0.054
671;0.0538
672;0.0534
673;0.0535
674;0.0531
675;0.0526
676;0.0524
677;0.0524
678;0.0518
679;0.0518
680;0.0518
681;0.0514
682;0.0504
683;0.05
684;0.0499
685;0.0495
686;0.0487
687;0.0488
688;0.0484
689;0.0484
690;0.0477
691;0.0479
692;0.0476
693;0.0479
694;0.0471
695;0.0471
696;0.0465
697;0.0459
698;0.0456
699;0.0461
700;0.0448
