20180119_2_A_30min.csv;;Kemi1\Kemi01;20-01-2018 15:57:10;GENESYS 10S UV-Vis;2L9T161212;4.006
nm;A
400;0.5858
401;0.5907
402;0.5957
403;0.6011
404;0.6062
405;0.6113
406;0.6169
407;0.6223
408;0.6278
409;0.633
410;0.6378
411;0.6424
412;0.647
413;0.6515
414;0.6558
415;0.66
416;0.664
417;0.6678
418;0.6713
419;0.6746
420;0.6775
421;0.68
422;0.6822
423;0.6845
424;0.6862
425;0.6877
426;0.6892
427;0.69
428;0.691
429;0.6917
430;0.6917
431;0.6919
432;0.6919
433;0.6916
434;0.6912
435;0.6903
436;0.6896
437;0.6886
438;0.6874
439;0.686
440;0.6846
441;0.6829
442;0.6811
443;0.6791
444;0.6772
445;0.6748
446;0.673
447;0.6708
448;0.6687
449;0.6663
450;0.6641
451;0.6617
452;0.6593
453;0.6572
454;0.6547
455;0.6527
456;0.6504
457;0.6485
458;0.6466
459;0.6446
460;0.6431
461;0.6418
462;0.6402
463;0.6388
464;0.6379
465;0.6367
466;0.6366
467;0.6361
468;0.6357
469;0.6357
470;0.6358
471;0.6361
472;0.6365
473;0.6374
474;0.6381
475;0.6388
476;0.6401
477;0.6412
478;0.6424
479;0.6439
480;0.6454
481;0.6466
482;0.6481
483;0.6493
484;0.6507
485;0.6516
486;0.6535
487;0.6546
488;0.6556
489;0.6569
490;0.6577
491;0.6587
492;0.6593
493;0.6597
494;0.6603
495;0.6606
496;0.6607
497;0.6604
498;0.6603
499;0.6597
500;0.6587
501;0.6581
502;0.6565
503;0.6553
504;0.6536
505;0.6519
506;0.6499
507;0.6475
508;0.645
509;0.6424
510;0.6394
511;0.6363
512;0.6326
513;0.6293
514;0.6252
515;0.6209
516;0.617
517;0.6124
518;0.6082
519;0.6032
520;0.5985
521;0.5934
522;0.5875
523;0.5814
524;0.5757
525;0.5696
526;0.5637
527;0.5572
528;0.5503
529;0.5448
530;0.5386
531;0.5313
532;0.5237
533;0.5159
534;0.5087
535;0.5015
536;0.4934
537;0.4859
538;0.4781
539;0.4697
540;0.4609
541;0.4527
542;0.4454
543;0.4373
544;0.4284
545;0.42
546;0.4107
547;0.4022
548;0.3936
549;0.386
550;0.3769
551;0.3683
552;0.3595
553;0.3513
554;0.3429
555;0.3345
556;0.326
557;0.3176
558;0.3093
559;0.3014
560;0.2931
561;0.2851
562;0.2774
563;0.27
564;0.2618
565;0.2545
566;0.2472
567;0.2398
568;0.233
569;0.2259
570;0.2192
571;0.2128
572;0.2065
573;0.2004
574;0.1947
575;0.1885
576;0.1831
577;0.1777
578;0.1729
579;0.1674
580;0.1625
581;0.1575
582;0.1529
583;0.1486
584;0.1439
585;0.1401
586;0.1358
587;0.1315
588;0.1284
589;0.1238
590;0.1207
591;0.1178
592;0.1141
593;0.111
594;0.108
595;0.1049
596;0.1021
597;0.0996
598;0.0971
599;0.0952
600;0.0926
601;0.09
602;0.0881
603;0.0861
604;0.084
605;0.0823
606;0.0805
607;0.079
608;0.0769
609;0.0751
610;0.0742
611;0.0728
612;0.0715
613;0.0699
614;0.0684
615;0.0676
616;0.0659
617;0.0652
618;0.0639
619;0.0629
620;0.0622
621;0.0613
622;0.0602
623;0.059
624;0.058
625;0.0574
626;0.057
627;0.0554
628;0.0552
629;0.0547
630;0.0538
631;0.0534
632;0.0528
633;0.0525
634;0.0519
635;0.0515
636;0.0509
637;0.0498
638;0.0502
639;0.0487
640;0.0487
641;0.0486
642;0.0483
643;0.0477
644;0.0469
645;0.0468
646;0.0463
647;0.0458
648;0.0454
649;0.0449
650;0.0454
651;0.0447
652;0.0444
653;0.0445
654;0.0434
655;0.0431
656;0.0429
657;0.0428
658;0.0426
659;0.0419
660;0.0418
661;0.0413
662;0.0413
663;0.0409
664;0.0414
665;0.0404
666;0.0404
667;0.0401
668;0.0397
669;0.0393
670;0.0393
671;0.039
672;0.039
673;0.039
674;0.0387
675;0.0382
676;0.0378
677;0.038
678;0.038
679;0.0378
680;0.0375
681;0.0374
682;0.037
683;0.0372
684;0.0368
685;0.0367
686;0.0365
687;0.0364
688;0.0357
689;0.0366
690;0.0358
691;0.0358
692;0.0356
693;0.036
694;0.0354
695;0.0355
696;0.0352
697;0.0349
698;0.035
699;0.0351
700;0.0345
