20180119_1_B_30min.csv;;Kemi1\Kemi01;20-01-2018 15:45:55;GENESYS 10S UV-Vis;2L9T161212;4.006
nm;A
400;0.3733
401;0.3727
402;0.3718
403;0.3715
404;0.3711
405;0.3707
406;0.3705
407;0.3702
408;0.3703
409;0.3701
410;0.3699
411;0.3697
412;0.3699
413;0.3696
414;0.3698
415;0.3699
416;0.3699
417;0.3699
418;0.3703
419;0.3701
420;0.3704
421;0.3706
422;0.3708
423;0.3712
424;0.3713
425;0.3715
426;0.3717
427;0.3721
428;0.3722
429;0.3724
430;0.3725
431;0.3726
432;0.3726
433;0.3725
434;0.3726
435;0.3727
436;0.3724
437;0.3723
438;0.3719
439;0.3715
440;0.371
441;0.3706
442;0.3701
443;0.3694
444;0.3689
445;0.3679
446;0.367
447;0.3662
448;0.3652
449;0.3643
450;0.363
451;0.3621
452;0.3608
453;0.3595
454;0.3582
455;0.3568
456;0.355
457;0.3535
458;0.352
459;0.3502
460;0.3486
461;0.347
462;0.345
463;0.3433
464;0.3416
465;0.3396
466;0.3377
467;0.3358
468;0.3342
469;0.3319
470;0.3301
471;0.3282
472;0.326
473;0.324
474;0.3223
475;0.3199
476;0.318
477;0.3157
478;0.3138
479;0.3117
480;0.3093
481;0.3073
482;0.3049
483;0.3023
484;0.3006
485;0.2988
486;0.2962
487;0.2937
488;0.2917
489;0.2894
490;0.2872
491;0.2845
492;0.2826
493;0.2804
494;0.2779
495;0.2752
496;0.2729
497;0.2706
498;0.2679
499;0.2655
500;0.2631
501;0.2604
502;0.2579
503;0.2546
504;0.2524
505;0.25
506;0.2474
507;0.2446
508;0.2417
509;0.2389
510;0.2363
511;0.2334
512;0.2307
513;0.228
514;0.2255
515;0.2225
516;0.2196
517;0.217
518;0.2137
519;0.2114
520;0.2087
521;0.2056
522;0.2024
523;0.1999
524;0.1965
525;0.194
526;0.1912
527;0.1883
528;0.1851
529;0.1826
530;0.1801
531;0.1772
532;0.1744
533;0.1712
534;0.1685
535;0.1662
536;0.1631
537;0.1602
538;0.1578
539;0.1546
540;0.1521
541;0.1491
542;0.1468
543;0.144
544;0.1415
545;0.1385
546;0.1355
547;0.133
548;0.1306
549;0.1282
550;0.1257
551;0.1232
552;0.1206
553;0.1181
554;0.1154
555;0.113
556;0.1107
557;0.1084
558;0.1064
559;0.1038
560;0.102
561;0.0998
562;0.0977
563;0.095
564;0.093
565;0.0909
566;0.089
567;0.0871
568;0.0849
569;0.0833
570;0.0813
571;0.0795
572;0.078
573;0.0761
574;0.0745
575;0.0729
576;0.0712
577;0.0698
578;0.0682
579;0.0669
580;0.0657
581;0.0635
582;0.0629
583;0.0613
584;0.0601
585;0.0595
586;0.0577
587;0.0566
588;0.0555
589;0.0546
590;0.0534
591;0.0523
592;0.0516
593;0.0504
594;0.0497
595;0.0485
596;0.0474
597;0.0463
598;0.0459
599;0.045
600;0.0443
601;0.043
602;0.0425
603;0.0418
604;0.0408
605;0.0403
606;0.0396
607;0.0389
608;0.0385
609;0.0378
610;0.0369
611;0.0367
612;0.036
613;0.0356
614;0.0351
615;0.035
616;0.0338
617;0.0332
618;0.0331
619;0.0325
620;0.032
621;0.0318
622;0.0307
623;0.0306
624;0.0305
625;0.0296
626;0.0295
627;0.0293
628;0.0291
629;0.0284
630;0.0279
631;0.0281
632;0.0278
633;0.0277
634;0.0271
635;0.0264
636;0.0263
637;0.0265
638;0.0265
639;0.0257
640;0.0257
641;0.0256
642;0.025
643;0.0248
644;0.0249
645;0.0246
646;0.0246
647;0.0244
648;0.0237
649;0.024
650;0.0233
651;0.0239
652;0.0233
653;0.0233
654;0.0232
655;0.0225
656;0.0232
657;0.0228
658;0.0226
659;0.022
660;0.0223
661;0.0216
662;0.022
663;0.0217
664;0.0222
665;0.0223
666;0.0216
667;0.0223
668;0.0214
669;0.0218
670;0.0213
671;0.0207
672;0.0208
673;0.0209
674;0.0207
675;0.021
676;0.0207
677;0.0199
678;0.0201
679;0.0208
680;0.0203
681;0.02
682;0.0204
683;0.02
684;0.0198
685;0.0204
686;0.0201
687;0.0198
688;0.0201
689;0.0196
690;0.019
691;0.0189
692;0.0194
693;0.0192
694;0.0192
695;0.0192
696;0.019
697;0.0193
698;0.0182
699;0.0187
700;0.0183
