20180119_1_B_60min.csv;;Kemi1\Kemi01;20-01-2018 15:57:03;GENESYS 10S UV-Vis;2L9T161212;4.006
nm;A
400;0.4171
401;0.4161
402;0.4152
403;0.4142
404;0.4135
405;0.4129
406;0.4124
407;0.4119
408;0.4113
409;0.4109
410;0.4103
411;0.41
412;0.4097
413;0.4091
414;0.4089
415;0.4085
416;0.4083
417;0.408
418;0.4079
419;0.4073
420;0.4071
421;0.4068
422;0.4067
423;0.4064
424;0.4064
425;0.4061
426;0.4061
427;0.4057
428;0.4057
429;0.4054
430;0.4052
431;0.4049
432;0.4047
433;0.4043
434;0.404
435;0.4036
436;0.4032
437;0.4028
438;0.4022
439;0.4014
440;0.4008
441;0.4001
442;0.3992
443;0.3984
444;0.3975
445;0.3964
446;0.3956
447;0.3943
448;0.393
449;0.3918
450;0.3906
451;0.3892
452;0.3876
453;0.386
454;0.3843
455;0.3828
456;0.3809
457;0.3792
458;0.3774
459;0.3751
460;0.3733
461;0.3717
462;0.3693
463;0.3669
464;0.365
465;0.3622
466;0.36
467;0.3579
468;0.355
469;0.3526
470;0.3499
471;0.3479
472;0.345
473;0.3421
474;0.3395
475;0.3365
476;0.334
477;0.3312
478;0.328
479;0.3254
480;0.3225
481;0.3194
482;0.3164
483;0.3134
484;0.3108
485;0.308
486;0.3048
487;0.3017
488;0.2988
489;0.2957
490;0.2922
491;0.289
492;0.2865
493;0.2833
494;0.2805
495;0.2771
496;0.2739
497;0.2709
498;0.2682
499;0.2646
500;0.2615
501;0.2587
502;0.255
503;0.252
504;0.2492
505;0.2459
506;0.2428
507;0.2399
508;0.2364
509;0.2335
510;0.2302
511;0.2271
512;0.2241
513;0.2211
514;0.218
515;0.2145
516;0.2116
517;0.2085
518;0.2057
519;0.2027
520;0.1999
521;0.1971
522;0.194
523;0.191
524;0.188
525;0.185
526;0.1822
527;0.1794
528;0.1761
529;0.1739
530;0.1713
531;0.1688
532;0.1658
533;0.1627
534;0.1601
535;0.1578
536;0.155
537;0.1526
538;0.1503
539;0.1475
540;0.1447
541;0.1422
542;0.1399
543;0.1377
544;0.1351
545;0.1327
546;0.1301
547;0.1278
548;0.1253
549;0.1237
550;0.1213
551;0.1191
552;0.1167
553;0.115
554;0.1126
555;0.1107
556;0.1088
557;0.1067
558;0.1044
559;0.1029
560;0.1007
561;0.0987
562;0.0971
563;0.0951
564;0.0929
565;0.0915
566;0.0898
567;0.0882
568;0.0865
569;0.085
570;0.0833
571;0.0821
572;0.0806
573;0.0789
574;0.0776
575;0.0759
576;0.0748
577;0.0733
578;0.0727
579;0.0715
580;0.07
581;0.0687
582;0.0678
583;0.0671
584;0.0655
585;0.0647
586;0.0635
587;0.0626
588;0.0619
589;0.0601
590;0.0598
591;0.0592
592;0.058
593;0.0571
594;0.0561
595;0.0552
596;0.0548
597;0.054
598;0.053
599;0.0528
600;0.0519
601;0.0511
602;0.0508
603;0.0498
604;0.0491
605;0.0485
606;0.0476
607;0.0477
608;0.0468
609;0.046
610;0.0457
611;0.0456
612;0.0451
613;0.0442
614;0.0433
615;0.0434
616;0.0429
617;0.0425
618;0.0421
619;0.0415
620;0.041
621;0.0407
622;0.0401
623;0.04
624;0.0393
625;0.0395
626;0.0391
627;0.0382
628;0.0385
629;0.038
630;0.0378
631;0.0377
632;0.037
633;0.0372
634;0.0369
635;0.0366
636;0.0364
637;0.0361
638;0.0353
639;0.035
640;0.0351
641;0.0353
642;0.0354
643;0.035
644;0.0343
645;0.0343
646;0.0339
647;0.0337
648;0.0336
649;0.0336
650;0.034
651;0.0334
652;0.0328
653;0.0333
654;0.0325
655;0.0326
656;0.0324
657;0.0322
658;0.0324
659;0.0318
660;0.0319
661;0.0317
662;0.032
663;0.0316
664;0.0316
665;0.031
666;0.0311
667;0.0315
668;0.0309
669;0.0309
670;0.0306
671;0.0306
672;0.031
673;0.0306
674;0.0305
675;0.0304
676;0.0297
677;0.0298
678;0.0298
679;0.0298
680;0.0294
681;0.0291
682;0.0287
683;0.0288
684;0.0288
685;0.029
686;0.0283
687;0.0284
688;0.0282
689;0.0285
690;0.0276
691;0.0277
692;0.0279
693;0.0278
694;0.0272
695;0.0276
696;0.0272
697;0.027
698;0.0265
699;0.0267
700;0.0265
