20180119_2_A_60min.csv;;Kemi1\Kemi01;20-01-2018 15:57:13;GENESYS 10S UV-Vis;2L9T161212;4.006
nm;A
400;0.5194
401;0.5237
402;0.5284
403;0.5333
404;0.538
405;0.5424
406;0.5475
407;0.5523
408;0.5573
409;0.5622
410;0.5665
411;0.5705
412;0.5748
413;0.579
414;0.5829
415;0.5865
416;0.5902
417;0.5936
418;0.5969
419;0.5996
420;0.602
421;0.6043
422;0.6062
423;0.6081
424;0.6096
425;0.611
426;0.6121
427;0.6128
428;0.6137
429;0.614
430;0.6142
431;0.6141
432;0.614
433;0.6136
434;0.6132
435;0.6125
436;0.6118
437;0.6107
438;0.6097
439;0.6082
440;0.6069
441;0.6054
442;0.6038
443;0.6019
444;0.6001
445;0.5981
446;0.5964
447;0.5943
448;0.5923
449;0.5901
450;0.588
451;0.5859
452;0.5836
453;0.5816
454;0.5794
455;0.5775
456;0.5754
457;0.5736
458;0.5719
459;0.5698
460;0.5684
461;0.5672
462;0.5657
463;0.5644
464;0.5635
465;0.5623
466;0.5621
467;0.5617
468;0.5608
469;0.5611
470;0.5608
471;0.561
472;0.5614
473;0.5616
474;0.5623
475;0.5629
476;0.5637
477;0.5646
478;0.5654
479;0.5666
480;0.5679
481;0.5688
482;0.57
483;0.5709
484;0.5717
485;0.5727
486;0.5742
487;0.5749
488;0.5757
489;0.5767
490;0.5773
491;0.578
492;0.5785
493;0.5787
494;0.5792
495;0.5791
496;0.5791
497;0.5786
498;0.5785
499;0.5778
500;0.5771
501;0.5764
502;0.5748
503;0.5735
504;0.572
505;0.5705
506;0.5684
507;0.5664
508;0.5639
509;0.5615
510;0.5587
511;0.5558
512;0.5526
513;0.5498
514;0.5459
515;0.5421
516;0.5381
517;0.5343
518;0.5301
519;0.5256
520;0.5215
521;0.5167
522;0.5114
523;0.506
524;0.5005
525;0.4952
526;0.4898
527;0.4839
528;0.4776
529;0.4724
530;0.4669
531;0.4603
532;0.4535
533;0.4463
534;0.4401
535;0.4336
536;0.4261
537;0.4194
538;0.4127
539;0.4049
540;0.3973
541;0.3899
542;0.3831
543;0.3762
544;0.3683
545;0.3605
546;0.3527
547;0.3449
548;0.3372
549;0.3304
550;0.3224
551;0.3149
552;0.307
553;0.2993
554;0.2923
555;0.2849
556;0.2772
557;0.2701
558;0.2626
559;0.2557
560;0.2484
561;0.2412
562;0.2341
563;0.2276
564;0.2203
565;0.2142
566;0.2078
567;0.2014
568;0.195
569;0.1891
570;0.183
571;0.1769
572;0.1717
573;0.1666
574;0.1607
575;0.1556
576;0.1512
577;0.1464
578;0.1419
579;0.137
580;0.1327
581;0.1283
582;0.1241
583;0.1206
584;0.1161
585;0.1129
586;0.1091
587;0.1058
588;0.1023
589;0.0984
590;0.0957
591;0.093
592;0.0899
593;0.0872
594;0.0846
595;0.0819
596;0.0793
597;0.0772
598;0.075
599;0.0734
600;0.0707
601;0.0687
602;0.0668
603;0.0651
604;0.0631
605;0.0619
606;0.0599
607;0.0585
608;0.0571
609;0.0555
610;0.0547
611;0.0535
612;0.0523
613;0.0509
614;0.049
615;0.0486
616;0.0477
617;0.0466
618;0.0455
619;0.0445
620;0.0437
621;0.0432
622;0.0423
623;0.0411
624;0.0406
625;0.0403
626;0.0394
627;0.038
628;0.0378
629;0.037
630;0.0367
631;0.0364
632;0.0359
633;0.0354
634;0.0349
635;0.0345
636;0.0343
637;0.0335
638;0.0334
639;0.0323
640;0.0321
641;0.032
642;0.0321
643;0.0316
644;0.0308
645;0.0308
646;0.0301
647;0.0298
648;0.0296
649;0.0292
650;0.0293
651;0.0287
652;0.0285
653;0.0284
654;0.0278
655;0.0276
656;0.0275
657;0.0273
658;0.0271
659;0.0266
660;0.0264
661;0.0263
662;0.0261
663;0.0253
664;0.0259
665;0.0251
666;0.0248
667;0.0251
668;0.0243
669;0.0241
670;0.0242
671;0.0238
672;0.0237
673;0.0239
674;0.0239
675;0.0234
676;0.0227
677;0.0234
678;0.023
679;0.023
680;0.0226
681;0.0225
682;0.0222
683;0.0219
684;0.022
685;0.0223
686;0.0213
687;0.022
688;0.0212
689;0.0215
690;0.0212
691;0.0211
692;0.021
693;0.0213
694;0.0206
695;0.0209
696;0.0205
697;0.0203
698;0.0204
699;0.0204
700;0.02
