20180119_1_B_0min.csv;;Kemi1\Kemi01;20-01-2018 15:45:49;GENESYS 10S UV-Vis;2L9T161212;4.006
nm;A
400;0.8341
401;0.8369
402;0.8396
403;0.8427
404;0.8461
405;0.849
406;0.8525
407;0.8561
408;0.8599
409;0.8637
410;0.8672
411;0.8708
412;0.8745
413;0.878
414;0.882
415;0.8855
416;0.8895
417;0.8927
418;0.8964
419;0.8997
420;0.9029
421;0.9057
422;0.9084
423;0.9113
424;0.9136
425;0.9159
426;0.9181
427;0.9201
428;0.922
429;0.9238
430;0.9253
431;0.9265
432;0.9278
433;0.9288
434;0.9297
435;0.9306
436;0.931
437;0.9315
438;0.932
439;0.9324
440;0.9323
441;0.9323
442;0.9321
443;0.9318
444;0.9317
445;0.9313
446;0.9307
447;0.9303
448;0.9296
449;0.9292
450;0.9285
451;0.9279
452;0.9271
453;0.9266
454;0.9257
455;0.9252
456;0.9246
457;0.9239
458;0.9236
459;0.9232
460;0.923
461;0.9228
462;0.9224
463;0.9226
464;0.9227
465;0.923
466;0.9236
467;0.9239
468;0.9247
469;0.9254
470;0.9265
471;0.9276
472;0.9285
473;0.9296
474;0.9311
475;0.9322
476;0.9341
477;0.9353
478;0.9371
479;0.9385
480;0.9398
481;0.9416
482;0.943
483;0.944
484;0.945
485;0.9463
486;0.9475
487;0.9484
488;0.9487
489;0.9495
490;0.95
491;0.9503
492;0.9501
493;0.9497
494;0.9491
495;0.948
496;0.9473
497;0.9458
498;0.944
499;0.9422
500;0.94
501;0.9374
502;0.9344
503;0.931
504;0.9279
505;0.9243
506;0.9202
507;0.9156
508;0.9107
509;0.9058
510;0.9006
511;0.8947
512;0.8892
513;0.8827
514;0.8764
515;0.8694
516;0.8624
517;0.8556
518;0.848
519;0.8407
520;0.8331
521;0.825
522;0.8157
523;0.8072
524;0.798
525;0.7893
526;0.7801
527;0.7708
528;0.7611
529;0.7523
530;0.7431
531;0.733
532;0.7221
533;0.7108
534;0.7008
535;0.6909
536;0.679
537;0.6681
538;0.6578
539;0.6457
540;0.6339
541;0.6219
542;0.6114
543;0.6004
544;0.5881
545;0.5754
546;0.5627
547;0.5506
548;0.5388
549;0.5271
550;0.5145
551;0.5027
552;0.4903
553;0.478
554;0.4663
555;0.4542
556;0.4422
557;0.4306
558;0.4196
559;0.4078
560;0.3969
561;0.3862
562;0.3757
563;0.3649
564;0.3543
565;0.3442
566;0.3346
567;0.3257
568;0.3162
569;0.3069
570;0.2983
571;0.2896
572;0.282
573;0.2742
574;0.2665
575;0.2588
576;0.252
577;0.2454
578;0.2383
579;0.2318
580;0.2256
581;0.2183
582;0.2134
583;0.2069
584;0.2021
585;0.1968
586;0.1912
587;0.1867
588;0.1813
589;0.1768
590;0.1722
591;0.1679
592;0.1636
593;0.1593
594;0.1556
595;0.152
596;0.1478
597;0.1443
598;0.1413
599;0.1384
600;0.1343
601;0.1312
602;0.1286
603;0.1253
604;0.1225
605;0.1201
606;0.1176
607;0.1147
608;0.1122
609;0.1101
610;0.1075
611;0.1055
612;0.1034
613;0.1017
614;0.0994
615;0.0978
616;0.0956
617;0.0937
618;0.0925
619;0.0904
620;0.0885
621;0.0869
622;0.0853
623;0.0839
624;0.0828
625;0.0812
626;0.08
627;0.0792
628;0.0775
629;0.0761
630;0.0749
631;0.0737
632;0.0731
633;0.0723
634;0.0709
635;0.0699
636;0.0688
637;0.0678
638;0.0673
639;0.0663
640;0.0651
641;0.0641
642;0.0634
643;0.0628
644;0.0617
645;0.0611
646;0.0612
647;0.0601
648;0.0587
649;0.0588
650;0.0577
651;0.0575
652;0.0568
653;0.0558
654;0.0558
655;0.0549
656;0.0546
657;0.0544
658;0.053
659;0.0526
660;0.0525
661;0.0517
662;0.0517
663;0.051
664;0.051
665;0.0504
666;0.0491
667;0.05
668;0.0487
669;0.0488
670;0.0486
671;0.0476
672;0.0469
673;0.0469
674;0.0465
675;0.0461
676;0.0457
677;0.0448
678;0.0448
679;0.0451
680;0.0445
681;0.044
682;0.044
683;0.0431
684;0.043
685;0.0435
686;0.0427
687;0.0428
688;0.0421
689;0.0417
690;0.0413
691;0.0407
692;0.0408
693;0.0404
694;0.0403
695;0.0401
696;0.0397
697;0.0392
698;0.0388
699;0.0388
700;0.0386
