20180119_2_A_0min.csv;;Kemi1\Kemi01;20-01-2018 15:57:06;GENESYS 10S UV-Vis;2L9T161212;4.006
nm;A
400;0.9551
401;0.9683
402;0.982
403;0.9965
404;1.01
405;1.0228
406;1.0365
407;1.0502
408;1.0636
409;1.0767
410;1.089
411;1.1001
412;1.1114
413;1.1226
414;1.1333
415;1.1432
416;1.153
417;1.1621
418;1.1707
419;1.1789
420;1.1861
421;1.1921
422;1.1975
423;1.2028
424;1.2071
425;1.2105
426;1.2138
427;1.2162
428;1.218
429;1.2194
430;1.2201
431;1.2204
432;1.2202
433;1.2193
434;1.2185
435;1.2168
436;1.215
437;1.2126
438;1.2099
439;1.2067
440;1.2034
441;1.1999
442;1.1959
443;1.1914
444;1.1868
445;1.1821
446;1.1775
447;1.1727
448;1.168
449;1.1628
450;1.1579
451;1.1527
452;1.1477
453;1.143
454;1.1377
455;1.1334
456;1.1284
457;1.1242
458;1.1204
459;1.1164
460;1.1132
461;1.1105
462;1.1072
463;1.1047
464;1.1031
465;1.1011
466;1.1003
467;1.0996
468;1.0993
469;1.0996
470;1.0999
471;1.1011
472;1.1027
473;1.1043
474;1.106
475;1.1086
476;1.1114
477;1.1141
478;1.1173
479;1.1206
480;1.1243
481;1.1275
482;1.1314
483;1.1349
484;1.1376
485;1.1408
486;1.145
487;1.148
488;1.1511
489;1.1539
490;1.1567
491;1.1599
492;1.1615
493;1.1631
494;1.1651
495;1.1665
496;1.1675
497;1.168
498;1.1684
499;1.1682
500;1.1674
501;1.1667
502;1.1649
503;1.1634
504;1.1611
505;1.1586
506;1.1553
507;1.152
508;1.1477
509;1.1434
510;1.1384
511;1.1328
512;1.1268
513;1.1207
514;1.1142
515;1.1065
516;1.0991
517;1.0908
518;1.0829
519;1.0742
520;1.0654
521;1.0559
522;1.0452
523;1.0341
524;1.0231
525;1.0118
526;1.0002
527;0.9885
528;0.9758
529;0.9648
530;0.953
531;0.9393
532;0.9248
533;0.9098
534;0.8966
535;0.8829
536;0.8669
537;0.8524
538;0.8383
539;0.8221
540;0.8058
541;0.7898
542;0.776
543;0.7606
544;0.7441
545;0.7278
546;0.7107
547;0.6943
548;0.6782
549;0.663
550;0.646
551;0.6301
552;0.6136
553;0.5977
554;0.5822
555;0.5663
556;0.5501
557;0.5339
558;0.5185
559;0.5036
560;0.4878
561;0.4728
562;0.4582
563;0.4436
564;0.4282
565;0.4143
566;0.4009
567;0.3873
568;0.3737
569;0.3608
570;0.3479
571;0.3356
572;0.324
573;0.3127
574;0.3012
575;0.2901
576;0.2801
577;0.2703
578;0.2605
579;0.2506
580;0.2412
581;0.2317
582;0.2234
583;0.2153
584;0.207
585;0.1995
586;0.1914
587;0.1843
588;0.1781
589;0.1704
590;0.1642
591;0.1585
592;0.1525
593;0.1468
594;0.1415
595;0.1363
596;0.1308
597;0.1265
598;0.1222
599;0.1185
600;0.114
601;0.1098
602;0.1067
603;0.1026
604;0.0992
605;0.0963
606;0.0928
607;0.0906
608;0.0873
609;0.0846
610;0.0826
611;0.0804
612;0.0782
613;0.0763
614;0.0735
615;0.0719
616;0.0703
617;0.0685
618;0.0667
619;0.0654
620;0.0635
621;0.0623
622;0.061
623;0.0594
624;0.0583
625;0.0576
626;0.0563
627;0.055
628;0.0541
629;0.0531
630;0.0528
631;0.052
632;0.0506
633;0.0505
634;0.0497
635;0.0489
636;0.0482
637;0.0474
638;0.047
639;0.0462
640;0.0458
641;0.0456
642;0.0452
643;0.0446
644;0.0438
645;0.0439
646;0.0434
647;0.0429
648;0.0426
649;0.042
650;0.0424
651;0.0419
652;0.0413
653;0.0409
654;0.0406
655;0.0404
656;0.0402
657;0.0394
658;0.0398
659;0.039
660;0.0389
661;0.0392
662;0.0386
663;0.0381
664;0.0381
665;0.0374
666;0.0377
667;0.0374
668;0.0372
669;0.0368
670;0.0368
671;0.0367
672;0.0362
673;0.0366
674;0.0362
675;0.0358
676;0.0356
677;0.0358
678;0.0357
679;0.0351
680;0.0351
681;0.0353
682;0.0346
683;0.0348
684;0.0348
685;0.0346
686;0.0341
687;0.0343
688;0.0337
689;0.0342
690;0.0336
691;0.0334
692;0.0336
693;0.0336
694;0.0326
695;0.0332
696;0.0328
697;0.033
698;0.0323
699;0.0326
700;0.0322
