3396.055664	0.492913
3393.864258	-6.390049
3391.671875	10.659887
3389.479492	7.180463
3387.285156	1.423728
3385.090820	-10.026473
3382.896484	-6.662498
3380.701172	3.532135
3378.504883	15.998057
3376.308594	3.419054
3374.111328	-0.050559
3371.913086	10.131450
3369.714844	0.976476
3367.515625	-2.489117
3365.315430	-5.952629
3363.115234	-3.733084
3360.915039	4.164760
3358.712891	-2.703946
3356.510742	2.918998
3354.307617	-1.675371
3352.104492	-0.593982
3349.900391	0.486948
3347.696289	3.835372
3345.491211	1.513793
3343.285156	-3.073026
3341.078125	7.072144
3338.871094	-7.707709
3336.663086	1.301000
3334.455078	9.172750
3332.246094	6.854453
3330.037109	-7.908204
3327.826172	3.353304
3325.615234	7.823841
3323.404297	-0.143318
3321.192383	-11.496385
3318.979492	8.792946
3316.766602	3.091724
3314.552734	3.039934
3312.337891	-7.171808
3310.123047	1.808308
3307.907227	-0.499175
3305.690430	10.730225
3303.473633	3.911286
3301.255859	-2.903675
3299.037109	15.079415
3296.818359	-3.001435
3294.598633	-3.050053
3292.378906	2.531793
3290.158203	4.733426
3287.936523	3.557704
3285.714844	-3.242732
3283.492188	-4.415252
3281.268555	0.035396
3279.044922	-1.137087
3276.820313	1.062762
3274.595703	4.385046
3272.369141	-3.526486
3270.143555	-2.450259
3267.916016	3.115798
3265.688477	-1.421459
3263.459961	-1.468243
3261.231445	2.971670
3259.001953	1.802660
3256.771484	9.602424
3254.541016	0.587757
3252.309570	15.105944
3250.077148	1.614908
3247.844727	16.124916
3245.611328	4.880332
3243.376953	17.143326
3241.142578	14.855361
3238.907227	6.976493
3236.671875	16.992674
3234.435547	-3.178263
3232.198242	2.365332
3229.960938	0.085507
3227.721680	14.560455
3225.483398	20.094799
3223.243164	8.882261
3221.002930	11.067539
3218.762695	21.061127
3216.520508	9.858269
3214.278320	6.466870
3212.036133	10.880324
3209.791992	14.177046
3207.548828	9.673710
3205.303711	2.945587
3203.058594	1.788528
3200.812500	12.876427
3198.565430	12.830293
3196.318359	3.884542
3194.070313	11.626399
3191.822266	3.798206
3189.573242	12.647518
3187.323242	9.268621
3185.073242	11.446276
3182.821289	20.286335
3180.570313	6.916186
3178.317383	4.653282
3176.064453	26.803854
3173.811523	7.897057
3171.556641	11.181290
3169.301758	11.137727
3167.045898	17.744608
3164.790039	6.618879
3162.533203	12.115838
3160.275391	2.105754
3158.017578	10.922531
3155.758789	14.200419
3153.500000	4.198730
3151.239258	22.963406
3148.978516	6.330039
3146.717773	9.606105
3144.455078	15.090910
3142.193359	20.572756
3139.929688	20.528608
3137.666016	13.858910
3135.401367	22.648775
3133.135742	2.738666
3130.870117	6.010273
3128.603516	23.619549
3126.336914	12.548343
3124.068359	13.609994
3121.800781	16.875380
3119.531250	-1.896406
3117.261719	7.980573
3114.991211	13.447494
3112.719727	11.205634
3110.448242	-2.039950
3108.175781	5.625995
3105.903320	9.988058
3103.629883	22.044792
3101.355469	8.811829
3099.080078	13.169684
