#X		#Y		#Wave		#Intensity
30.000000	50.000000	3467.912109	-113.472977
30.000000	50.000000	3467.031250	-114.299866
30.000000	50.000000	3466.150391	59.657364
30.000000	50.000000	3465.269531	219.234085
30.000000	50.000000	3464.388672	-106.582397
30.000000	50.000000	3463.507813	231.483810
30.000000	50.000000	3462.625977	19.046028
30.000000	50.000000	3461.745117	-26.060072
30.000000	50.000000	3460.863281	124.422440
30.000000	50.000000	3459.981445	79.181984
30.000000	50.000000	3459.099609	99.103828
30.000000	50.000000	3458.216797	192.656509
30.000000	50.000000	3457.334961	65.150917
30.000000	50.000000	3456.452148	161.462753
30.000000	50.000000	3455.569336	464.491791
30.000000	50.000000	3454.686523	-48.159760
30.000000	50.000000	3453.803711	133.057251
30.000000	50.000000	3452.920898	104.744400
30.000000	50.000000	3452.037109	-65.055962
30.000000	50.000000	3451.154297	-330.968903
30.000000	50.000000	3450.270508	42.652626
30.000000	50.000000	3449.386719	-30.756826
30.000000	50.000000	3448.502930	-44.696804
30.000000	50.000000	3447.618164	147.836746
30.000000	50.000000	3446.734375	128.334015
30.000000	50.000000	3445.849609	-57.877193
30.000000	50.000000	3444.964844	18.884125
30.000000	50.000000	3444.080078	61.788940
30.000000	50.000000	3443.195313	51.082195
30.000000	50.000000	3442.310547	373.766388
30.000000	50.000000	3441.424805	173.965561
30.000000	50.000000	3440.540039	197.399292
30.000000	50.000000	3439.654297	-369.095184
30.000000	50.000000	3438.768555	238.885391
30.000000	50.000000	3437.882813	53.768242
30.000000	50.000000	3436.996094	69.145615
30.000000	50.000000	3436.110352	31.039577
30.000000	50.000000	3435.223633	52.285568
30.000000	50.000000	3434.336914	-8.136580
30.000000	50.000000	3433.450195	-40.220592
30.000000	50.000000	3432.563477	-38.345135
30.000000	50.000000	3431.676758	-33.527725
30.000000	50.000000	3430.789063	-73.674477
30.000000	50.000000	3429.902344	35.643692
30.000000	50.000000	3429.014648	-46.494900
30.000000	50.000000	3428.126953	-151.005127
30.000000	50.000000	3427.239258	262.762665
30.000000	50.000000	3426.350586	121.900352
30.000000	50.000000	3425.462891	203.592651
30.000000	50.000000	3424.574219	-133.932953
30.000000	50.000000	3423.685547	40.897480
30.000000	50.000000	3422.796875	210.176270
30.000000	50.000000	3421.908203	95.448753
30.000000	50.000000	3421.019531	-30.347256
30.000000	50.000000	3420.129883	26.796335
30.000000	50.000000	3419.241211	-36.817719
30.000000	50.000000	3418.351563	90.848022
30.000000	50.000000	3417.461914	227.037460
30.000000	50.000000	3416.572266	9.305036
30.000000	50.000000	3415.681641	-0.338929
30.000000	50.000000	3414.791992	-203.628876
30.000000	50.000000	3413.901367	124.010788
30.000000	50.000000	3413.010742	-135.106949
30.000000	50.000000	3412.120117	122.499664
30.000000	50.000000	3411.229492	-15.570539
30.000000	50.000000	3410.338867	37.353489
30.000000	50.000000	3409.447266	208.220047
30.000000	50.000000	3408.556641	331.473663
30.000000	50.000000	3407.665039	87.431725
